speaker,vowel,f1,f2,f3,duration,df1_off,df2_off,df3_off,df1_on,df2_on,df3_on,language,register
Jos,o,6.510398796,9.491629393,13.81023256,180,0.149883254,0.502711986,-0.348060406,1.479451535,2.147077768,2.004202813,sp,cds
Jos,a,6.420740741,14.11056971,15.19400844,80,0.158874074,-0.350356967,-0.258132505,-0.090474985,0.011262777,-0.187898162,sp,cds
Jos,o,7.282313811,10.58946551,14.58195904,90,3.661908463,-0.573273268,-0.421731949,-0.089709379,0.95893931,-1.354020638,sp,cds
Jos,a,6.162235835,10.99120163,13.33086249,120,-1.071877975,-2.072601188,-2.855476346,2.792475672,0.227864006,1.266700868,sp,cds
Jos,e,8.160137931,14.19175523,16.55976323,30,2.302835172,0.549465671,0.365674934,-0.279157539,0.277141148,0.155693636,sp,cds
Jos,e,7.492870933,13.95356322,14.56631297,100,0.142121654,0.764644434,-0.220336195,-0.689372045,-1.469205119,0.876895935,sp,cds
Jos,a,8.437011885,12.35272727,14.42626664,110,1.244407453,-0.117128181,-0.899470282,0.036278525,-0.270943971,-0.195704839,sp,cds
Jos,o,7.619630682,10.69648873,15.15410544,120,0.013262523,-0.44883385,-0.291337858,0.306335088,0.509615687,0.032882103,sp,cds
Jos,i,6.946813834,13.90421102,15.7788809,30,0.244906233,-0.098312342,-0.023033362,0.280394288,-0.384677268,-0.441738038,sp,cds
Jos,e,4.042336014,11.5318664,14.93552677,53.391,0.208982746,0.037347553,0.18165092,-0.123016865,-0.04150896,0.00489619,sp,cds
Jos,o,6.882583979,10.22512679,14.65442478,54.934,0.327659054,0.994964563,-0.025663521,-0.007163004,0.950647853,0.147287759,sp,cds
Jos,o,7.405143678,10.25450442,15.90739834,48.072,-0.227730701,1.631628078,0.493320592,-0.261196118,-0.019573124,-0.643666686,sp,cds
Jos,a,7.499585418,12.92949187,15.46773663,60,0.026886778,-0.321100741,0.199387925,-0.265471609,-0.147462587,-0.146568742,sp,cds
Jos,i,5.269364254,10.175924,15.00611028,60,-0.908263902,-1.158797278,-0.299035922,-0.135279747,-2.811546747,-0.038833635,sp,cds
Jos,a,7.842245614,12.12004312,14.7412209,130,-0.217366036,0.205160666,-0.317852339,-1.27991916,0.188247233,0.276970265,sp,cds
Jos,a,6.405718608,11.36018171,15.00852853,60,0.197376362,0.076642902,-0.512339612,0.433807844,0.221188914,0.069680808,sp,cds
Jos,a,9.096350556,10.27890378,15.67075308,30,0.824438287,0.765846979,0.043013367,-0.355602892,1.021734765,-0.152088324,sp,cds
Jos,a,8.116294504,11.74803097,14.97944086,100,0.228874133,0.093024015,-0.124974282,-0.67731279,-0.008042042,-0.039017899,sp,cds
Jos,o,4.832,12.19972133,15.84767917,154.481,-2.491434343,-0.651298349,-0.110655141,1.467923954,-0.97634024,-0.252429072,sp,cds
Jos,e,4.814477124,14.63381206,14.67240115,235.709,-0.302574829,0.196859161,-1.177348752,-0.895157975,-1.855250906,1.537150404,sp,cds
Jos,o,7.343927928,12.71932903,16.02480874,68.232,-0.964936641,1.543554384,0.302895944,0.828697847,0.321164795,0.202082399,sp,cds
Jos,a,7.411921005,11.98911069,14.78161926,42.899,-0.127850749,0.074228239,0.119483505,-0.095327718,0.429744495,1.119632966,sp,cds
Jos,a,7.268567294,11.56902576,15.2243299,13.956,0.096785476,-0.008232218,-0.245631016,0.088998425,0.016455228,-0.153288941,sp,cds
Jos,a,7.989850331,11.88734045,15.5952501,96.92,1.494338282,-0.346254841,-0.54238356,-0.59148885,0.929272407,0.79622901,sp,cds
Jos,o,5.311284916,11.19312087,15.46551142,27.138,-1.280592191,-0.205089266,-0.042122854,-0.514359323,-0.131076274,-0.144343539,sp,cds
Jos,a,7.20646098,11.63870716,14.25262531,30,-0.815165149,-0.454575777,0.534805568,-0.041630132,-0.061449187,-0.708349988,sp,cds
Jos,o,8.05961165,11.85969265,15.2683487,30,0.373949938,-0.317355127,-0.591742515,0.328798292,0.195185535,-0.499323509,sp,cds
Jos,a,7.418693467,11.47785915,14.7966958,30,-0.358630476,-0.169002444,0.032715966,-0.047509588,-0.04600835,-0.354407,sp,cds
Jos,o,7.725056497,12.3379464,15.51646047,40,0.098801616,0.225538748,-0.314623247,0.226516576,0.196931963,-0.517611175,sp,cds
Jos,e,6.672686567,12.63835929,15.5821987,60,-0.021923943,-0.105422262,0.190636327,-0.603301952,-0.110675441,0.131221773,sp,cds
Jos,o,4.476016598,8.557369309,15.21734737,50,1.293862751,0.217826803,-0.140266433,-0.036249349,0.047689555,-0.06795529,sp,cds
Jos,e,6.621339319,12.57788787,16.33909951,50,-0.131496058,0.122565591,0.956569438,-0.436023832,-0.7977775,-2.039856462,sp,cds
Jos,e,4.512145816,13.88084946,15.27065577,30,0.099644776,0.041095669,-1.888080558,0.865865322,-0.451815464,-0.15674162,sp,cds
Jos,a,7.731606071,11.35170455,14.79167468,80,0.198520092,0.59995513599999994,-0.057479113,0,0.76452187,0.209595976,sp,cds
Jos,o,8.88013245,13.59653391,16.3951994,40,-0.080289435,0.117410892,-0.139325825,-0.370710739,-2.726387285,-2.860190909,sp,cds
Jos,a,8.14763285,12.00076087,15.16116801,110,0.050193404,-0.366715964,-0.3641042,-0.989758032,-0.615205314,0.943076765,sp,cds
Jos,o,2.545763324,7.665901523,15.18230201,331.853,-3.038057077,-6.816253843,-0.704580905,0.180852543,-0.039646642,0.27875626,sp,cds
Jos,e,5.75359375,14.84417845,15.54723856,60,-0.103709009,-0.071721199,0.095097618,-0.251608776,-0.84165509,0.258852728,sp,cds
Jos,e,6.383142749,13.36904177,14.96727664,50,-0.119815475,-0.009509667,0.076006594,0.413134596,-0.015880637,-0.307710078,sp,cds
Jos,e,6.458196907,12.93627222,14.53751955,76.581,0.242190798,-0.14412969,-0.119476687,-0.165872829,0.1772031,0.180852284,sp,cds
Jos,e,6.650713485,13.85446205,15.17761251,37.217,0.260039753,0.993154591,-0.780721808,-0.809297694,0.090420581,0.184539996,sp,cds
Jos,e,3.717698583,11.11036952,15.80817856,50,0.01939175,-0.396619521,-0.204607687,0.192101332,0.048018974,-0.039800882,sp,cds
Jos,e,3.75638234,11.02227642,14.65185218,50,0.126209927,-0.717712509,-0.804749262,0.162936809,0.101219395,-0.311774925,sp,cds
Jos,e,3.65942316,11.88339726,15.51425528,70,-2.417731781,-0.719455421,0.143036675,0,-0.195899343,-0.229777351,sp,cds
Jos,a,7.459226361,11.58548098,15.5952501,60,0.830535262,0.310506684,0.271797224,0.206675162,0.085789519,-0.078789635,sp,cds
Jos,e,5.640722702,11.58548098,15.76206565,30,0.138737728,-0.523105855,0.347987902,0.032375337,-0.370733278,0.493592493,sp,cds
Jos,e,3.649681309,11.30063854,14.94042296,30,-0.221960482,-0.127015501,-0.584849246,0.570033216,0.185555153,0.051155987,sp,cds
Jos,o,5.656923077,11.12349582,15.99268598,50,1.344983278,0.145650739,-0.536414036,-0.073102675,-0.039447235,-0.496104821,sp,cds
Jos,i,4.41250104,14.60016004,16.13371693,80,0.285789405,0.427901971,-0.108537125,-0.100561241,0.246506631,-0.043284512,sp,cds
Jos,o,6.789050445,12.5384728,15.73885657,30,-0.896611268,-0.333106681,-0.433892036,-0.058008778,-0.126934139,-0.235640819,sp,cds
Jos,e,4.796925593,14.20286831,16.27093333,40,0.248770092,-0.074482082,-0.68715785,0.087471801,-1.557429801,-0.31462685,sp,cds
Jos,o,6.07715494,9.470147153,15.9704846,90,-1.05284506,-0.424570652,-0.349773172,-0.883671794,-0.201348189,-0.538461477,sp,cds
Jos,a,7.757758195,10.09656914,15.58437614,60,0.305275214,0.653352223,-0.133292197,0.225723699,0.308023004,0.118409684,sp,cds
Jos,o,8.116294504,10.57070254,15.49658116,30,-1.229254964,0.175708587,0.01107582,-0.799701216,0.263206924,-0.114051091,sp,cds
Jos,o,8.966128501,11.55253363,16.22304306,50,-0.141453199,-0.616940052,0.063921336,-0.068728567,0.432689436,0.320510764,sp,cds
Jos,o,5.833463035,8.988917407,14.93307709,70,2.753286435,-0.854548342,0.076468394,0.632208157,1.89026196,0.137963866,sp,cds
Jos,a,7.164830848,11.73998893,15.8992019,60,3.761452528,1.020427191,0.578034013,0.514248798,-0.581600443,-0.825770461,sp,cds
Jos,u,3.532121212,8.931832288,15.39381811,70,0.370291032,0.179383989,0.244426029,-0.079054314,0.607931968,0.515627325,sp,cds
Jos,i,4.061141649,14.98187057,16.38775602,90,0.470088108,0.536915611,0.494709968,-0.208627778,-0.283885113,-0.884540273,sp,cds
Jos,i,7.835773956,13.46976109,14.62864745,30,0.296002201,0.479493009,-0.160515025,0.17950585,-0.564054806,0.492380369,sp,cds
Jos,e,5.427777778,13.88377448,15.16116801,130,-0.341839709,-0.207035082,-0.569223481,-0.208940102,-0.17797883,0.153139172,sp,cds
Jos,e,7.371183879,13.49780589,15.91966877,30,-0.675783505,-0.171778947,-0.219922122,-0.698497312,-0.093963691,-0.172360692,sp,cds
Jos,e,5.959969064,13.74479008,15.81443537,120,1.198232782,0.378921313,-0.319281562,-0.198360318,0.185597703,-0.058689327,sp,cds
Jos,e,5.235706848,13.11677355,15.79145709,40,0.118654895,-0.261777889,-0.083077568,-0.290501814,0.013176403,0.26925081,sp,cds
Jos,e,4.385166667,13.83386073,16.34849367,30,0.484894094,0.576809924,1.589563609,0.394178669,-0.271092094,-0.480144154,sp,cds
Jos,e,6.200672526,12.99698686,15.78097902,70,-0.07643444,0.043793855,0.042122451,-0.748100191,1.522135795,-0.762787851,sp,cds
Jos,e,6.562326454,12.07026501,15.35534304,30,-0.132284057,0.206616174,-0.087865874,-0.164127438,0.197041659,0.178726494,sp,cds
Jos,a,6.269489718,9.828027552,15.51646047,40,0.491869742,0.788053798,-0.002204288,0.403196849,1.59962649,-0.124898097,sp,cds
Jos,a,8.988917407,13.72082218,16.8357872,30,0.051359651,-0.221164202,-0.057360349,-1.817135589,-1.132223951,-0.930436759,sp,cds
Jos,o,5.185018065,8.370115883,15.42978319,60,-3.006307236,-5.816075141,-1.790285773,0.333385728,-0.191252638,0.266611571,sp,cds
Jos,a,6.115917114,11.44023722,15.55381098,50,-0.061711042,-0.226970788,-0.367900037,1.693924713,-0.413531851,-1.197477875,sp,cds
Jos,u,3.746723842,10.76092144,15.94208932,80,0.687050842,2.138045097,0.49441255,0,0.791612191,0.052610232,sp,cds
Jos,i,3.966794055,15.34169858,15.74519647,100,0.336621641,0.098791632,-1.214548119,0.0094708,-0.386612378,0.050445987,sp,cds
Jos,i,7.171781818,13.53191655,15.24985726,30,-0.779791255,0.504779093,-0.253358488,-0.940465527,-0.660337061,-0.202777314,sp,cds
Jos,e,5.889002716,13.4635122,15.76837768,80,-0.063105601,-0.071496294,-0.264430437,0.125821811,-0.961068566,-0.41303464,sp,cds
Jos,o,5.583820402,9.079476268,13.22145129,80,2.220348967,0.863278262,-2.702301171,-0.364982726,1.500613364,2.732826562,sp,cds
Jos,o,5.959969064,8.135110497,15.76837768,150,0.015727578,-1.204979767,0.069851699,-0.1106067,-0.622110497,-0.419852608,sp,cds
Jos,e,5.881086957,14.0567853,16.04478379,232.029,0.370889328,-0.148858083,-0.453458946,-3.716552767,-1.330460821,-0.162013711,sp,cds
Jos,o,6.231316291,10.37094762,16.18827732,110,1.029374855,1.416236117,-0.154581985,-0.485743802,1.516392831,-0.048686427,sp,cds
Jos,o,6.231316291,9.163517915,14.97701011,140,0.069080457,-1.711146406,-1.293923224,-0.19307284,-0.636085483,0.659360156,sp,cds
Jos,o,5.526603476,8.197549897,16.15522158,180,-1.610372845,-0.20911677,0.166565097,0.597048231,1.437660746,-0.126411592,sp,cds
Jos,o,4.275142379,7.573129227,15.9704846,140,-1.894792562,-6.799415527,-1.059805843,0.477778555,1.761498312,0.428432287,sp,cds
Jos,o,8.752448299,8.897399934,15.70491447,150,0.499069225,-2.683970696,-0.473663,-0.327562128,1.913774632,-0.234953556,sp,cds
Jos,e,5.065789261,10.19071647,14.49009648,80,0.827567785,-1.04990173,-0.336634124,-0.129249862,1.291311125,-0.303905453,sp,cds
Jos,e,4.575084676,10.90171495,15.80191426,70,0.627256371,-1.001376701,-0.076739741,0.071485929,1.064038246,-0.025132326,sp,cds
Jos,e,4.321119933,11.17143186,15.34169858,60,0.354325878,-0.150526583,-0.495614611,0.154896664,0.047633777,-0.24203901,sp,cds
Jos,e,3.222694164,11.29209355,16.24608745,60,0.101618801,-0.371049701,-0.036271754,0.010112853,-0.256537998,-0.167524069,sp,cds
Jos,e,3.522269381,11.49867792,16.19215204,70,0.019729285,0.956204124,0.031081372,0.088360473,0.05798221,0.038584234,sp,cds
Jos,e,4.136047198,11.75204866,15.89715076,40,0.065514653,-0.337403137,0.006158274,0.046560035,0.26421627,0.020474954,sp,cds
Jos,e,6.413232514,13.72982087,14.92817455,330,0.421881163,-0.038845793000000003,-0.22593089,-0.312802407,0.142245242,-0.086485392,sp,cds
Jos,o,5.444314036,11.00453488,14.26087832,114.753,-0.04122613,1.222996422,0.241167631,-0.310229529,0.008875924,-0.136233394,sp,cds
Jos,e,5.2103929430000004,10.03151515,13.51333333,136.463,0.008451507,-0.733988244,-1.182098765,0.075759674,0.492083049,0.543451966,sp,cds
Jos,e,6.146819923,9.991221327,13.5288231,142.666,0.030902809,0.076092083,-0.128645071,-0.337252335,1.079632508,-0.087230138,sp,cds
Jos,a,6.939698197,12.21103079,16.15131843,65.13,-1.170315635,-0.320251261,0.233692712,-1.891051732,0.041313044,-0.258272371,sp,cds
Jos,o,6.53268696,8.545406682,15.16116801,178.288,0.541335608,0.205864176,-0.025819538,0.449626665,1.425592697,0.157713929,sp,cds
Jos,i,6.277106966,12.08561858,15.27526702,52.724,0.138003861,0.04616059,-0.263195781,0.225851257,0.911368271,-0.719408024,sp,cds
Jos,o,6.982313625,8.551390013,15.27065577,120,0.531596644,0.04798,0.086010502,0.133718469,2.421997694,0.134427009,sp,cds
Jos,o,5.75359375,9.045628075,15.36668744,101.68,2.09417059,0.062402268,-0.040645484,0.92640625,1.27700782,0.405894049,sp,cds
Jos,e,4.682137279,12.56358131,15.28217664,110,1.120511685,0.783470935,0.099874637,0.280377934,-0.071983305,-0.276066366,sp,cds
Jos,e,5.881086957,13.42589041,15.83938804,90,-0.141549898,-0.216399151,0.228951491,-0.370889328,-0.015741011,-0.56181685,sp,cds
Jos,i,5.460824089,12.05872801,14.63381206,53.5,0.233548448,-0.030723785,0.04404565,0.147421387,-0.054087967,-0.015507574,sp,cds
Jos,i,6.223664122,14.19175523,15.93598425,81.02,-0.346058308,-0.148322022,-0.136634241,-1.985442646,-0.100945677,-0.651506328,sp,cds
Jos,a,7.36437725,14.98429923,16.18827732,99.246,0.068336787,-0.729121244,0.058480139,-0.123362757,-6.626400181,-0.101798173,sp,cds
Jos,o,7.136976321,10.4189677,16.00877248,133.362,0.283076136,-0.332781706,0.74966174,0.193294145,0.118791434,-0.16938444,sp,cds
Jos,o,7.241014493,11.81603083,15.39832678,158.173,0.272885129,-0.36480094,-0.367947734,-0.272885129,-0.661995135,-0.282040394,sp,cds
Jos,o,3.67888172,12.2223221,14.98915342,148.869,0.029200411,0.319230442,0.368261471,0.038816863,0.989386433,0.875068586,sp,cds
Jos,e,5.591968504,13.39752881,15.58002036,120,0.638104868,-1.108417867,0.127879419,-0.247267309,1.542894155,0.927318302,sp,cds
Jos,e,4.726431501,12.67368203,16.19408829,30,1.096259087,1.199993667,0.305150186,-0.83569439,-6.573251923,-0.56634858,sp,cds
Jos,a,6.825131433,6.882583979,14.71582746,30,0.716954849,-1.614810268,-0.508502432,-0.655196492,-0.064658053,0.010170776,sp,cds
Jos,a,6.868252678,10.85657763,15.00852853,60,0.698317738,1.028550083,-0.34227014,0.296578169,1.003115011,0.131424832,sp,cds
Jos,o,5.656923077,8.228608726,14.98915342,90,0.505833411,-0.471063406,-0.16730721,-0.278911939,-0.043512307,0.327441618,sp,cds
Jos,a,7.39836148,11.90309166,16.11605416,40,0.122918442,0.171153671,1.064173817,-0.122918442,-0.103003477,-0.303703561,sp,cds
Jos,e,5.793606238,13.9245803,14.82922641,100,0.4155951,0.034959924,-1.003934623,0.055756126,0.399196723,0.839384251,sp,cds
