speaker,vowel,f1,f2,f3,duration,df1_off,df2_off,df3_off,df1_on,df2_on,df3_on,language,register
HS10,i,3.717698583,13.97953184,15.47440674,50,0.324283949,0.334203631,-0.957842131,-0.00969171,-0.181147037,0.092524958,sp,ads
HS10,o,4.927866721,8.587205387,14.4021519,39.213,0.625114734,0.584631474,-0.195411463,-0.157322308,0.559569963,0.072051651,sp,ads
HS10,a,6.450716981,11.57725797,15.83316103,70,0.490747917,-0.648823866,-0.366731542,-0.21940069,-0.908547338,-0.018725662,sp,ads
HS10,i,3.928830285,13.92748472,15.00127066,40,0.143522066,1.03199822,0.162071878,-0.047636764,0.0664269,0.255528166,sp,ads
HS10,e,5.227275641,12.65251037,15.3051462,76.744,0.084685134,-0.503713403,-0.1936474,-0.706116221,-1.124784377,-0.596958575,sp,ads
HS10,a,6.760089153,12.09328294,15.74097072,150,1.086991114,-0.087548831,-0.05467174,0.036188192,-0.073147252,0.106708456,sp,ads
HS10,i,3.232807018,14.65956656,16.53813867,67.03,0.548496286,0.398688247,-0.21201004,0.269733078,0.124568199,-1.08376702,sp,ads
HS10,a,7.432223816,12.45532228,15.8848269,117.231,0.485409983,0.121075999,0.035077003,-0.442825872,0.036275722,0.01027191,sp,ads
HS10,e,5.559337539,13.69977496,15.69852598,43.418,0.273184923,-0.322795604,0.731249335,-0.082029543,0.430490938,-0.002131213,sp,ads
HS10,a,6.650713485,12.07794595,15.97452834,70,1.222935707,0.015370188,-0.03424414,0.051194115,0.068756582,0.242737077,sp,ads
HS10,u,3.591053541,9.561069042,15.67503532,40,0.128074817,0.259291983,0.081958238,-1.066749743,0.659151007,-0.823395474,sp,ads
HS10,a,6.939698197,11.67938872,16.03280811,230.802,4.697941563,2.09706905,2.457740414,0.328869097,0.024300601,-0.086652753,sp,ads
HS10,e,5.559337539,13.52572816,15.49436782,200.261,0.631470819,0.626833325,-0.103054424,-0.332061898,0.349267123,0.10522568,sp,ads
HS10,i,4.051742809,14.67240115,15.58002036,110,-0.38802444,0.028273602,-0.015229739,-0.161005698,-0.340468452,-0.121190049,sp,ads
HS10,a,7.150913724,12.64543851,15.52967267,88.85,-0.062467989,0.502538317,0.030879069,-1.309497933,0.582499895,0.002198881,sp,ads
HS10,a,5.889002716,12.94642984,16.14741226,78.075,0.272628355,0.033919029,-0.379878011,0.086669618,-0.601089082,0.079478878,sp,ads
HS10,e,5.608245476,13.89254125,15.96441303,59.568,0.106260502,0.241140149,-0.768421267,0.169374501,0.602843361,0.00809383,sp,ads
