speaker,vowel,f1,f2,f3,duration,df1_off,df2_off,df3_off,df1_on,df2_on,df3_on,language,register
s01,iy,6.007006173,14.87644097,16.50370233,62.38,0.173543138,-0.032080993,16.83131448,-0.181502086,-0.242628915,-0.038345583,en,ads
s01,ah,6.115917114,13.58120831,16.14154737,74.585,-0.461195747,0.424984537,16.49278891,-0.483304148,0.629981397,0.251792239,en,ads
s01,ah,5.944241486,12.0278709,15.864222,38.649,0.776173989,0.596020092,16.23875737,-0.023637069,0.37634352,0.148564243,en,ads
s01,ah,5.936368564,11.77210381,16.0825228,51.531,0.827843181,-0.957715685,16.43952067,1.074251165,-0.915526176,-0.343666233,en,ads
s01,ih,5.991351351,13.96511835,16.29755319,136.287,0.563573574,0.695170343,16.64725991,-0.383105875,0.043139473,0.114352912,en,ads
s01,ah,6.238962624,10.82027655,15.2798744,91.633,-0.091303132,-0.959833823,15.64970199,1.380668058,0.081438403,0.011501595,en,ads
s01,ah,5.286152617,11.18445274,15.28447792,30,-0.483464869,-0.179963947,15.65992506,-0.419192552,-0.126816591,-0.348951154,en,ads
s01,ah,3.649681309,13.19217933,14.19453542,31.19,-0.087375748,-0.224271101,14.54226521,-0.569504709,-0.525547203,0.329849369,en,ads
s01,ih,3.383442266,13.93328947,13.94777752,97.639,-0.687090279,4.54419272,14.34996038,0.78986863,-0.061223358,2.182019663,en,ads
s01,iy,3.462978723,14.72853814,15.81651932,136.286,0.280824877,-0.304115969,16.14245917,1.121067519,-1.068038621,-0.771841102,en,ads
s01,iy,3.121075364,14.83919878,15.8248468,54.921,-0.091497068,0.039994062,16.15393185,0.081366446,0.140242079,-0.179859952,en,ads
s01,ah,8.178863245,13.40068627,15.89304606,114.589,3.338112531,-0.072196982,16.24001441,-1.339336793,-0.127517958,0.199361854,en,ads
s01,ih,6.115917114,14.36984587,16.25374547,105.57,0.589313639,0.128242209,16.59034594,-0.548412187,0.138738355,-0.327952365,en,ads
s01,ah,4.840750714,11.20610442,15.40283171,80,0.704703516,-1.91726063,15.75451675,-0.21200741,-1.757494552,0.250757772,en,ads
s01,ah,6.315106383,12.21856034,16.7484201,18.307,-0.022730429,-0.026290085,17.11196793,0.083092633,-0.060463057,0.055006412,en,ads
s01,ah,4.840750714,11.84384615,15.40508278,40.682,-0.960839309,-0.490400131,15.76742299,0.984753373,0.367184636,0.722753385,en,ads
s01,ah,5.624496855,9.99626898,16.3933396,49.497,-0.177093168,-0.649217482,16.77851117,-0.155427548,-0.040469043,0.086660395,en,ads
s01,ah,7.526395432,13.29887352,16.60450746,96.961,0.780819224,-0.406922127,16.94833362,-0.636653734,-0.074177866,-0.174104458,en,ads
s01,iy,3.957315208,15.19166913,16.35224636,137.642,0.288158582,2.357830848,16.70783978,1.185275299,-0.53724435,0.022456747,en,ads
s01,eh,4.439767249,12.47348397,14.74375412,84.755,-0.383474891,0.334388171,15.10873069,-0.378625599,-0.892113343,0.115337385,en,ads
s01,iy,5.542983425,14.87148936,16.56335799,187.818,-0.089629541,-0.24479702,16.88817127,0.361832395,-0.31563037,-0.068758361,en,ads
s01,eh,6.953924237,13.29245675,15.83523753,82.043,1.144356648,-0.297951367,16.18062027,0.120081611,-0.113329348,0.061913233,en,ads
s01,ih,5.920604417,12.30085661,16.40819838,94.926,-1.327305761,0.961885897,16.78398959,-0.150986931,0.994809315,0.022204615,en,ads
s01,ah,7.316593288,12.86815722,15.90944543,57.634,0.305973559,0.124375667,16.26625478,-0.769075451,-0.134844514,-0.153699387,en,ads
s01,eh,7.432223816,13.16932136,15.35988362,60.346,0.456999716,-0.039136354,15.7104202,-0.407482153,-0.185778847,0.141121504,en,ads
s01,ih,5.705371966,14.04824953,16.26902648,84.779,0.129706087,-0.025571604,16.60788918,0.254597099,0.056680957,-0.162811573,en,ads
s01,ah,5.745572489,12.02400434,15.78097902,46.861,-0.316035822,-0.220846087,16.14452685,-0.112959523,0.653199905,-0.002098126,en,ads
s01,ih,4.971159773,13.12336505,14.88138829,37.97,0.104199708,0.358694266,15.23791558,-0.38711353,0.072073199,-1.000538829,en,ads
s01,iy,3.192302285,12.88866463,15.4987936,33.902,-0.020270147,1.356798223,15.87197679,-0.700260637,0.771834892,0.050636665,en,ads
s01,ah,5.35303863,11.67533074,16.12194858,27.8,0.564899571,0.028469141,16.49357724,0.432577595,-0.193303141,-0.017703808,en,ads
s01,ah,7.526395432,11.85969265,15.75785342,51.531,1.425965324,0.075582301,16.12762696,-2.257031178,-0.727458572,0.124916659,en,ads
s01,ih,4.421597338,14.39677974,14.64412755,91.535,0.64592282,0.478012389,14.98508119,-0.211147947,-0.405741384,1.176557167,en,ads
s01,iy,3.814159897,14.64155039,15.86628617,94.248,0.571248893,-0.333027926,16.19300839,0.850208675,-0.866928779,-1.0997831,en,ads
s01,ah,5.501984974,12.63127273,16.10818428,48.141,0.182335991,0.049812873,16.46718554,0.081835427,-0.360230339,0.05288639,en,ads
s01,ah,4.840750714,12.81661286,15.58437614,40.381,0.2836114,0.072831306,15.94118549,-0.158613435,0.385338358,0.269512744,en,ads
s01,ah,4.735268553,12.99698686,15.58655271,42.039,0.854075032,-0.036832151,15.93944642,-0.268303007,-0.17692538,-0.154529585,en,ads
s01,eh,5.394626391,11.46951522,14.1778351,78.418,-0.172878536,-0.616103365,14.5435342,-0.184233448,-0.617465895,-0.64282661,en,ads
s01,ah,7.526395432,12.98354251,15.58437614,43.495,0.636653734,0.944084516,15.95069896,-1.158331771,-0.656702361,0.045522517,en,ads
s01,ah,4.962515213,10.2349313,14.60534992,40.004,0.156810268,-0.644248069,14.98735972,-0.948447416,-0.188357309,0.236339238,en,ads
s01,iy,4.971159773,14.0425524,15.98462382,56.956,1.166608875,0.547856535,16.33129787,-0.44099421,-0.513729298,0.224927728,en,ads
s01,ah,3.462978723,11.63462653,15.33486357,23.054,-0.049430289,-0.23297632,15.7035087,0.351181174,-0.308411393,-0.387104243,en,ads
s01,iy,3.737057057,14.0425524,15.84767917,50.579,0.393591322,0.919187351,16.19936421,0.086703627,-0.223448771,0.078113929,en,ads
s01,eh,3.600845921,11.83193841,15.44990932,31.868,-0.058577238,0.416888906,15.82467185,3.473159927,1.015648501,0.389478723,en,ads
s01,ah,4.357763872,12.41153866,15.37574601,59.668,0.805964564,0.084698516,15.73818626,-0.553212973,-0.280057781,0.116407557,en,ads
s01,ah,3.462978723,10.84298472,14.90606061,56.099,-0.399103188,-0.410535436,15.2830073,-1.232223575,0.125943015,0.332207938,en,ads
s01,ah,5.361369427,11.73596457,15.29137599,29.156,0.912528546,0.577576083,15.6696092,-0.723708801,0.429719016,0.477001682,en,ads
s01,ih,5.386322068,13.70880383,15.82068471,58.311,0.303417671,0.161442548,16.16664821,-0.77543547,0.13094996,-0.096650965,en,ads
s01,ih,4.805704945,12.99698686,16.21919204,27.122,0.320644804,0.020176729,16.57285531,0.113482047,0.09335451,-0.220467715,en,ads
s01,iy,5.551163708,13.70278602,16.04278979,67.804,-0.250426315,0.003011064,16.38669717,-0.985048006,-0.7327151,-0.510918243,en,ads
s01,ah,4.814477124,12.34534076,15.34169858,41.36,0.548553371,0.597309785,15.71195976,0.148038089,0.321291366,0.218676772,en,ads
s01,ah,6.846715976,12.01626493,16.04677702,207.482,-0.524467903,0.914658921,16.42577818,1.394286427,0.572333299,0.071242705,en,ads
s01,ah,6.420740741,13.32128237,16.43224888,63.058,0.445068407,-0.00319495,16.78121973,0.29574474,-0.22432301,-0.174678782,en,ads
s01,ah,5.983514871,10.38057489,14.14709767,40.005,-0.504545393,-2.905458744,14.49658731,-0.655508491,2.801817935,0.432256596,en,ads
