speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register
Jos,a,863,1846,3032,110,-68,-44,17,35,73,20,sp,ids
Jos,i,239,2125,3046,30,20,33,-255,-1870,-976,-1066,sp,ids
Jos,a,905,2181,2889,30,-27,-155,-340,32,128,-74,sp,ids
Jos,i,644,2233,3215,40,-167,-200,-169,-74,-31,-50,sp,ids
Jos,a,800,1989,3069,30,21,90,-37,79,49,-5,sp,ids
Jos,e,351,1871,3014,30,26,87,-23,29,125,-163,sp,ids
Jos,e,722,2053,3011,190,-88,235,50,325,415,385,sp,ids
Jos,o,1051,1930,3021,30,-86,-328,-249,-51,-92,-91,sp,ids
Jos,a,752,1672,2812,90,-43,54,282,63,188,614,sp,ids
Jos,e,519,1556,3108,30,-62,-497,-160,-112,-311,-38,sp,ids
Jos,u,674,2949,3958,90,-162,-2250,-1196,43,80,272,sp,ids
Jos,e,556,2296,2968,160,41,-274,-107,-5,71,-71,sp,ids
Jos,e,559,2319,3032,43.42,-19,-26,-60,-12,-21,-74,sp,ids
Jos,i,448,2457,3275,139.564,39,119,13,-1379,-319,-592,sp,ids
Jos,o,942,2210,3478,74.434,-16,-453,-489,17,569,702,sp,ids
Jos,e,542,1745,2289,65.13,-43,106,241,107,-567,-1006,sp,ids
Jos,i,497,1314,2546,89.942,4,1216,838,201,-153,-119,sp,ids
Jos,o,1169,1516,3057,96.144,-390,129,214,191,-443,301,sp,ids
Jos,o,622,1168,3319,108.55,91,443,-325,348,-515,86,sp,ids
Jos,e,670,2296,3081,173.68,-24,-217,-3,72,-14,76,sp,ids
Jos,o,649,1695,3037,96.144,-71,-645,-8,291,-41,-175,sp,ids
Jos,e,697,2374,3126,421.795,-76,-71,14,227,18,-57,sp,ids
Jos,e,632,2077,3207,58.927,-52,103,103,82,158,-6,sp,ids
Jos,a,729,1800,3132,90,-27,35,-25,116,-288,40,sp,ids
Jos,e,550,2374,3024,100,15,-97,-90,160,228,103,sp,ids
Jos,o,547,1244,2570,180,-24,101,97,-51,8,-244,sp,ids
Jos,e,604,2193,3000,40,5,80,87,54,258,-92,sp,ids
Jos,o,583,916,2725,80,18,696,379,170,42,95,sp,ids
Jos,u,338,859,2683,30,-2,12,-42,-4,-6,-24,sp,ids
Jos,e,548,2179,3068,130,8,-157,-206,47,5,-135,sp,ids
Jos,o,745,1862,3021,30,-47,111,31,-22,59,44,sp,ids
Jos,a,562,1369,2280,110,-7,23,365,91,86,-156,sp,ids
Jos,a,404,1969,3559,30,37,53,-186,85,160,472,sp,ids
Jos,o,554,823,2644,70,-46,78,-10,111,59,-115,sp,ids
Jos,o,643,1683,3082,40,36,27,-43,83,16,-112,sp,ids
Jos,i,378,2081,3648,30,40,-86,-136,56,33,-20,sp,ids
Jos,e,691,1988,2940,30,70,-21,99,75,-20,80,sp,ids
Jos,e,528,1905,3515,60,-19,49,364,44,116,-623,sp,ids
Jos,e,645,1869,2603,130,-20,36,94,30,92,-323,sp,ids
Jos,o,589,1662,2533,30,-8,37,146,-228,63,77,sp,ids
Jos,a,675,1378,2822,80,5,12,-51,40,173,141,sp,ids
Jos,a,726,830,2746,100,-40,139,60,241,-12,-40,sp,ids
Jos,e,609,2341,3174,300,-32,-28,69,9,12,-464,sp,ids
Jos,e,506,2102,2429,280,242,-298,132,-52,-320,-607,sp,ids
Jos,e,644,2325,3156,300,-49,-1297,-837,-67,1319,1107,sp,ids
Jos,o,710,1150,2640,360,-60,61,-455,41,-40,-406,sp,ids
Jos,a,808,1304,2223,260,36,298,298,220,293,-297,sp,ids
Jos,a,1044,1604,2520,110,-131,-166,-85,-154,-139,-69,sp,ids
Jos,e,558,2081,2178,90,50,-308,357,250,165,-1264,sp,ids
Jos,e,506,1481,2015,50,3,433,1600,44,-477,-1559,sp,ids
Jos,o,422,2222,2716,30,17,-71,248,-5,-340,-37,sp,ids
Jos,u,416,1322,2867,50,6,362,138,79,-323,-63,sp,ids
Jos,e,562,1709,2938,90,36,176,-139,79,-153,-17,sp,ids
Jos,o,267,1788,3074,60,65,-117,-127,10,-25,-8,sp,ids
Jos,a,901,1500,3157,90,-17,167,100,415,365,1045,sp,ids
Jos,e,608,1986,2992,30,-34,-275,-541,28,-125,-322,sp,ids
Jos,u,595,2142,3206,7.969,-5,7,47,-3,2,29,sp,ids
Jos,e,566,2281,3270,10.08,17,-17,-29,29,-12,-17,sp,ids
Jos,e,479,960,2714,200,15,50,-6,20,-50,65,sp,ids
Jos,e,478,1021,3002,190,-21,488,-197,-1109,-1795,-767,sp,ids
Jos,o,820,1266,3885,130,-115,-160,-421,237,360,2403,sp,ids
Jos,a,598,1137,2281,220,-70,41,53,-60,-598,-1060,sp,ids
Jos,o,488,1204,2207,130,-3,-283,102,59,294,-675,sp,ids
Jos,e,466,1044,2299,40,-4,737,181,-88,5,140,sp,ids
Jos,a,622,816,2106,120,-44,122,111,151,-173,20,sp,ids
Jos,o,679,914,1587,207.184,80,637,2507,15,-565,-1868,sp,ids
Jos,o,452,1322,2266,266.889,32,-20,-559,11,-12,-537,sp,ids
Jos,o,757,1390,3691,110,-35,-260,267,299,-98,817,sp,ids
Jos,e,461,964,2528,103.898,-19,1471,1613,2,-186,-62,sp,ids
Jos,o,495,1079,2097,159.579,-17,75,-31,-66,-113,353,sp,ids
Jos,a,507,1513,1717,583.748,-7,-405,491,41,22,-513,sp,ids
Jos,u,438,959,2672,92.069,0.7,35,-26,13,-285,-292,sp,ids
Jos,o,340,823,2759,330,38,235,0.8,45,102,-90,sp,ids
Jos,a,814,1847,2217,114.605,19,100,915,-47,-254,-648,sp,ids
Jos,a,808,1545,3105,50,-3,-39,-425,71,-20,-3,sp,ids
Jos,a,609,1839,3368,30,51,-50,-95,266,73,251,sp,ids
Jos,o,367,1279,2347,50,547,125,829,31,255,-547,sp,ids
Jos,e,375,1659,2990,70,129,190,172,-41,140,72,sp,ids
Jos,e,645,1927,2946,30,-25,5,49,-15,-18,38,sp,ids
Jos,e,438,1920,3058,30,74,7,-23,59,352,250,sp,ids
Jos,i,399,2070,3053,30,15,130,-38,47,325,-45,sp,ids
Jos,i,632,1051,2770,322.28,-191,389,266,-33,-302,31,sp,ids
Jos,a,895,1505,2632,339.54,-65,-180,49,19,18,-201,sp,ids
Jos,e,668,1728,2894,87.615,-39,4,-63,-117,196,48,sp,ids
Jos,e,709,1723,2649,486.925,251,1288,724,107,82,-481,sp,ids
Jos,a,574,1018,2492,474.519,109,532,-231,144,100,-61,sp,ids
Jos,e,499,1971,2618,89.942,9,-7,64,54,-37,-575,sp,ids
Jos,e,506,2030,2777,77.536,-14,-43,-62,115,178,55,sp,ids
Jos,i,632,2421,3144,204.695,9,96,-49,64,-91,216,sp,ids
Jos,a,936,1591,2638,490,123,293,-25,-127,-162,-320,sp,ids
Jos,i,553,2029,2632,30,-49,-236,-37,-21,-1,-131,sp,ids
Jos,a,792,1836,3151,90,-232,-16,-957,141,71,255,sp,ids
Jos,o,709,1418,3059,90,41,130,-20,321,131,154,sp,ids
Jos,o,868,875,3171,170,-370,415,-896,384,-53,135,sp,ids
Jos,o,627,1114,2613,120,-109,-336,440,209,-235,-916,sp,ids
Jos,i,343,1797,2659,110,6,-39,55,2,291,-28,sp,ids
Jos,i,518,1544,2649,30,-19,-130,-272,-7,58,-294,sp,ids
Jos,a,587,1104,2136,210,-3,97,741,-122,-541,308,sp,ids
Jos,i,297,2023,2843,40,774,67,18,-76,102,24,sp,ids
Jos,a,945,2849,3251,170,-327,-554,-84,21,1003,392,sp,ids
Jos,a,927,1764,2131,46.521,-6,20,1238,-18,6,-1255,sp,ids
Jos,a,914,1342,1954,83.739,-67,-221,-139,-19,-23,-14,sp,ids
Jos,o,594,1448,2364,96.144,46,-374,-12,152,153,-379,sp,ids
Jos,a,580,2046,2597,74.434,7,-189,117,40,-416,-33,sp,ids
Jos,e,740,2387,3003,243.462,5,-6,114,2,63,17,sp,ids
Jos,e,726,2446,3067,167.477,-11,-48,-2,59,228,22,sp,ids
Jos,e,642,2480,3267,217.1,-72,-142,98,-36,11,-14,sp,ids
Jos,o,566,1113,2648,155.072,70,-138,6,236,-92,-10,sp,ids
Jos,e,623,2754,3301,583.069,134,-1112,-681,37,-163,-127,sp,ids
Jos,a,794,1603,2628,70,-5,264,485,91,257,-4,sp,ids
Jos,e,729,1831,2121,160,-71,-79,38,121,191,-72,sp,ids
Jos,i,587,2828,3657,89.942,-118,181,19,-86,279,40,sp,ids
Jos,a,837,1856,3067,58.927,-49,91,3,66,-85,-155,sp,ids
Jos,i,579,2462,3481,72.108,-2,132,233,54,138,-127,sp,ids
Jos,a,592,2182,3077,71.333,47,-189,15,122,111,-34,sp,ids
Jos,i,451,2645,2937,90.717,9,217,0.3,26,209,-513,sp,ids
Jos,e,647,2101,3091,63.579,-73,151,251,-38,16,-220,sp,ids
Jos,a,937,1474,2751,350,-50,-58,46,-15,-38,-453,sp,ids
Jos,a,837,1835,3049,130,-47,-643,-45,-151,740,-272,sp,ids
Jos,e,546,2000,2965,30,5,219,151,12,84,54,sp,ids
Jos,e,593,1112,2718,30,38,-63,24,19,58,-25,sp,ids
Jos,a,825,1347,2756,120,-5,177,328,163,369,19,sp,ids
Jos,a,939,1437,2438,80,-104,-140,114,-146,-193,-1257,sp,ids
Jos,e,684,2378,3248,71.333,-56,-40,20,-21,30,-25,sp,ids
Jos,a,957,1528,2357,210,36,-56,-2,189,218,-149,sp,ids
Jos,a,1197,2409,4091,100,-38,-691,-1755,111,626,1081,sp,ids
Mad,a,740,1596,2947,50,76,-105,-152,61,-73,27,sp,ids
Mad,e,546,2008,2779,50,5,9,-11,-3,25,-73,sp,ids
Mad,o,622,1317,2798,80,2,135,-0.6,32,42,-51,sp,ids
Mad,a,725,1628,2463,110,-101,-63,266,54,137,137,sp,ids
Mad,e,616,2118,2807,120,-50,-165,-138,-83,26,-132,sp,ids
Mad,e,529,2216,2827,150,12,-68,6,103,960,326,sp,ids
Mad,a,739,1617,2334,70,15,12,126,51,32,90,sp,ids
Mad,u,543,978,3097,40,-18,-9,12,-5,5,5,sp,ids
Mad,o,715,874,2212,130,-132,244,588,8,-1328,-1516,sp,ids
Mad,u,431,1118,2796,80,31,130,-71,-472,-1531,-1123,sp,ids
Mad,a,802,1181,2245,170,59,126,176,367,-205,-117,sp,ids
Mad,e,530,1940,2813,70,88,32,29,60,115,56,sp,ids
Mad,a,1024,2267,3310,30,-42,-85,-83,607,449,835,sp,ids
Mad,e,464,1455,2961,40,-37,-35,-105,-0.8,104,94,sp,ids
Mad,a,832,1230,2234,90,-57,-22,-78,83,135,91,sp,ids
Mad,a,862,1470,3331,240,13,2,-976,-54,-292,299,sp,ids
Mad,a,844,1244,2243,90,-6,10,-85,-82,-752,-1255,sp,ids
Mad,a,876,1460,3408,300,10,29,-932,-17,277,516,sp,ids
Mad,i,420,1387,2595,110,106,1102,521,-83,-884,-46,sp,ids
Mad,a,1017,1881,2588,120,-452,17,239,-2,123,-176,sp,ids
Mad,a,774,1342,2661,90,6,18,-51,74,209,12,sp,ids
Mad,a,937,1705,2770,140,-141,-262,-107,107,-81,-152,sp,ids
Mad,o,662,1358,2951,60,-31,0,-8,44,46,92,sp,ids
Mad,e,576,1535,2902,30,-64,-87,-54,-39,-37,-50,sp,ids
Mad,e,621,1685,2997,50,23,-49,-15,103,64,-32,sp,ids
Mad,a,696,1810,2927,60,-5,-11,85,47,7,-37,sp,ids
Mad,e,579,1751,2972,40,30,15,16,46,27,-26,sp,ids
Mad,a,824,1257,2590,70,-33,-13,48,62,29,-2,sp,ids
Mad,a,947,1722,2906,150,-23,-212,-264,20,-61,-378,sp,ids
Mad,i,626,2770,3053,120,13,-145,-63,73,45,58,sp,ids
Mad,a,839,1831,2827,120,-55,147,139,-57,19,-16,sp,ids
Mad,i,674,2703,3107,100,-19,-11,-8,17,29,76,sp,ids
Mad,a,810,1831,3053,100,-114,77,-16,-27,-211,-214,sp,ids
Mad,u,487,1108,2928,50,-13,13,31,80,265,55,sp,ids
Mad,a,729,1230,2574,130,-7,73,75,-8,48,-279,sp,ids
Mad,a,850,1503,2680,200,-4,-168,-52,-308,-443,-690,sp,ids
Mad,a,920,1717,2938,180,-6,234,204,93,321,-6,sp,ids
Mad,i,411,2607,3341,50,7,275,1160,-2,392,-73,sp,ids
Mad,e,550,2438,3405,70,-65,62,-136,-57,115,-37,sp,ids
Mad,e,582,2298,3304,30,62,53,22,123,69,242,sp,ids
Mad,e,605,2133,3266,160,0.9,-27,-163,108,381,326,sp,ids
Mad,o,684,872,2418,280,-22,237,448,232,-909,-786,sp,ids
Mad,a,835,1322,3026,610,16,108,-248,272,292,54,sp,ids
Mad,e,607,2265,2792,150,-116,-105,-236,-54,-93,15,sp,ids
Mad,e,421,1610,2850,40,19,-219,-217,-7,-180,-99,sp,ids
Mad,e,649,2283,3343,280,-153,-1293,-227,102,1187,688,sp,ids
Mad,o,578,1215,2847,210,67,158,140,40,453,332,sp,ids
Mad,u,417,1543,3129,50,35,988,493,46,-910,-557,sp,ids
Mad,e,550,2110,2851,120,14,-164,-230,74,48,-30,sp,ids
Mad,a,879,1612,2714,240,-95,109,79,-10,-82,-251,sp,ids
Mad,o,562,810,2401,230,-31,408,483,29,-1582,-1335,sp,ids
Mad,e,525,2235,2582,140,-70,-178,48,-44,-70,-602,sp,ids
Mad,e,408,2064,2740,30,52,107,1287,38,225,-143,sp,ids
Mad,e,594,2222,2928,210,34,49,-77,80,108,446,sp,ids
Mad,o,535,1144,2849,150,-6,122,-12,-7,-78,94,sp,ids
Mad,e,571,2144,2991,210,71,-8,-252,65,553,422,sp,ids
Mad,i,427,2911,3268,100,89,-141,12,2,311,-29,sp,ids
Mad,a,908,2022,3049,140,-89,42,333,304,278,33,sp,ids
Mad,u,462,1042,3131,50,-29,131,96,4,-187,19,sp,ids
Mad,o,632,1165,2819,140,-42,104,63,157,20,230,sp,ids
Mad,o,540,1087,2904,100,-23,-5,173,139,-121,-70,sp,ids
Mad,u,633,2059,3245,210,-72,-1356,-319,-46,1027,423,sp,ids
Mad,o,656,1012,2711,150,-10,470,485,100,57,240,sp,ids
Mad,o,503,1121,2418,190,60,-23,149,35,-119,234,sp,ids
Mad,o,551,985,2961,190,-15,181,192,16,-118,130,sp,ids
Mad,o,579,1068,2657,130,-28,32,199,-8,226,-169,sp,ids
Mad,o,471,1036,2853,60,27,27,-101,82,-418,-227,sp,ids
Mad,u,466,1475,2717,60,6,86,103,26,15,32,sp,ids
Mad,e,468,1723,2793,40,93,75,74,10,168,30,sp,ids
Mad,o,503,1175,2792,70,21,76,30,63,-1555,-1032,sp,ids
Mad,o,663,1143,2908,100,-83,122,-19,11,119,189,sp,ids
Mad,a,786,1231,2433,100,-34,960,1485,120,-144,137,sp,ids
Mad,a,798,1635,2531,200,-81,116,185,28,-22,-66,sp,ids
Mad,a,570,1678,2723,70,39,112,6,62,133,101,sp,ids
Mad,a,727,2326,2828,114.753,-54,-78,484,-15,119,-355,sp,ids
Mad,e,476,2131,2907,183.852,1144,447,1327,126,178,-271,sp,ids
Mad,o,482,1444,2719,70,8,217,363,105,-236,-292,sp,ids
Mad,e,592,2028,3227,60,65,86,-171,149,-39,-48,sp,ids
Mad,e,546,2190,2838,70,-8,338,252,-25,323,-160,sp,ids
Mad,o,751,1822,3294,230,-221,-845,-601,353,1021,733,sp,ids
Mad,i,567,2931,3864,90,0.8,-178,-98,131,520,350,sp,ids
Mad,o,590,1454,3137,70,17,29,59,68,30,84,sp,ids
Mad,e,578,2394,3064,50,-32,75,-63,-18,135,243,sp,ids
Mad,e,713,1857,2041,90,-78,-99,632,107,-104,-1351,sp,ids
Mad,o,548,1563,3004,60,96,55,35,189,71,-167,sp,ids
Mad,u,542,1145,3120,60,-34,-17,-46,39,-11,-45,sp,ids
Mad,e,483,2253,2745,100,-14,305,23,25,66,-155,sp,ids
Mad,e,473,1827,2906,30,25,-8,-95,15,-4,-114,sp,ids
Mad,o,482,1644,2910,30,15,-116,-165,22,-26,-114,sp,ids
Mad,e,514,2332,3001,50,-6,144,139,5,346,-26,sp,ids
Mad,i,432,2244,2998,40,-13,371,197,-4,99,-12,sp,ids
Mad,a,824,1912,2446,60,-77,115,535,-78,3,-212,sp,ids
Mad,o,481,1265,3044,80,12,-24,-12,21,-364,54,sp,ids
Mad,e,545,2012,2807,120,-5,-57,23,25,167,-116,sp,ids
Mad,o,568,1153,2974,50,8,-11,83,-0.8,-122,-3,sp,ids
Mad,e,516,1558,2953,50,22,47,8,25,20,-16,sp,ids
Mad,u,489,1065,3210,50,-2,-27,-24,5,-102,54,sp,ids
Mad,e,639,2242,2957,50,17,-29,11,129,-201,-215,sp,ids
Mad,a,743,1769,2592,161.274,-461,176,713,221,-386,-204,sp,ids
Mad,i,506,2564,3371,30,6,16,83,9,44,246,sp,ids
Mad,e,465,2130,3077,30,14,226,-24,15,149,-1,sp,ids
Mad,a,728,1880,2844,50,-42,-101,-132,100,3,14,sp,ids
Mad,a,706,1963,2889,71.333,-4,-8,23,96,-22,-357,sp,ids
Mad,i,474,2843,3060,80,32,33,624,47,1425,204,sp,ids
Mad,o,621,1351,2911,50,-10,1,5,-5,-4,30,sp,ids
Mad,e,664,2061,2896,158.173,145,-103,26,-17,60,-47,sp,ids
Mad,u,479,1134,2411,102.347,518,1056,1184,65,-1156,-924,sp,ids
Mad,a,761,1666,2787,80.637,5,-13,103,168,93,-29,sp,ids
Mad,a,858,1664,2702,227.195,-298,-210,-29,-19,-27,120,sp,ids
Mad,a,362,1734,2735,186.086,402,-9,-574,-1297,-576,-280,sp,ids
Mad,i,492,1760,2445,30,17,21,28,24,25,3,sp,ids
Mad,i,548,2083,2764,80,9,-69,-30,19,1,59,sp,ids
Mad,i,462,1685,2447,30,16,-35,-28,2,-329,-591,sp,ids
Mad,i,543,1754,2501,30,-27,-26,-42,-9,-40,-43,sp,ids
Mad,i,463,739,2928,145.767,-42,581,-147,-16,-1155,-496,sp,ids
Mad,u,356,2048,3316,71.333,862,575,325,-76,-146,-335,sp,ids
Mad,a,596,1543,2542,178.747,236,241,358,-2,-92,37,sp,ids
Mad,a,816,1520,2353,110,-78,33,84,12,-76,-74,sp,ids
Mad,a,683,2009,2810,120,-163,-220,-449,116,-374,51,sp,ids
Mad,e,518,2058,2879,80,30,-181,-32,69,253,164,sp,ids
Mad,e,532,1664,2716,70,27,44,20,33,46,67,sp,ids
Mad,e,484,1810,2572,90,47,-17,50,67,-30,-99,sp,ids
Mad,o,587,1180,2432,60,1,15,12,81,-117,16,sp,ids
Mad,e,557,1788,3034,80,-12,-57,-784,55,55,148,sp,ids
Mad,o,502,1272,2897,40,-9,161,-111,5,-249,-84,sp,ids
Mad,o,575,1036,2776,90,-30,161,31,54,33,-74,sp,ids
Mad,o,508,1210,2850,50,-1,-33,33,2,-238,-25,sp,ids
Mad,a,691,1455,2567,70,-30,-2,43,-53,-355,-460,sp,ids
Mad,a,850,1710,2864,130,-57,23,-117,62,33,291,sp,ids
Mad,e,504,1867,2875,40,0.04,74,7,12,-15,-64,sp,ids
Mad,a,834,1520,2608,173.68,41,-476,34,186,97,-125,sp,ids
Mad,o,461,1909,2936,30,2,-127,43,2,-100,19,sp,ids
Mad,e,571,1834,2846,110,-36,-4,39,-4,157,89,sp,ids
Mad,a,813,1491,2666,417.635,-40,-32,172,-65,-16,-154,sp,ids
Mad,i,414,1980,3101,133.009,-17,899,471,0.1,-355,-99,sp,ids
Mad,a,803,1515,2060,173.68,15,65,-15,70,8,-286,sp,ids
Mad,e,475,2107,2749,291.535,53,-26,-0.4,36,174,195,sp,ids
Mad,e,457,2232,2439,219.745,-2,-616,38,80,240,-200,sp,ids
Mad,e,731,2123,3027,30,-7,-6,-237,-379,-122,-407,sp,ids
Mad,e,451,2365,2814,280,7,-146,-51,-4,132,49,sp,ids
Mad,o,511,1223,2804,90,12,115,29,1,97,17,sp,ids
Mad,e,441,2029,2750,127.159,7,96,-27,61,75,-320,sp,ids
Mad,i,467,2851,3222,165.498,-21,-27,-92,118,967,272,sp,ids
Mad,o,670,1365,3012,140,-12,-44,-14,15,-31,-20,sp,ids
Mad,a,652,1510,2366,110,6,238,263,116,206,-36,sp,ids
Mad,a,872,1669,2567,160,-83,37,95,8,25,-139,sp,ids
Mad,o,478,2137,2681,40,22,27,490,69,-59,-202,sp,ids
Mad,e,487,2299,2852,90,15,-281,23,-65,171,458,sp,ids
Mad,o,664,1269,3059,130,-82,-89,-101,111,207,334,sp,ids
Mad,u,577,1033,3251,110,27,21,-26,78,194,191,sp,ids
Mad,a,986,1933,2765,150,-217,-123,198,410,726,119,sp,ids
Mad,e,562,1873,2770,110,38,8,-43,38,18,-204,sp,ids
Mad,a,603,1196,2799,60,14,62,31,59,-55,-85,sp,ids
Mad,o,617,1143,2734,60,-33,-60,63,0.3,-20,22,sp,ids
Mad,e,663,1646,2920,50,-11,-66,3,36,-39,18,sp,ids
Mad,a,902,1714,2628,200,-36,100,386,30,-178,-90,sp,ids
Mad,i,471,1874,2766,60,-2,-335,50,-839,-506,-966,sp,ids
Mad,e,568,1066,2975,80,-6,582,-153,26,-94,111,sp,ids
Mad,o,631,1237,2720,90,-40,-175,164,-22,-676,-157,sp,ids
Mad,e,610,1806,3085,90,-17,73,-45,19,33,446,sp,ids
Mad,e,653,1968,3121,100,-139,-103,-827,33,101,-154,sp,ids
Mad,u,459,981,3317,60,29,-9,51,-23,-5,-27,sp,ids
Mad,e,520,2223,2742,120,-29,103,132,-36,-117,91,sp,ids
Mad,e,540,2076,2674,130,96,-80,-51,68,176,-38,sp,ids
Mad,a,615,1422,2879,60,0.03,8,-20,49,119,45,sp,ids
Mad,a,649,1686,2884,90,-7,175,-83,118,108,-0.2,sp,ids
Mad,e,594,1886,2954,90,-24,-7,-26,-9,69,70,sp,ids
Mad,a,762,1531,2846,120,-16,48,42,123,211,-38,sp,ids
Mad,a,787,1481,2580,110,-47,-242,-6,72,-163,-205,sp,ids
Mad,e,532,1905,3024,170,-23,-12,-305,77,164,512,sp,ids
Mad,o,503,1078,3095,60,10,20,-64,-61,-292,-328,sp,ids
Mad,e,526,2193,2703,50,-35,45,65,-17,10,37,sp,ids
Mad,a,752,1182,2982,620.287,-8,-157,-67,46,-99,83,sp,ids
Mad,a,821,1321,2853,680,61,209,-157,65,22,-71,sp,ids
Mad,e,531,1942,2739,140,-15,453,-212,7,690,30,sp,ids
Mad,o,485,843,2547,450,140,590,80,-78,164,-530,sp,ids
Mad,i,592,2201,2966,30,23,215,-26,140,-124,-44,sp,ids
Mad,a,732,1551,2922,80,-61,-31,-15,82,170,-14,sp,ids
Mad,a,656,1878,2821,100,8,58,29,46,29,-69,sp,ids
Mad,e,607,2292,2797,240,-48,61,-17,-73,189,-119,sp,ids
Mad,a,713,1652,2810,150,19,31,46,92,35,-65,sp,ids
Mad,a,763,1523,2549,100,-83,-292,0.4,62,-103,471,sp,ids
Mad,e,553,2020,2365,110,169,-145,1100,46,597,-363,sp,ids
Mad,u,504,995,3300,70,15,19,-30,45,-42,-57,sp,ids
Mad,e,671,2295,2959,200,35,100,8,138,178,197,sp,ids
Mad,i,387,2019,2965,50,-42,181,-101,42,65,205,sp,ids
Mad,e,601,1870,2948,60,-22,-25,-30,20,30,45,sp,ids
Mad,a,619,1134,2848,60,-40,248,-23,46,130,78,sp,ids
Mad,u,461,1325,3281,30,5,-58,-133,15,-83,89,sp,ids
Mad,i,415,2301,2734,70,-19,170,-58,-1,966,202,sp,ids
Mad,e,573,1561,2876,30,-4,-132,-92,3,-57,-17,sp,ids
Mad,e,531,1593,2818,30,37,4,41,39,596,368,sp,ids
Mad,o,480,1111,2968,60,32,5,-50,19,-40,-84,sp,ids
Mad,e,686,2143,3049,100,-58,126,-63,44,140,139,sp,ids
Mad,e,548,1478,2881,60,-22,-43,-112,34,93,95,sp,ids
Mad,a,579,1212,2872,50,-6,-73,-82,33,-26,-119,sp,ids
Mad,a,712,1575,2725,70,-55,-30,-127,48,43,-527,sp,ids
Mad,e,638,1731,2886,80,-30,-296,-68,8,-6,69,sp,ids
Mad,a,682,1147,2694,70,27,225,397,67,179,-187,sp,ids
Mad,a,623,1226,2788,60,15,-119,-91,26,-18,-47,sp,ids
Mad,i,637,2901,3515,160,-66,201,157,138,322,100,sp,ids
Mad,o,576,1062,2919,140,-11,-26,-11,-9,-190,-23,sp,ids
Mad,e,637,1774,2831,60,-38,-80,-42,48,10,25,sp,ids
Mad,a,634,1318,2599,80,28,3,82,91,74,-28,sp,ids
Mad,a,619,1137,2354,60,-27,-12,42,-16,-8,-218,sp,ids
Mad,a,551,1945,2753,60,63,-122,207,58,-203,-12,sp,ids
Mad,i,431,2726,3358,60,-27,-262,-548,18,34,77,sp,ids
Mad,a,767,1743,2586,180,-12,-48,50,100,-79,-139,sp,ids
Mad,i,521,2756,3315,130,-34,-34,-78,-95,-87,-65,sp,ids
Mad,i,420,2421,2779,111.652,15,-300,-344,16,1167,181,sp,ids
Mad,e,601,2483,2802,533.446,14,-134,133,15,176,-313,sp,ids
Mad,i,632,2549,3118,300,-104,301,806,38,275,662,sp,ids
Mad,u,465,1008,3133,650,-9,-81,-402,53,18,78,sp,ids
Mad,a,723,1358,2536,130,13,3,-55,80,150,-65,sp,ids
Mad,e,575,1959,2483,110,51,-206,-11,103,8,-506,sp,ids
Mad,a,718,1448,2668,90,-40,48,120,31,95,-376,sp,ids
Mad,o,596,1155,2998,170,-0.5,8,-94,84,-125,-19,sp,ids
Mad,a,774,1562,2158,140,-33,217,541,277,-73,-962,sp,ids
Mad,o,640,1305,2895,1209.802,44,60,-117,11,-20,223,sp,ids
Mad,i,906,1991,3291,260.548,-477,65,-451,525,-571,-34,sp,ids
Mad,e,566,2237,2994,690,-24,256,118,31,51,-47,sp,ids
Mad,a,634,1237,2422,60,-41,-62,33,-36,-180,28,sp,ids
Mad,o,607,1492,2192,30,31,-22,24,17,-40,-37,sp,ids
Mad,a,620,1563,2762,60,70,9,-43,89,-25,-66,sp,ids
Mad,e,658,1659,2764,50,-16,24,63,66,88,48,sp,ids
Mad,a,643,1465,2724,80,10,19,10,91,164,15,sp,ids
Mad,a,599,1157,2589,70,-46,-1,70,39,58,2,sp,ids
Mad,a,730,1277,2534,70,-34,-99,-55,64,-54,177,sp,ids
Mad,o,603,1114,2500,60,-13,-174,168,46,-196,60,sp,ids
Mad,e,611,2180,2825,210,-173,-441,-442,115,110,-188,sp,ids
Mad,o,515,1015,2781,70,-41,11,139,-87,122,300,sp,ids
Mad,o,638,910,2282,80,-85,-30,-31,60,-134,-187,sp,ids
Mad,a,579,1357,2840,70,-3,81,15,30,114,255,sp,ids
Mad,a,610,1145,2599,60,-11,9,-103,21,65,55,sp,ids
Mad,a,626,1050,2341,50,57,-4,4,68,8,-364,sp,ids
Mad,o,578,1208,2285,50,-36,-157,305,-12,-301,-294,sp,ids
Mad,e,688,2059,2975,120,-13,-135,-27,231,18,101,sp,ids
Mad,e,495,1935,2744,80,53,31,-98,21,-6,-0.3,sp,ids
Mad,a,521,1681,2987,50,4,64,-23,51,-144,-0.6,sp,ids
Mad,e,505,2263,2651,180,30,-30,91,-37,459,-159,sp,ids
Mad,e,550,1999,2915,110,52,-126,22,43,-687,41,sp,ids
Mad,a,440,2695,3153,30,-1,-11,77,14,-27,10,sp,ids
Mad,u,524,1335,3145,70,-9,94,-25,65,144,-30,sp,ids
Mad,o,530,998,2920,110,206,314,201,4,-235,-413,sp,ids
Mad,e,662,1889,2644,90,27,-45,39,76,-140,-709,sp,ids
Mad,e,528,2127,3040,110,23,-187,-300,-0.8,119,-214,sp,ids
Mad,e,726,2188,3169,150,-110,-106,-356,275,207,10,sp,ids
