word,count,pronunciation
pillows,20,P IH L OW Z
center,20,S EH N T ER
shampoo,20,SH AE M P UW
itch,20,IH CH
drain,20,D R EY N
marshmallows,20,M AA R SH M EH L OW Z
cuts,20,K AH T S
pump,20,P AH M P
mississippi,20,M IH S IH S IH P IY
soldier,20,S OW L JH ER
francisco,20,F R AE N S IH S K OW
ladies,20,L EY D IY Z
records,20,R AH K AO R D Z
birth,20,B ER TH
hoot,20,HH UW T
hammering,20,HH AE M ER IH NG
mattress,20,M AE T R AH S
graham,19,G R EY AH M
decorate,19,D EH K ER EY T
february,19,F EH B Y AH W EH R IY
normally,19,N AO R M AH L IY
weak,19,W IY K
shade,19,SH EY D
crush,19,K R AH SH
known,19,N OW N
wondered,19,W AH N D ER D
ruin,19,R UW AH N
ray,19,R EY
frisbee,19,F R IH S B IY
disco,19,D IH S K OW
alarm,19,AH L AA R M
new_york,19,N UW Y AO R K
maple,19,M EY P AH L
bitty,19,B IH T IY
favorites,19,F EY V ER IH T S
post,19,P OW S T
water's,19,W AO T ER Z
waves,19,W EY V Z
melt,19,M EH L T
frustrated,19,F R AH S T R EY T AH D
snails,19,S N EY L Z
naked,19,N EY K AH D
why's,19,W AY Z
normal,19,N AO R M AH L
squeezing,19,S K W IY Z IH NG
moustache,19,M AH S T AE SH
headache,19,HH EH D EY K
parking,19,P AA R K IH NG
associated,19,AH S OW S IY EY T AH D
fred,19,F R EH D
mushy,19,M AH SH IY
gabriel,19,G EY B R IY AH L
pinkie,19,P IH NG K IY
pal,19,P AE L
sail,19,S EY L
toaster,19,T OW S T ER
danger,19,D EY N JH ER
nicholas,19,N IH K AH L AH S
tries,19,T R AY Z
dive,19,D AY V
snowy,19,S N OW IY
ticket,19,T IH K AH T
kangaroos,19,K AE NG G ER UW Z
england,19,IH NG G L AH N D
power,19,P AW ER
thinkin,19,TH IH NG K IH N
junky,19,JH AH NG K IY
karate,19,K ER AA T IY
cutter,19,K AH T ER
shannon,19,SH AE N AH N
somehow,19,S AH M HH AW
root,19,R UW T
bottoms,19,B AA T AH M Z
timer,19,T AY M ER
hamper,19,HH AE M P ER
plow,19,P L AW
pies,19,P AY Z
self,19,S EH L F
peeking,19,P IY K IH NG
signs,19,S AY N Z
otto,19,AA T OW
alex's,19,AE L AH K S IH Z
murphy,19,M ER F IY
travel,19,T R AE V AH L
wand,19,W AA N D
oughta,19,AO T AH
carnival,19,K AA R N AH V AH L
diving,19,D AY V IH NG
imagination,19,IH M AE JH AH N EY SH AH N
bent,19,B EH N T
patting,19,P AE T IH NG
planet,19,P L AE N AH T
oval,19,OW V AH L
twist,19,T W IH S T
crust,19,K R AH S T
blows,19,B L OW Z
seatbelt,19,S IY T B EH L T
wont,19,W OW N T
doubt,19,D AW T
betsy,19,B EH T S IY
backyard,19,B AE K Y AA R D
susie,19,S UW Z IY
electric,19,IH L EH K T R IH K
mood,19,M UW D
skipped,19,S K IH P T
alec,19,AE L IH K
commercial,18,K AH M ER SH AH L
mcdonalds,18,M AH K D AA N AH L D Z
catches,18,K AE CH IH Z
damn,18,D AE M
reads,18,R IY D Z
blitzen,18,B L IH T S AH N
doc,18,D AA K
grouchy,18,G R AW CH IY
steven,18,S T IY V AH N
seemed,18,S IY M D
sausages,18,S AO S IH JH IH Z
tippy,18,T IH P IY
itsy,18,IH T S IY
resting,18,R EH S T IH NG
scar,18,S K AA R
bumps,18,B AH M P S
daffy,18,D AE F IY
worker,18,W ER K ER
underpants,18,AH N D ER P AE N T S
raise,18,R EY Z
brick,18,B R IH K
ted,18,T EH D
worst,18,W ER S T
robbie,18,R AA B IY
given,18,G IH V AH N
fabulous,18,F AE B Y AH L AH S
collection,18,K AH L EH K SH AH N
expect,18,IH K S P EH K T
bills,18,B IH L Z
iced,18,AY S T
barr,18,B AA R
sandra,18,S AE N D R AH
bolts,18,B OW L T S
tubby,18,T AH B IY
ivory,18,AY V ER IY
homes,18,HH OW M Z
copies,18,K AA P IY Z
weapons,18,W EH P AH N Z
ourselves,18,AW ER S EH L V Z
stepmother,18,S T EH P M AH DH ER
connect,18,K AH N EH K T
fellow,18,F EH L OW
measuring,18,M EH ZH ER IH NG
colorful,18,K AH L ER F AH L
stepping,18,S T EH P IH NG
rude,18,R UW D
trained,18,T R EY N D
creepy,18,K R IY P IY
spear,18,S P IH R
ill,18,IH L
would've,18,W UH D AH V
teacher's,18,T IY CH ER Z
louise,18,L UW IY Z
smith,18,S M IH TH
changing,18,CH EY N JH IH NG
hu,18,HH UW
hairy,18,HH EH R IY
america,18,AH M EH R IH K AH
roses,18,R OW Z IH Z
dresses,18,D R EH S AH Z
reached,18,R IY CH T
invite,18,IH N V AY T
squash,18,S K W AA SH
aboard,18,AH B AO R D
grill,18,G R IH L
sweeping,18,S W IY P IH NG
sled,18,S L EH D
this'll,18,DH IH S AH L
charles,18,CH AA R L Z
tanker,18,T AE NG K ER
followed,18,F AA L OW D
harvey,18,HH AA R V IY
whoever,18,HH UW EH V ER
dave,18,D EY V
muck,18,M AH K
rich,18,R IH CH
apartment,18,AH P AA R T M AH N T
corduroy,18,K AO R D ER OY
jasmine,18,JH AE Z M AH N
snowflakes,18,S N OW F L EY K S
wine,18,W AY N
dimes,18,D AY M Z
paid,18,P EY D
walnuts,18,W AO L N AH T S
backhoe,18,B AE K HH OW
points,18,P OY N T S
greasy,18,G R IY S IY
nanny,18,N AE N IY
pointed,18,P OY N T IH D
georgia,18,JH AO R JH AH
drops,18,D R AA P S
fruits,18,F R UW T S
smoked,18,S M OW K T
tube,18,T UW B
costs,18,K AA S T S
vote,18,V OW T
claire,18,K L EH R
score,18,S K AO R
larry,17,L EH R IY
douglas,17,D AH G L AH S
mack,17,M AE K
cheeks,17,CH IY K S
dollie,17,D AA L IY
derik,17,D EH R IH K
finishes,17,F IH N IH SH IH Z
jackie,17,JH AE K IY
mic,17,M IH K
plum,17,P L AH M
hiccups,17,HH IH K AH P S
january,17,JH AE N Y UW EH R IY
valentine's,17,V AE L AH N T AY N Z
lissa,17,L IH S AH
crabs,17,K R AE B Z
coin,17,K OY N
groups,17,G R UW P S
bounces,17,B AW N S IH Z
carrier,17,K AE R IY ER
cupboard,17,K AH B ER D
skate,17,S K EY T
mimi,17,M IY M IY
topham,17,T AA F AH M
farther,17,F AA R DH ER
promised,17,P R AA M AH S T
tig,17,T IH G
candies,17,K AE N D IY Z
poppy,17,P AA P IY
snort,17,S N AO R T
apricot,17,EY P R AH K AA T
wayland,17,W EY L AH N D
hair's,17,HH EH R Z
dah,17,D AH
guard,17,G AA R D
changes,17,CH EY N JH AH Z
tin,17,T IH N
ducklings,17,D AH K L IH NG Z
valley,17,V AE L IY
became,17,B IH K EY M
rocked,17,R AA K T
spent,17,S P EH N T
jones,17,JH OW N Z
cheerio,17,CH IH R IY OW
bedroom,17,B EH D R UW M
tugboat,17,T AH G B OW T
dying,17,D AY IH NG
shoulder,17,SH OW L D ER
target,17,T AA R G AH T
jillian,17,JH IH L IY AH N
digging,17,D IH G IH NG
complete,17,K AH M P L IY T
neighbor,17,N EY B ER
noon,17,N UW N
seventy,17,S EH V AH N T IY
tissues,17,T IH S Y UW Z
hates,17,HH EY T S
dwarfs,17,D W AO R F S
paw,17,P AO
largest,17,L AA R JH AH S T
buffalo,17,B AH F AH L OW
village,17,V IH L AH JH
jean,17,JH IY N
however,17,HH AW EH V ER
fooling,17,F UW L IH NG
busier,17,B IH Z IY ER
candle,17,K AE N D AH L
witches,17,W IH CH AH Z
wizard,17,W IH Z ER D
oreo,17,AO R IY OW
swat,17,S W AA T
obviously,17,AA B V IY AH S L IY
haunted,17,HH AO N T AH D
appreciate,17,AH P R IY SH IY EY T
yarn,17,Y AA R N
spam,17,S P AE M
arthur's,17,AA R TH ER Z
haw,17,HH AO
students,17,S T UW D AH N T S
holiday,17,HH AA L AH D EY
giraffes,17,JH ER AE F S
paste,17,P EY S T
strings,17,S T R IH NG Z
minnie's,17,M IH N IY Z
rocky,17,R AA K IY
skates,17,S K EY T S
cindy,17,S IH N D IY
cardboard,17,K AA R D B AO R D
net,17,N EH T
brodie,17,B R OW T IY
signal,17,S IH G N AH L
form,17,F AO R M
recorded,17,R AH K AO R D AH D
train's,17,T R EY N Z
nancy,17,N AE N S IY
twins,17,T W IH N Z
bo,17,B OW
dazzle,17,D AE Z AH L
chopped,17,CH AA P T
science,17,S AY AH N S
tickled,16,T IH K AH L D
gay,16,G EY
letting,16,L EH T IH NG
geese,16,G IY S
piper,16,P AY P ER
megan's,16,M EY G AH N Z
burning,16,B ER N IH NG
workers,16,W ER K ER Z
jeez,16,JH IY Z
style,16,S T AY L
what'll,16,W AH T AH L
cracking,16,K R AE K IH NG
corners,16,K AO R N ER Z
disneyland,16,D IH Z N IY L AE N D
heidi,16,HH AY D IY
kid's,16,K IH D Z
hell,16,HH EH L
ellie,16,EH L IY
tuck,16,T AH K
owls,16,AW L Z
wreck,16,R EH K
smack,16,S M AE K
cranberry,16,K R AE N B EH R IY
tada,16,T AA D AH
millions,16,M IH L Y AH N Z
writes,16,R AY T S
handsome,16,HH AE N S AH M
radiator,16,R EY D IY EY T ER
pa,16,P AA
scratching,16,S K R AE CH IH NG
hui,16,HH UW IH
williams,16,W IH L Y AH M Z
greens,16,G R IY N Z
xylophone,16,Z AY L AH F OW N
sammy,16,S AE M IY
astronaut,16,AE S T R AH N AA T
firehouse,16,F AY ER HH AW S
transmitter,16,T R AE N S M IH T ER
ark,16,AA R K
cartoons,16,K AA R T UW N Z
blob,16,B L AA B
roosters,16,R UW S T ER Z
tim,16,T IH M
crawled,16,K R AO L D
sets,16,S EH T S
tighter,16,T AY T ER
photographs,16,F OW T AH G R AE F S
several,16,S EH V ER AH L
tomorrow's,16,T AH M AA R OW Z
siren,16,S AY R AH N
voices,16,V OY S AH Z
grapefruit,16,G R EY P F R UW T
lies,16,L AY Z
harvard,16,HH AA R V ER D
softly,16,S AO F T L IY
panties,16,P AE N T IY Z
spoiled,16,S P OY L D
winner,16,W IH N ER
alike,16,AH L AY K
crashing,16,K R AE SH IH NG
craig,16,K R EY G
swims,16,S W IH M Z
law,16,L AO
wrapping,16,R AE P IH NG
combing,16,K OW M IH NG
stronger,16,S T R AO NG G ER
bands,16,B AE N D Z
person's,16,P ER S AH N Z
boss,16,B AA S
liquid,16,L IH K W AH D
pajama,16,P AH JH AA M AH
backs,16,B AE K S
impressed,16,IH M P R EH S T
weight,16,W EY T
lise,16,L AY Z
soldiers,16,S OW L JH ER Z
mortar,16,M AO R T ER
ellen,16,EH L AH N
showers,16,SH AW ER Z
spicy,16,S P AY S IY
miles,16,M AY L Z
waited,16,W EY T IH D
testing,16,T EH S T IH NG
tend,16,T EH N D
vampire,16,V AE M P AY R
silverware,16,S IH L V ER W EH R
watermelons,16,W AO T ER M EH L AH N Z
customer,16,K AH S T AH M ER
baba,16,B AH B AH
lipstick,16,L IH P S T IH K
watches,16,W AA CH AH Z
opposite,16,AA P AH Z IH T
shawn,16,SH AO N
meadow,16,M EH D OW
treats,16,T R IY T S
taco,16,T AA K OW
forgotten,16,F ER G AA T AH N
claws,16,K L AO Z
pins,16,P IH N Z
neighborhood,16,N EY B ER HH UH D
peacock,16,P IY K AA K
disney,16,D IH Z N IY
flintstones,16,F L IH N T S T OW N Z
alot,16,AH L AA T
tender,16,T EH N D ER
rubbing,16,R AH B IH NG
eighteenth,16,EY T IY N TH
pain,16,P EY N
kicks,16,K IH K S
attack,16,AH T AE K
coal,16,K OW L
rotten,16,R AA T AH N
mechanic,16,M AH K AE N IH K
slipped,16,S L IH P T
washy,16,W AA SH IY
notebook,16,N OW T B UH K
cd,16,S IY D IY
delivery,16,D IH L IH V ER IY
sliding,16,S L AY D IH NG
dumper,16,D AH M P ER
gingerbread,16,JH IH N JH ER B R EH D
marvelous,16,M AA R V AH L AH S
baked,15,B EY K T
willy,15,W IH L IY
shoo,15,SH UW
fluffy,15,F L AH F IY
character,15,K EH R IH K T ER
shovels,15,SH AH V AH L Z
sewing,15,S OW IH NG
salmon,15,S AE M AH N
abc's,15,EY B IY S IY Z
computers,15,K AH M P Y UW T ER Z
doctors,15,D AA K T ER Z
clack,15,K L AE K
lesson,15,L EH S AH N
skeleton,15,S K EH L AH T AH N
strap,15,S T R AE P
sells,15,S EH L Z
crossing,15,K R AO S IH NG
mcreynolds,15,M AH K R EY N AH L D Z
chicken's,15,CH IH K AH N Z
whining,15,W AY N IH NG
joking,15,JH OW K IH NG
mischievous,15,M IH S CH AH V AH S
sparkles,15,S P AA R K AH L Z
washes,15,W AA SH IH Z
thomas's,15,T AA M AH S IH Z
esther,15,EH S T ER
throws,15,TH R OW Z
blank,15,B L AE NG K
recently,15,R IY S AH N T L IY
emperor,15,EH M P ER ER
matthew's,15,M AE TH Y UW Z
screen,15,S K R IY N
lester,15,L EH S T ER
rhode,15,R OW D
booties,15,B UW T IY Z
cartoon,15,K AA R T UW N
cambridge,15,K EY M B R IH JH
basically,15,B EY S IH K L IY
twirl,15,T W ER L
liza,15,L IY Z AH
david's,15,D EY V IH D Z
follows,15,F AA L OW Z
y'know,15,Y AH N OW
jaime,15,HH AY M IY
finds,15,F AY N D Z
boiling,15,B OY L IH NG
melon,15,M EH L AH N
icicles,15,AY S IH K AH L Z
mouths,15,M AW DH Z
connecticut,15,K AH N EH T AH K AH T
dryer,15,D R AY ER
planets,15,P L AE N AH T S
piles,15,P AY L Z
rachi,15,R AH SH IY
nighttime,15,N AY T T AY M
eyebrows,15,AY B R AW Z
forests,15,F AO R AH S T S
steal,15,S T IY L
splinter,15,S P L IH N T ER
stamps,15,S T AE M P S
aside,15,AH S AY D
gifts,15,G IH F T S
gaspard,15,G AH S P AA R D
mathilda,15,M AH T IH L D AH
caves,15,K EY V Z
raspberry,15,R AE Z B EH R IY
prairie,15,P R EH R IY
curly,15,K ER L IY
prettiest,15,P R IH T IY AH S T
cares,15,K EH R Z
baloney,15,B AH L OW N IY
urgent,15,ER JH AH N T
snapped,15,S N AE P T
simply,15,S IH M P L IY
weigh,15,W EY
flick,15,F L IH K
instruments,15,IH N S T R AH M AH N T S
eagle,15,IY G AH L
level,15,L EH V AH L
laid,15,L EY D
rushed,15,R AH SH T
elastic,15,IH L AE S T IH K
time's,15,T AY M Z
toolbox,15,T UW L B AO K S
gretel,15,G R EH T AH L
ribbit,15,R IH B IH T
faucet,15,F AO S AH T
protein,15,P R OW T IY N
disappear,15,D IH S AH P IH R
maria,15,M ER IY AH
department,15,D IH P AA R T M AH N T
greg,15,G R EH G
safety,15,S EY F T IY
stair,15,S T EH R
josh,15,JH AA SH
dingo,15,D IH NG G OW
ohio,15,OW HH AY OW
realized,15,R IY AH L AY Z D
jacks,15,JH AE K S
chu,15,CH UW
listens,15,L IH S AH N Z
grandpa's,15,G R AE N P AA Z
golly,15,G AA L IY
deserve,15,D IH Z ER V
natural,15,N AE CH ER AH L
describe,15,D IH S K R AY B
bikes,15,B AY K S
foxes,15,F AA K S AH Z
donuts,15,D OW N AH T S
dey,15,D EY
marks,15,M AA R K S
pointy,15,P OY N T IY
bob's,15,B AA B Z
spelling,15,S P EH L IH NG
evan,15,EH V AH N
speed,15,S P IY D
frame,15,F R EY M
mole,15,M OW L
du,15,D UW
overalls,15,OW V ER AO L Z
beeper,15,B IY P ER
drill,15,D R IH L
chubby,15,CH AH B IY
untied,15,AH N T AY D
adventure,15,AE D V EH N CH ER
nick,15,N IH K
joy,15,JH OY
carried,15,K AE R IY D
hungary,15,HH AH NG G ER IY
fingernails,15,F IH NG G ER N EY L Z
deck,15,D EH K
carolina,15,K EH R AH L AY N AH
tuba,15,T UW B AH
popeye,15,P AA P AY
within,14,W IH DH IH N
doughnuts,14,D OW N AH T S
bakery,14,B EY K ER IY
perfectly,14,P ER F AH K T L IY
hansel,14,HH AE N S AH L
nearly,14,N IH R L IY
stealing,14,S T IY L IH NG
butt,14,B AH T
bits,14,B IH T S
print,14,P R IH N T
brushed,14,B R AH SH T
dropping,14,D R AA P IH NG
jewelry,14,JH UW AH L R IY
skating,14,S K EY T IH NG
hearing,14,HH IY R IH NG
ruler,14,R UW L ER
flaps,14,F L AE P S
smurf,14,S M ER F
ty,14,T AY
smurfs,14,S M ER F S
slam,14,S L AE M
farmers,14,F AA R M ER Z
lawn,14,L AO N
ivy,14,AY V IY
apologize,14,AH P AA L AH JH AY Z
appointment,14,AH P OY N T M AH N T
returned,14,R IH T ER N D
ivan,14,AY V AH N
bobbing,14,B AA B IH NG
listened,14,L IH S AH N D
smash,14,S M AE SH
driver's,14,D R AY V ER Z
louie,14,L UW IY
snowflake,14,S N OW F L EY K
chestnut,14,CH EH S N AH T
cargo,14,K AA R G OW
julius,14,JH UW L Y AH S
rounded,14,R AW N D AH D
shrimp,14,SH R IH M P
strike,14,S T R AY K
gasoline,14,G AE S AH L IY N
markie,14,M AA R K IY
smock,14,S M AA K
trace,14,T R EY S
mcdonald,14,M AH K D AA N AH L D
disappointed,14,D IH S AH P OY N T IH D
clapping,14,K L AE P IH NG
costumes,14,K AA S T UW M Z
opposites,14,AA P AH Z IH T S
lena,14,L IY N AH
shock,14,SH AA K
lined,14,L AY N D
shooting,14,SH UW T IH NG
raft,14,R AE F T
gregory,14,G R EH G ER IY
hid,14,HH IH D
cleans,14,K L IY N Z
kettle,14,K EH T AH L
pierre,14,P IY EH R
headed,14,HH EH D AH D
badger,14,B AE JH ER
ironing,14,AY ER N IH NG
tart,14,T AA R T
beneath,14,B IH N IY TH
pause,14,P AO Z
familiar,14,F AH M IH L Y ER
schedule,14,S K EH JH UH L
phones,14,F OW N Z
jail,14,JH EY L
mercy,14,M ER S IY
lulu,14,L UW L UW
clues,14,K L UW Z
mamma,14,M AA M AH
bravo,14,B R AA V OW
stale,14,S T EY L
dummy,14,D AH M IY
vi,14,V AY
fried,14,F R AY D
smiley,14,S M AY L IY
hurray,14,HH AH R EY
milkshake,14,M IH L K SH EY K
ron,14,R AA N
fault,14,F AO L T
lunchtime,14,L AH N CH T AY M
liberty,14,L IH B ER T IY
weighed,14,W EY D
packing,14,P AE K IH NG
perri,14,P ER R IY
label,14,L EY B AH L
sheets,14,SH IY T S
microwave,14,M AY K R AH W EY V
reaching,14,R IY CH IH NG
propeller,14,P R AH P EH L ER
corey,14,K AO R IY
chaos,14,K EY AA S
blind,14,B L AY N D
lounge,14,L AW N JH
enchanted,14,EH N CH AE N T IH D
dumping,14,D AH M P IH NG
coins,14,K OY N Z
crook,14,K R UH K
splashing,14,S P L AE SH IH NG
gooey,14,G UW IY
saint,14,S EY N T
weeds,14,W IY D Z
gown,14,G AW N
franklin's,14,F R AE NG K L AH N Z
fishes,14,F IH SH AH Z
loading,14,L OW D IH NG
ups,14,AH P S
brownies,14,B R AW N IY Z
firecracker,14,F AY ER K R AE K ER
munching,14,M AH N CH IH NG
added,14,AE D IH D
ostrich,14,AO S T R IH CH
ou,14,UW
pleased,14,P L IY Z D
hedgehog,14,HH EH JH HH AA G
muddy,14,M AH D IY
bleep,14,B L IY P
floats,14,F L OW T S
tortoise,14,T AO R T AH S
unusual,14,AH N Y UW ZH UW AH L
whispered,14,W IH S P ER D
olive,14,AA L AH V
tripped,14,T R IH P T
pebbles,14,P EH B AH L Z
hatt,14,HH AE T
bathing,14,B EY DH IH NG
grizzly,14,G R IH Z L IY
spelled,14,S P EH L D
cupcakes,14,K AH P K EY K S
spaceship,14,S P EY S SH IH P
figures,14,F IH G Y ER Z
fudge,14,F AH JH
coo,14,K UW
generous,14,JH EH N ER AH S
flash,14,F L AE SH
quart,14,K W AO R T
sunset,14,S AH N S EH T
joanie,14,JH OW N IY
grind,14,G R AY N D
jonathan,13,JH AA N AH TH AH N
simple,13,S IH M P AH L
providence,13,P R AA V AH D AH N S
quik,13,K W IH K
distance,13,D IH S T AH N S
nothing's,13,N AH TH IH NG Z
gonzo,13,G AA N Z OW
sneaker,13,S N IY K ER
pasture,13,P AE S CH ER
shelly,13,SH EH L IY
hunt,13,HH AH N T
cynthia,13,S IH N TH IY AH
foxy,13,F AA K S IY
tol,13,T AO L
trust,13,T R AH S T
stopping,13,S T AA P IH NG
razzle,13,R AE Z AH L
dries,13,D R AY Z
pox,13,P AA K S
sully,13,S AH L IY
invisible,13,IH N V IH Z AH B AH L
colder,13,K OW L D ER
damp,13,D AE M P
allen,13,AE L AH N
daddies,13,D AE D IY Z
dinky,13,D IH NG K IY
rainy,13,R EY N IY
chirp,13,CH ER P
tyler,13,T AY L ER
panther,13,P AE N TH ER
kaboom,13,K AH B UW M
types,13,T AY P S
oooh,13,UW
stole,13,S T OW L
torn,13,T AO R N
darn,13,D AA R N
mass,13,M AE S
leaning,13,L IY N IH NG
kelly,13,K EH L IY
courtney,13,K AO R T N IY
pout,13,P AW T
paws,13,P AO Z
rooms,13,R UW M Z
fever,13,F IY V ER
happily,13,HH AE P AH L IY
aid,13,EY D
pills,13,P IH L Z
hotel,13,HH OW T EH L
soul,13,S OW L
peter's,13,P IY T ER Z
luke's,13,L UW K S
twisted,13,T W IH S T AH D
thing's,13,TH IH NG Z
floating,13,F L OW T IH NG
massage,13,M AH S AA ZH
downtown,13,D AW N T AW N
answering,13,AE N S ER IH NG
particularly,13,P AA R T IH K Y AH L ER L IY
germ,13,JH ER M
tearing,13,T EH R IH NG
bouillon,13,B UW W IH L AH N
chases,13,CH EY S AH Z
cookbook,13,K UH K B UH K
kicked,13,K IH K T
classes,13,K L AE S AH Z
raw,13,R AA
gymboree,13,JH IH M B AO R IY
cucumbers,13,K Y UW K AH M B ER Z
knob,13,N AA B
sun's,13,S AH N Z
brontosaurus,13,B R AO N T AH S AO R AH S
choices,13,CH OY S AH Z
footprints,13,F UH T P R IH N T S
naw,13,N AA
related,13,R IH L EY T IH D
hopping,13,HH AA P IH NG
friend's,13,F R EH N D Z
dahl,13,D AA L
shorter,13,SH AO R T ER
cucumber,13,K Y UW K AH M B ER
tights,13,T AY T S
tuna,13,T UW N AH
burgers,13,B ER G ER Z
puss,13,P UH S
seventh,13,S EH V AH N TH
training,13,T R EY N IH NG
slimy,13,S L AY M IY
meaning,13,M IY N IH NG
gerald,13,JH EH R AH L D
blues,13,B L UW Z
nowhere,13,N OW W EH R
scotch,13,S K AA CH
edward,13,EH D W ER D
bookcase,13,B UH K K EY S
shoveling,13,SH AH V L IH NG
diesel,13,D IY S AH L
catherine's,13,K AE TH R IH N Z
seals,13,S IY L Z
skywalker,13,S K AY W AO K ER
paying,13,P EY IH NG
prizes,13,P R AY Z AH Z
sunshine,13,S AH N SH AY N
holly,13,HH AA L IY
bok,13,B AA K
creatures,13,K R IY CH ER Z
africa,13,AE F R IH K AA
perro,13,P ER R OW
express,13,IH K S P R EH S
motorcycles,13,M OW T ER S AY K AH L Z
iguana,13,IH G W AA N AH
swam,13,S W AE M
mentioned,13,M EH N SH AH N D
justin,13,JH AH S T AH N
godmother,13,G AA D M AH DH ER
hatch,13,HH AE CH
milkman,13,M IH L K M AE N
hopefully,13,HH OW P F AH L IY
cheat,13,CH IY T
tonsils,13,T AA N S AH L Z
suggested,13,S AH JH EH S T AH D
shoulders,13,SH OW L D ER Z
wilson,13,W IH L S AH N
spatula,13,S P AE CH UH L AH
sloppy,13,S L AA P IY
windmill,13,W IH N D M IH L
olds,13,OW L D Z
rick,13,R IH K
flipper,13,F L IH P ER
child's,13,CH AY L D Z
attendance,13,AH T EH N D AH N S
lass,13,L AE S
greedy,13,G R IY D IY
streets,13,S T R IY T S
abba,13,AE B AH
ponytail,13,P OW N IY T EY L
clifford's,13,K L IH F ER D Z
lewis,13,L UW IH S
needles,13,N IY D AH L Z
noses,13,N OW Z IH Z
serving,13,S ER V IH NG
allergic,13,AH L ER JH IH K
polish,13,P AA L IH SH
bumpy,13,B AH M P IY
collect,13,K AH L EH K T
scaring,13,S K EH R IH NG
parked,13,P AA R K T
jersey,13,JH ER Z IY
sized,13,S AY Z D
mark's,13,M AA R K S
folded,13,F OW L D AH D
sunflower,13,S AH N F L AW ER
clementine,13,K L EH M AH N T AY N
firemen,13,F AY R M AH N
necklaces,13,N EH K L AH S IH Z
plains,13,P L EY N Z
search,13,S ER CH
narrow,13,N EH R OW
assignment,13,AH S AY N M AH N T
private,13,P R AY V AH T
wakes,13,W EY K S
usual,13,Y UW ZH AH W AH L
filling,13,F IH L IH NG
electricity,13,IH L EH K T R IH S AH T IY
blinking,13,B L IH NG K IH NG
france,13,F R AE N S
bury,13,B EH R IY
macdonald,13,M AH K D AA N AH L D
original,13,ER IH JH AH N AH L
cheating,13,CH IY T IH NG
sardines,13,S AA R D IY N Z
cassie,13,K AE S IY
wheelchair,13,W IY L CH EH R
robe,13,R OW B
cantaloupe,13,K AE N T AH L OW P
clam,13,K L AE M
mammals,13,M AE M AH L Z
hotdogs,13,HH AA T D AO G Z
door's,13,D AO R Z
walker,13,W AO K ER
clearly,13,K L IH R L IY
depends,13,D IH P EH N D Z
cob,13,K AA B
cod,13,K AA D
webs,13,W EH B Z
humm,13,HH AH M
alabama,12,AE L AH B AE M AH
headband,12,HH EH D B AE N D
toad,12,T OW D
ruined,12,R UW AH N D
poison,12,P OY Z AH N
report,12,R IY P AO R T
rang,12,R AE NG
hooks,12,HH UH K S
paddle,12,P AE D AH L
rains,12,R EY N Z
poodle,12,P UW D AH L
boil,12,B OY L
drying,12,D R AY IH NG
remembering,12,R IH M EH M B ER IH NG
hokey,12,HH OW K IY
tune,12,T UW N
offer,12,AO F ER
yawning,12,Y AO N IH NG
wanting,12,W AA N T IH NG
bureau,12,B Y UH R OW
tacos,12,T AA K OW Z
pepsi,12,P EH P S IY
glitter,12,G L IH T ER
birdies,12,B ER D IY Z
melted,12,M EH L T AH D
gaby,12,G AE B IY
krispies,12,K R IH S P IY Z
guest,12,G EH S T
jet,12,JH EH T
un,12,AH N
jingle,12,JH IH NG G AH L
practicing,12,P R AE K T IH S IH NG
counted,12,K AW N T IH D
truth,12,T R UW TH
elmer,12,EH L M ER
loyal,12,L OY AH L
clothing,12,K L OW DH IH NG
benny,12,B EH N IY
sneak,12,S N IY K
alexander,12,AE L IH G Z AE N D ER
outer,12,AW T ER
rash,12,R AE SH
pussycat,12,P UH S IY K AE T
mackerel,12,M AE K ER AH L
snowball,12,S N OW B AO L
stitches,12,S T IH CH IH Z
camera's,12,K AE M R AH Z
pinocchio,12,P IH N OW K IY OW
waters,12,W AO T ER Z
chief,12,CH IY F
bead,12,B IY D
position,12,P AH Z IH SH AH N
stuffy,12,S T AH F IY
pit,12,P IH T
rise,12,R AY Z
evil,12,IY V AH L
rap,12,R AE P
midnight,12,M IH D N AY T
uncomfortable,12,AH N K AH M F ER T AH B AH L
violent,12,V AY AH L AH N T
fiddler,12,F IH D AH L ER
grabbing,12,G R AE B IH NG
ignore,12,IH G N AO R
lorraine,12,L ER EY N
alley,12,AE L IY
notes,12,N OW T S
yellin,12,Y EH L IH N
ball's,12,B AO L Z
crickets,12,K R IH K IH T S
visiting,12,V IH Z IH T IH NG
fighter,12,F AY T ER
terence,12,T EH R AH N S
almonds,12,AA L M AH N D Z
corder,12,K AO R D ER
sincerely,12,S IH N S IH R L IY
gums,12,G AH M Z
lia,12,L IY AH
maam,12,M AH M
bare,12,B EH R
connected,12,K AH N EH K T IH D
dub,12,D AH B
sparkly,12,S P AA R K L IY
smoother,12,S M UW DH ER
sparkle,12,S P AA R K AH L
spooky,12,S P UW K IY
sling,12,S L IH NG
nectar,12,N EH K T ER
kermit,12,K ER M IH T
violence,12,V AY AH L AH N S
spencer's,12,S P EH N S ER Z
biscuits,12,B IH S K AH T S
bulls,12,B UH L Z
volleyball,12,V AA L IY B AO L
rack,12,R AE K
kites,12,K AY T S
august,12,AA G AH S T
razor,12,R EY Z ER
chart,12,CH AA R T
