speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,z_f1,z_f2
Jos,o,225,2274,2738,92.365,1314,586,1914,-1118,-107,-887,sp,ids,-2.027894379394124,1.0644095519976826
Jos,e,968,2163,3170,76.614,-29,-61,-742,120,328,413,sp,ids,1.4011577914976243,0.8479876817089915
Jos,o,793,2188,3078,57.46,-46,-98,-774,-73,-23,-277,sp,ids,0.5935075493629595,0.8967313461884265
Jos,a,803,1653,2583,180,47,-172,-123,42,-10,-35,sp,ids,0.6396589917706547,-0.1463830736714805
Jos,a,835,2031,2663,80,-2,-323,-146,-6,-202,-689,sp,ids,0.7873436074752791,0.5906211332575753
Jos,e,771,2132,2678,110,-124,-20,272,-176,-11,43,sp,ids,0.49197437606603023,0.7875455377544923
Jos,o,989,1639,3542,70.229,-51,42,24,54,125,36,sp,ids,1.498075820553784,-0.17367952577996407
Jos,e,665,1265,2460,80.572,246,1028,1369,-271,-1608,-1379,sp,ids,0.002769086544461813,-0.9028847463923102
Jos,e,835,2091,3604,117.344,116,90,-607,265,629,1148,sp,ids,0.7873436074752791,0.7076059280082191
Jos,e,660,1087,2113,90,-0.3,3,26,81,-619,-815,sp,ids,-0.020306634659385755,-1.2499396374858869
Jos,e,500,1440,2520,90,13,-52,-104,-11,-19,-75,sp,ids,-0.7587297131825079,-0.5616790950362659
Jos,e,559,2083,3929,100,-18,-840,-1345,11,888,1269,sp,ids,-0.4864362029771066,0.6920079553747999
Jos,e,549,1273,2844,100.024,18,-108,-523,-9,-489,-202,sp,ids,-0.5325876453848017,-0.8872867737588911
Jos,i,666,1957,2792,30,88,60,-58,6,91,-106,sp,ids,0.0073842307852313264,0.44633988639844796
Jos,a,588,1193,2197,210,-55,299,208,19,-241,-154,sp,ids,-0.3525970199947907,-1.0432665000930827
Jos,e,581,1416,2433,80,-24,262,44,-7,158,-97,sp,ids,-0.3849030296801773,-0.6084730129365234
Jos,e,453,1333,2690,70,1,-239,-178,-14,164,-37,sp,ids,-0.975641492498675,-0.7703019790082473
Jos,i,443,1276,2380,40,-2,903,422,5,-285,29,sp,ids,-1.0217929349063701,-0.8814375340213589
Jos,a,859,1750,3184,30,-23,64,449,-92,-219,303,sp,ids,0.8981070692537474,0.04274234450872693
Jos,a,1007,2015,2544,120,-42,172,237,132,-150,-533,sp,ids,1.5811484168876353,0.5594251879907369
Jos,e,1040,2574,3550,40,-118,-101,-82,421,1591,883,sp,ids,1.7334481768330292,1.6493335257509014
Jos,i,647,2688,3276,60,-51,-4,-21,-20,234,3,sp,ids,-0.08030350978938942,1.8716046357771245
Jos,a,1027,2211,3282,40,-54,46,-135,31,202,242,sp,ids,1.6734513017030257,0.9415755175095066
Jos,a,746,2149,3318,50,-20,-84,80,7,-235,36,sp,ids,0.3765957700467924,0.820691229600508
Jos,e,647,2103,3731,30,-66,235,134,-43,1380,1119,sp,ids,-0.08030350978938942,0.7310028869583478
Jos,a,805,2259,3579,50,0.7,131,140,27,130,-35,sp,ids,0.6488892802521937,1.0351633533100215
Jos,a,753,1447,1949,80,37,-36,123,76,133,-479,sp,ids,0.408901779732179,-0.5480308689820241
Jos,i,400,2141,2968,40,-11,-160,-216,35,579,63,sp,ids,-1.2202441372594592,0.8050932569670889
Jos,a,818,2020,3257,110,57,-1071,-1154,48,-422,-257,sp,ids,0.7088861553821973,0.5691739208866239
Jos,a,730,1967,3382,60,40,85,-64,212,129,80,sp,ids,0.3027534621944802,0.46583735219022193
Jos,i,397,648,2809,70,92,1907,973,37,-1213,-484,sp,ids,-1.2340895699817678,-2.105878385744764
Jos,a,995,1849,2522,90,-42,310,775,205,-49,-546,sp,ids,1.5257666859984012,0.23576725584728916
Jos,i,536,932,2344,30,-12,50,32,-10,204,82,sp,ids,-0.5925845205148054,-1.5521503572583832
Jos,a,1185,1442,2091,130,-127,640,1559,236,-471,-1253,sp,ids,2.402644091744609,-0.5577796018779111
Jos,a,953,1772,2880,280,-123,29,-159,96,-139,-101,sp,ids,1.3319306278860816,0.08563676925062964
Jos,e,616,2805,4144,260.505,13,-168,22,25,228,562,sp,ids,-0.22337298125324434,2.09972498554088
Jos,a,878,1823,2833,223.288,-36,54,-71,81,-103,-86,sp,ids,0.9857948098283682,0.18507384478867686
Jos,e,595,2719,3361,251.123,30,-149,408,22,110,-786,sp,ids,-0.3202910103094041,1.9320467797316239
Jos,a,474,1534,2833,526.879,388,153,-88,46,157,555,sp,ids,-0.8787234634425153,-0.37840291659359065
Jos,e,278,1307,2591,114.94,325,1152,1548,-279,-260,-143,sp,ids,-1.78329173463334,-0.8209953900668596
Jos,a,877,2112,3337,161.721,235,-860,-853,159,554,684,sp,ids,0.9811796655875986,0.7485506061709444
Jos,i,980,2551,4030,171.024,-693,-1287,-1060,-137,81,-131,sp,ids,1.4565395223868585,1.6044893544298213
Jos,a,871,1758,2359,259.083,-27,-750,-166,72,409,-351,sp,ids,0.9534888001429815,0.0583403171421461
Jos,e,362,612,2625,233.227,67,5,30,78,-216,-135,sp,ids,-1.3956196184087006,-2.17606926259515
Jos,a,493,806,1965,219.201,252,1133,673,-260,-1179,-1830,sp,ids,-0.7910357228678945,-1.7978184262347352
Jos,e,377,802,2546,159.612,-5,-10,18,39,-290,17,sp,ids,-1.326392454797158,-1.8056174125514448
Jos,a,274,1105,2220,120,385,-30,-226,-55,165,-188,sp,ids,-1.8017523115964178,-1.2148441990606937
Jos,i,406,2549,2942,30,-44,34,23,-61,19,56,sp,ids,-1.1925532718148422,1.6005898612714666
Jos,e,394,2406,2511,60,44,-28,348,10,1295,90,sp,ids,-1.2479350027040763,1.3217761004490989
Jos,a,766,1676,2594,70,-25,68,-479,52,20,-1653,sp,ids,0.4688986548621827,-0.10153890235040039
Jos,a,719,1209,1748,90,19,-136,-32,44,-268,-1840,sp,ids,0.2519868755460155,-1.0120705548262445
Jos,i,377,2507,3377,50,-15,-1448,-864,39,1823,881,sp,ids,-1.326392454797158,1.5187005049460158
Jos,a,524,1048,2166,150,-53,-35,-66,63,-13,156,sp,ids,-0.6479662514040395,-1.3259797540738052
Jos,a,947,1286,2032,410,-286,-402,-166,30,-305,87,sp,ids,1.3042397624414646,-0.8619400682295849
Jos,i,374,1256,2533,30,-6,-83,-21,-3,-100,5,sp,ids,-1.3402378875194665,-0.9204324656049068
Jos,a,890,1927,2572,50,6,-19,21,18,100,-66,sp,ids,1.0411765407176024,0.38784748902312605
Jos,o,698,1170,2254,180,215,459,807,20,92,-121,sp,ids,0.15506884648985575,-1.0881106714141628
Jos,a,686,2358,2780,80,-12,3,-78,21,-128,-113,sp,ids,0.09968711560062159,1.2281882646485838
Jos,o,806,1389,2532,90,-14,217,-466,447,-127,-168,sp,ids,0.6535044244929632,-0.6611161705743132
Jos,a,652,1477,2098,120,420,52,440,-146,-538,-1148,sp,ids,-0.05722778858554186,-0.4895384716067022
Jos,e,940,2387,3446,30,-44,102,88,327,188,196,sp,ids,1.271933752756078,1.2847309154447284
Jos,e,837,2303,2526,100,-99,-453,363,21,249,-86,sp,ids,0.7965738959568182,1.120952202793827
Jos,a,985,1813,2473,110,6,-72,-73,191,-32,-364,sp,ids,1.4796152435907062,0.1655763789969029
Jos,o,856,1412,2763,120,47,114,14,2,-101,-127,sp,ids,0.8842616365314389,-0.616271999253233
Jos,i,758,2286,3044,30,40,-128,-202,33,-34,-10,sp,ids,0.43197750093602655,1.0878065109478112
Jos,e,403,1603,2672,53.391,-13,-10,2,21,9,73,sp,ids,-1.2063987045371507,-0.2438704026303503
Jos,o,749,1313,2560,54.934,-0.2,206,58,45,191,-10,sp,ids,0.39044120276910094,-0.8092969105917952
Jos,a,335,1404,2588,48.848,-38,107,-0.2,-1052,-985,-896,sp,ids,-1.5202285129094777,-0.6318699718866522
Jos,o,824,1319,3106,48.072,-38,-5,-296,-34,303,230,sp,ids,0.7365770208268144,-0.7975984311167309
Jos,a,590,1610,2149,96.926,-171,-130,-298,-206,-95,-235,sp,ids,-0.3433667315132517,-0.23022217657610855
Jos,a,838,1976,2900,60,-39,-44,-64,5,-97,88,sp,ids,0.8011890401975876,0.4833850714028185
Jos,i,541,1303,2701,60,-16,-486,-17,-112,-252,-127,sp,ids,-0.5695087993109579,-0.8287943763835692
Jos,a,890,1751,2594,130,-185,50,112,-34,53,-128,sp,ids,1.0411765407176024,0.044692091087904326
Jos,a,684,1562,2702,60,59,53,28,26,18,-222,sp,ids,0.09045682711908257,-0.32381001237662355
Jos,a,1098,1324,2993,30,-62,223,-70,139,151,19,sp,ids,2.0011265427976612,-0.7878496982208438
Jos,a,987,2734,3855,30,-36,8,-59,296,1701,1100,sp,ids,1.4888455320722451,1.9612929784192847
Jos,a,933,1656,2690,100,-104,-2,-16,36,23,-52,sp,ids,1.2396277430706915,-0.1405338339339483
Jos,o,490,1772,3077,154.481,180,-243,-119,-322,-181,-54,sp,ids,-0.804881155590203,0.08563676925062964
Jos,e,488,2552,2567,235.709,-98,-620,691,-35,75,-512,sp,ids,-0.8141114440717421,1.6064391010089987
Jos,o,815,1915,3164,68.232,127,94,103,-149,396,147,sp,ids,0.6950407226598888,0.3644505300729973
Jos,a,825,1717,2610,42.899,-14,114,493,-18,18,47,sp,ids,0.7411921650675839,-0.021599292604127147
Jos,a,804,1612,2793,13.956,13,4,-64,14,-1,-108,sp,ids,0.6442741360114241,-0.22632268341775374
Jos,a,913,1691,2958,96.92,-91,252,396,217,-90,-263,sp,ids,1.147324858255301,-0.07229270366273945
Jos,o,546,1523,2899,27.138,-61,-30,-64,-163,-48,-19,sp,ids,-0.5464330781071103,-0.39985012896454203
Jos,a,856,1362,1715,80,-23,349,909,19,-141,-1911,sp,ids,0.8842616365314389,-0.7137593282121029
Jos,a,795,1629,2409,30,-6,-16,-243,-123,-115,186,sp,ids,0.6027378378444985,-0.193176991571738
Jos,o,924,1684,2812,30,54,50,-207,58,-82,-272,sp,ids,1.1980914449037658,-0.08594092971698122
Jos,a,860,1081,1738,70,-35,82,40,25,-428,-1879,sp,ids,0.9027222134945169,-1.2616381169609512
Jos,a,826,1590,2616,30,-6,-11,-138,-54,-41,13,sp,ids,0.7458073093083535,-0.2692171081596565
Jos,o,872,1809,2922,40,35,54,-224,15,59,-147,sp,ids,0.958103944383751,0.1577773926801933
Jos,e,720,1892,2952,60,-81,-31,61,-3,-30,86,sp,ids,0.25660201978678504,0.3196063587519172
Jos,o,450,1005,2790,50,-4,7,-29,135,36,-61,sp,ids,-0.9894869252209836,-1.4098188569784333
Jos,e,713,1875,3326,50,-58,-211,-899,-18,34,464,sp,ids,0.22429601010139846,0.28646066690590144
Jos,e,454,2278,2813,30,100,-149,-67,11,14,-988,sp,ids,-0.9710263482579055,1.0722085383143922
Jos,a,873,1560,2614,80,0.5,190,85,29,136,-22,sp,ids,0.9627190886245206,-0.32770950553497835
Jos,o,1060,2183,3356,40,-63,-733,-1193,-14,38,-76,sp,ids,1.8257510616484196,0.8869826132925395
Jos,a,938,1720,2766,110,-150,-152,438,8,-98,-160,sp,ids,1.262703464274539,-0.015750052866594956
Jos,a,799,1887,3066,180,148,-32,-115,-591,352,-301,sp,ids,0.6211984148075766,0.3098576258560302
Jos,o,254,863,2775,331.853,17,-6,122,-325,-1631,-322,sp,ids,-1.8940551964118082,-1.6866828712216235
Jos,e,600,2635,2936,60,-31,-315,121,-14,-29,43,sp,ids,-0.29721528910555656,1.7682680670807227
Jos,e,681,2110,2685,50,56,-5,-123,-16,-3,31,sp,ids,0.07661139439677403,0.7446511130125896
Jos,e,691,1978,2515,76.581,-22,54,69,32,-44,-46,sp,ids,0.12276283680446916,0.48728456456117325
Jos,e,717,2269,2773,37.217,-107,31,80,35,313,-358,sp,ids,0.2427565870644765,1.0546608191017957
Jos,e,1069,2154,3749,130.26,84,81,-276,354,-188,-22,sp,ids,1.8672873598153452,0.8304399624963951
Jos,e,369,1504,3058,50,19,10,-19,2,-92,-100,sp,ids,-1.3633136087233142,-0.43689531396891257
Jos,e,373,1484,2559,50,18,23,-118,12,-169,-336,sp,ids,-1.344853031760236,-0.47589024555246046
Jos,e,363,1690,2921,70,-0.1,-49,-102,-277,-192,64,sp,ids,-1.3910044741679313,-0.07424245024191685
Jos,a,832,1616,2958,60,31,20,-36,118,74,122,sp,ids,0.7734981747529706,-0.21852369710104416
Jos,e,586,1616,3036,30,4,-88,246,17,-132,160,sp,ids,-0.3618273084763297,-0.21852369710104416
Jos,e,362,1548,2674,30,60,44,21,-23,-30,-252,sp,ids,-1.3956196184087006,-0.35110646448510713
Jos,o,588,1507,3148,50,-10,-9,-236,156,33,-281,sp,ids,-0.3525970199947907,-0.43104607423138036
Jos,i,443,2539,3219,80,-10,97,-21,30,159,-56,sp,ids,-1.0217929349063701,1.5810923954796925
Jos,o,736,1864,3025,30,-9,-35,-109,-130,-96,-214,sp,ids,0.33044432763909726,0.2650134545349501
Jos,e,486,2391,3290,40,10,-497,-160,28,-27,-387,sp,ids,-0.823341732553281,1.292529901761438
Jos,o,641,1166,3137,90,-109,-37,-253,-143,-81,-179,sp,ids,-0.10799437523400651,-1.0959096577308725
Jos,a,877,1287,2953,60,36,62,55,46,126,-61,sp,ids,0.9811796655875986,-0.8599903216504076
Jos,o,933,1385,2913,30,-122,56,-50,-210,37,5,sp,ids,1.2396277430706915,-0.6689151568910227
Jos,e,181,1730,3028,198.492,54,143,207,-1452,-1089,-1147,sp,ids,-2.2309607259879827,0.0037474129251790053
Jos,o,1075,1608,3265,50,-12,108,172,-24,-156,33,sp,ids,1.8949782252599623,-0.23412166973446333
Jos,o,610,1079,2671,70,83,374,57,305,-158,31,sp,ids,-0.2510638466978614,-1.2655376101193059
Jos,a,789,1654,3102,60,76,-139,-372,452,237,266,sp,ids,0.5750469723998815,-0.1444333270923031
Jos,u,350,1069,2867,70,-8,111,241,37,31,106,sp,ids,-1.4510013492979348,-1.28503507591108
Jos,i,405,2691,3352,90,-22,-114,-436,49,212,253,sp,ids,-1.1971684160556118,1.8774538755146568
Jos,i,889,2142,2550,30,28,-173,199,45,148,-63,sp,ids,1.0365613964768328,0.8070430035462662
Jos,e,560,2279,2766,130,-25,-61,66,-42,-72,-255,sp,ids,-0.48182105873633707,1.0741582848935696
Jos,e,819,2151,3112,30,-99,-30,-83,-104,-56,-110,sp,ids,0.7135012996229668,0.8245907227588628
Jos,e,626,2232,3061,120,-24,63,-28,143,123,-159,sp,ids,-0.1772215388455492,0.9825201956722319
Jos,e,537,2032,3050,40,-34,4,132,15,-81,-40,sp,ids,-0.5879693762740359,0.5925708798367527
Jos,e,440,2262,3331,30,44,-90,-244,52,187,730,sp,ids,-1.0356383676286787,1.0410125930475538
Jos,e,657,1996,3045,70,-94,511,-338,-10,13,20,sp,ids,-0.034152067381694295,0.5223800029863664
Jos,e,705,1738,2850,30,-21,52,79,-18,53,-39,sp,ids,0.18737485617524235,0.019345385558598174
Jos,a,666,1234,2922,40,54,344,-56,63,146,-0.6,sp,ids,0.0073842307852313264,-0.9633268903468095
Jos,a,1079,2224,3604,30,-290,-346,-499,10,-76,-33,sp,ids,1.9134388022230404,0.9669222230388127
Jos,o,531,974,2883,60,40,-31,122,-413,-1411,-957,sp,ids,-0.615660241718653,-1.4702610009329327
Jos,a,646,1581,2939,50,239,-96,-492,-8,-55,-174,sp,ids,-0.08491865403015894,-0.28676482737225306
Jos,o,647,1094,3404,450,-40,-27,-333,181,217,402,sp,ids,-0.08030350978938942,-1.236291411431645
Jos,u,372,1426,3123,80,0.7,182,26,69,410,232,sp,ids,-1.3494681760010057,-0.5889755471447494
Jos,i,395,2844,3028,100,0.8,-164,24,36,43,-651,sp,ids,-1.2433198584633067,2.1757651021287985
Jos,i,790,2162,2804,30,-128,-203,-86,-117,158,-112,sp,ids,0.5796621166406509,0.8460379351298142
Jos,o,596,871,2978,636.084,-0.8,82,-118,47,112,-91,sp,ids,-0.3156758660686346,-1.6710848985882043
Jos,e,617,2140,3039,80,16,-286,-189,-8,-24,-129,sp,ids,-0.21875783701247484,0.8031435103879114
Jos,o,579,1095,2064,80,-43,293,1065,246,146,-1050,sp,ids,-0.3941333181617163,-1.2343416648524677
Jos,o,626,936,3039,150,-14,-95,-192,2,-207,32,sp,ids,-0.1772215388455492,-1.5443513709416736
Jos,e,616,2339,3174,232.029,-397,-421,-80,46,-54,-238,sp,ids,-0.22337298125324434,1.1911430796442133
Jos,o,661,1343,3247,110,-63,349,-24,129,270,-82,sp,ids,-0.01569149041861624,-0.7508045132164733
Jos,o,661,1110,2689,140,-25,-110,289,9,-341,-601,sp,ids,-0.01569149041861624,-1.2050954661648066
Jos,o,572,946,3230,180,75,251,-63,-213,-34,83,sp,ids,-0.4264393278471029,-1.5248539051498997
Jos,o,428,849,3137,140,53,291,221,-225,-1604,-584,sp,ids,-1.0910200985179128,-1.713979323330107
Jos,o,350,932,2742,1884.279,-13,-62,170,26,155,-80,sp,ids,-1.4510013492979348,-1.5521503572583832
Jos,o,440,1021,3146,1116.355,242,25,16,196,-665,63,sp,ids,-1.0356383676286787,-1.378622911711595
Jos,o,1038,1063,3009,150,-55,374,-108,82,-551,-233,sp,ids,1.7242178883514903,-1.2967335553861443
Jos,e,517,1306,2497,80,-16,284,-112,94,-228,-131,sp,ids,-0.6802722610894262,-0.822945136646037
Jos,e,461,1457,3055,70,8,254,-12,68,-238,-37,sp,ids,-0.9387203385725189,-0.5285334031902502
Jos,e,433,1518,2844,60,16,11,-105,39,-35,-227,sp,ids,-1.0679443773140653,-0.409598861860429
Jos,e,319,1546,3277,60,0.4,-59,-85,11,-89,-20,sp,ids,-1.5940708207617897,-0.3550059576434619
Jos,e,349,1595,3249,70,9,14,20,2,217,16,sp,ids,-1.4556164935387044,-0.2594683752637695
Jos,e,413,1657,3101,40,5,67,9,7,-86,4,sp,ids,-1.1602472621294555,-0.13858408735477093
Jos,e,685,2227,2669,330,-41,48,-35,54,-12,-94,sp,ids,0.09507197135985208,0.972771462776345
Jos,o,543,1074,2275,803.271,44,1,-50,-10,-67,-117,sp,ids,-0.5602785108294188,-1.2752863430151928
Jos,o,562,1480,2412,114.753,-37,2,-49,-5,256,86,sp,ids,-0.47259077025479806,-0.48368923186917007
Jos,e,534,1274,2156,136.463,10,101,184,0.9,-153,-420,sp,ids,-0.6018148089963444,-0.8853370271797136
Jos,e,650,1266,2161,142.666,-43,228,-28,5,16,-43,sp,ids,-0.06645807706708089,-0.9009349998131329
Jos,a,757,1775,3228,65.13,-243,11,-129,-175,-86,117,sp,ids,0.427362356695257,0.09148600898816184
Jos,o,701,1003,2766,178.288,61,259,68,71,35,-11,sp,ids,0.1689142792121643,-1.413718350136788
Jos,a,822,1482,2632,220.202,6,-21,-126,-377,-299,-63,sp,ids,0.7273467323452754,-0.47978973871081526
Jos,i,667,1742,2815,52.724,30,254,-293,18,13,-117,sp,ids,0.01199937502600084,0.02714437187530776
Jos,o,763,1004,2813,120,18,469,60,73,8,37,sp,ids,0.4550532221398741,-1.4117686035576107
Jos,o,600,1089,2855,101.68,121,244,185,237,10,-18,sp,ids,-0.29721528910555656,-1.246040144327532
Jos,e,473,1871,2818,110,32,-21,-116,120,208,43,sp,ids,-0.8833386076832848,0.2786616805891919
Jos,e,616,2128,3073,90,-46,-5,-258,-18,-70,108,sp,ids,-0.22337298125324434,0.7797465514377827
Jos,o,603,1467,2570,452.558,-293,-520,170,-659,-240,27,sp,ids,-0.283369856383248,-0.5090359373984762
Jos,i,564,1735,2552,53.5,18,-14,-6,28,-8,17,sp,ids,-0.46336048177325906,0.013496145821065987
Jos,a,825,1725,2504,83.054,-96,43,24,-632,50,23,sp,ids,0.7411921650675839,-0.0060013199707079756
Jos,i,660,2387,3120,81.02,-236,-36,-301,-46,-54,-68,sp,ids,-0.020306634659385755,1.2847309154447284
Jos,a,818,2692,3247,99.246,-18,-1720,-52,10,-321,30,sp,ids,0.7088861553821973,1.8794036220938342
Jos,o,785,1353,3156,133.362,28,25,-83,40,-71,348,sp,ids,0.5565863954368034,-0.7313070474246994
Jos,o,800,1673,2869,158.173,-39,-159,-122,39,-95,-168,sp,ids,0.6258135590483461,-0.10738814208793258
Jos,o,1125,1801,3172,124.057,-568,29,-49,-688,-1253,-1393,sp,ids,2.125735437298438,0.14217942004677414
Jos,o,365,1778,2694,148.869,4,283,391,2,83,148,sp,ids,-1.381774185686392,0.09733524872569403
Jos,o,361,1237,2586,154.277,7,44,-359,-807,-1051,-1366,sp,ids,-1.4002347626494702,-0.9574776506092774
Jos,e,580,2119,2951,120,-30,555,467,76,-385,58,sp,ids,-0.38951817392094684,0.7621988322251861
Jos,e,593,2092,2891,30,-21,112,501,66,-108,-1127,sp,ids,-0.32952129879094316,0.7095556745873964
Jos,e,478,1902,3250,30,-92,-1258,-276,118,313,152,sp,ids,-0.8602628864794372,0.33910382454369115
Jos,e,637,715,2461,30,-39,50,108,-48,-1501,-98,sp,ids,-0.12645495219708455,-1.9752453649398782
Jos,a,741,749,2584,30,-88,-9,4,96,-246,-209,sp,ids,0.3535200488429448,-1.9089539812478467
Jos,a,747,1447,2702,60,42,237,56,93,213,-146,sp,ids,0.38121091428756193,-0.5480308689820241
Jos,o,588,951,2694,90,-34,-7,139,61,-78,-70,sp,ids,-0.3525970199947907,-1.5151051722540128
Jos,a,823,1695,3210,40,-18,-27,-150,18,43,491,sp,ids,0.731961876586045,-0.06449371734602986
Jos,e,605,2293,2629,100,6,142,362,51,12,-440,sp,ids,-0.274139567901709,1.101454737002053
Jos,e,511,2298,3386,30,-14,-76,-311,21,9,-409,sp,ids,-0.7079631265340433,1.11120346989794
Jos,e,377,2214,3867,30,82,-63,-1,-530,-64,56,sp,ids,-1.326392454797158,0.9474247572470388
Jos,a,742,1891,3757,50,31,340,501,30,203,569,sp,ids,0.35813519308371433,0.3176566121727398
