,speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,learned_cats
7125,Trevor2,a,785,1878,3040,50.0,-114.0,-127.0,-112.0,-19.0,-37.0,-23.0,sp,ids,2
7127,Trevor2,a,1078,2074,2928,140.486,-127.0,160.0,95.0,154.0,-39.0,-160.0,sp,ids,1
7128,Trevor2,i,483,677,2855,110.0,117.0,1602.0,79.0,-295.0,-1932.0,-318.0,sp,ids,0
7130,Trevor2,i,474,2780,3052,93.976,6.0,-198.0,-115.0,-110.0,395.0,122.0,sp,ids,3
7131,Trevor2,a,830,2175,2974,80.0,-58.0,-78.0,-11.0,-53.0,-9.0,-90.0,sp,ids,2
7133,Trevor2,a,698,1954,2708,30.0,-31.0,67.0,90.0,-14.0,-12.0,-18.0,sp,ids,2
7136,Trevor2,a,934,1010,2008,80.0,-41.0,825.0,811.0,-27.0,-815.0,-1354.0,sp,ids,2
7137,Trevor2,a,1049,1758,2144,150.0,-81.0,-190.0,55.0,109.0,-260.0,-704.0,sp,ids,2
7138,Trevor2,i,651,1655,2951,40.0,12.0,1012.0,-107.0,-18.0,-457.0,-22.0,sp,ids,1
7139,Trevor2,a,925,2007,2970,100.0,52.0,42.0,-30.0,-32.0,39.0,-81.0,sp,ids,2
7141,Trevor2,a,838,1947,2818,80.0,-153.0,-443.0,-362.0,46.0,-148.0,-2.0,sp,ids,2
7143,Trevor2,a,728,1917,2595,80.0,14.0,-209.0,221.0,21.0,48.0,-95.0,sp,ids,2
7145,Trevor2,a,776,1198,2104,60.0,29.0,203.0,341.0,54.0,34.0,-575.0,sp,ids,2
7147,Trevor2,i,663,2271,2786,80.0,103.0,429.0,975.0,147.0,69.0,17.0,sp,ids,3
7148,Trevor2,a,937,1917,2766,170.0,-77.0,107.0,109.0,149.0,-33.0,30.0,sp,ids,2
7150,Trevor2,i,551,1877,2903,30.0,-12.0,215.0,19.0,-19.0,-111.0,-10.0,sp,ids,2
7153,Trevor2,a,876,1645,2958,110.0,-17.0,-58.0,-112.0,581.0,809.0,1016.0,sp,ids,2
7154,Trevor2,i,313,1193,2817,30.0,-2.0,87.0,-348.0,25.0,242.0,185.0,sp,ids,0
7157,Trevor2,a,778,1659,2587,70.0,-30.0,-351.0,-973.0,4.0,-52.0,-237.0,sp,ids,2
7158,Trevor2,a,786,1628,2624,60.0,0.5,87.0,-84.0,41.0,241.0,40.0,sp,ids,2
7159,Trevor2,a,806,1693,2004,80.0,12.0,-272.0,135.0,55.0,-107.0,-40.0,sp,ids,2
7160,Trevor2,a,1004,1863,2661,120.0,-194.0,-73.0,5.0,242.0,608.0,505.0,sp,ids,2
7162,Trevor2,a,1631,2906,3853,165.926,-392.0,-959.0,-611.0,82.0,548.0,553.0,sp,ids,1
7164,Trevor2,a,769,1782,2650,100.0,46.0,-9.0,297.0,53.0,-50.0,-194.0,sp,ids,2
7167,Trevor2,a,784,1994,2466,70.0,-9.0,-91.0,52.0,46.0,-50.0,-127.0,sp,ids,2
7168,Trevor2,a,754,1962,2632,60.478,-10.0,18.0,269.0,45.0,79.0,-77.0,sp,ids,2
7172,Trevor2,a,826,1907,2894,90.0,29.0,23.0,275.0,22.0,53.0,-207.0,sp,ids,2
7185,Trevor2,a,1117,1169,2435,230.0,-371.0,1140.0,42.0,255.0,-197.0,495.0,sp,ids,2
7190,Trevor2,i,392,2630,2720,50.0,5.0,-277.0,87.0,42.0,12.0,-259.0,sp,ids,3
7199,Trevor2,a,777,1814,2016,70.0,-13.0,-7.0,-16.0,0.2,-31.0,-607.0,sp,ids,2
7200,Trevor2,a,818,1577,2903,80.0,29.0,42.0,-288.0,416.0,302.0,174.0,sp,ids,2
7204,Trevor2,a,740,1304,2454,110.0,50.0,-34.0,-44.0,154.0,-451.0,8.0,sp,ids,2
7205,Trevor2,i,588,2510,3053,50.0,26.0,-1653.0,-202.0,-204.0,224.0,467.0,sp,ids,3
7208,Trevor2,a,855,1619,2566,110.0,-78.0,-232.0,17.0,115.0,-294.0,-481.0,sp,ids,2
7209,Trevor2,a,898,1643,2067,70.0,-45.0,74.0,705.0,37.0,83.0,111.0,sp,ids,2
7210,Trevor2,a,834,1804,1857,30.0,4.0,-24.0,300.0,-4.0,-45.0,-5.0,sp,ids,2
7212,Trevor2,a,925,1661,1974,90.0,-146.0,234.0,87.0,-23.0,-257.0,-95.0,sp,ids,2
7218,Trevor2,a,900,1780,3102,54.275,541.0,-112.0,-30.0,-392.0,-9.0,-319.0,sp,ids,2
7219,Trevor2,a,898,2064,3110,99.566,-37.0,-204.0,-199.0,198.0,-144.0,213.0,sp,ids,2
7220,Trevor2,i,660,2754,3466,273.575,-80.0,-138.0,-239.0,332.0,2050.0,671.0,sp,ids,3
7222,Trevor2,a,867,1978,3120,71.333,130.0,0.2,16.0,27.0,45.0,-99.0,sp,ids,2
7223,Trevor2,a,947,2006,3150,108.55,-37.0,-148.0,-51.0,31.0,9.0,176.0,sp,ids,2
7224,Trevor2,a,881,1808,2803,70.175,49.0,69.0,13.0,213.0,49.0,-31.0,sp,ids,2
7225,Trevor2,a,1002,1725,2444,230.0,-121.0,-105.0,73.0,113.0,107.0,-112.0,sp,ids,2
7228,Trevor2,a,877,2332,3213,90.0,25.0,-102.0,-107.0,156.0,265.0,102.0,sp,ids,1
7231,Trevor2,i,317,2524,2917,60.0,-9.0,-323.0,-24.0,-2.0,256.0,-281.0,sp,ids,3
7232,Trevor2,a,916,2171,2975,150.0,104.0,-372.0,7.0,295.0,311.0,-102.0,sp,ids,2
7235,Trevor2,i,462,2518,3509,110.0,75.0,308.0,-280.0,80.0,275.0,13.0,sp,ids,3
7236,Trevor2,a,928,2073,3100,130.0,-10.0,-196.0,-182.0,124.0,316.0,696.0,sp,ids,2
7245,Trevor2,i,503,781,2839,140.0,36.0,524.0,-171.0,76.0,-278.0,131.0,sp,ids,0
7249,Trevor2,i,617,2502,2934,30.0,-92.0,-231.0,156.0,124.0,17.0,57.0,sp,ids,3
7250,Trevor2,a,891,2104,2478,110.0,-61.0,-274.0,60.0,105.0,2.0,-81.0,sp,ids,2
7259,Trevor2,a,784,1441,3111,120.0,-19.0,-54.0,-762.0,-57.0,14.0,-237.0,sp,ids,2
7260,Trevor2,a,789,1860,2663,80.0,63.0,-155.0,-101.0,155.0,33.0,-92.0,sp,ids,2
7266,Trevor2,a,859,1855,2902,81.003,-55.0,-4.0,-138.0,45.0,132.0,132.0,sp,ids,2
7268,Trevor2,i,587,1475,2748,133.362,-36.0,1020.0,143.0,147.0,-306.0,-41.0,sp,ids,2
7271,Trevor2,a,1045,1798,1954,120.0,-244.0,-54.0,314.0,123.0,66.0,-742.0,sp,ids,2
7272,Trevor2,i,1260,2697,3709,83.739,-1078.0,-784.0,-992.0,780.0,221.0,783.0,sp,ids,1
7273,Trevor2,a,432,1315,1686,145.041,569.0,390.0,738.0,-249.0,-383.0,-1451.0,sp,ids,0
7274,Trevor2,i,520,2292,2659,30.0,-6.0,427.0,286.0,-9.0,201.0,47.0,sp,ids,3
7275,Trevor2,a,873,1988,2593,130.0,-117.0,-1156.0,-365.0,46.0,-51.0,-196.0,sp,ids,2
7277,Trevor2,a,769,2086,3244,80.0,-88.0,-129.0,-309.0,-26.0,-115.0,279.0,sp,ids,2
7278,Trevor2,a,915,1809,2666,130.0,-38.0,160.0,-38.0,72.0,69.0,484.0,sp,ids,2
7281,Trevor2,a,740,1936,2450,30.0,140.0,54.0,186.0,-91.0,-305.0,195.0,sp,ids,2
7282,Trevor2,a,816,2033,3347,30.0,148.0,-837.0,-740.0,-209.0,-462.0,-294.0,sp,ids,2
7285,Trevor2,a,993,1881,2687,110.0,-42.0,96.0,226.0,371.0,5.0,285.0,sp,ids,2
7286,Trevor2,a,934,2024,2732,110.0,-14.0,-258.0,-71.0,14.0,-81.0,155.0,sp,ids,2
7287,Trevor2,a,1030,1858,3001,90.0,8.0,-62.0,-160.0,125.0,-40.0,129.0,sp,ids,2
7290,Trevor2,i,387,1195,2792,30.0,62.0,-89.0,130.0,25.0,-5.0,29.0,sp,ids,0
7292,Trevor2,i,752,2414,2778,40.0,-287.0,258.0,115.0,-6.0,-19.0,-87.0,sp,ids,1
7293,Trevor2,a,865,2190,2698,30.0,21.0,-66.0,-435.0,-17.0,41.0,-231.0,sp,ids,2
7295,Trevor2,a,1574,1946,3063,60.0,-844.0,-898.0,-445.0,770.0,219.0,574.0,sp,ids,1
7296,Trevor2,a,881,1481,2604,50.0,-9.0,96.0,131.0,-87.0,-1202.0,-1116.0,sp,ids,2
7303,Trevor2,a,753,1894,2543,70.0,-18.0,-133.0,7.0,153.0,-197.0,-103.0,sp,ids,2
7304,Trevor2,i,700,1909,3036,30.0,1.0,141.0,168.0,-104.0,368.0,-147.0,sp,ids,2
7311,Trevor2,a,793,1616,2727,60.0,6.0,773.0,242.0,-11.0,-383.0,-288.0,sp,ids,2
7318,Trevor2,a,960,1722,2730,100.0,-123.0,209.0,70.0,134.0,490.0,-27.0,sp,ids,2
7323,Trevor2,a,854,2273,2743,140.0,10.0,-446.0,12.0,170.0,255.0,-48.0,sp,ids,2
7324,Trevor2,i,358,885,2770,120.0,93.0,-397.0,-140.0,-54.0,-860.0,-144.0,sp,ids,0
7327,Trevor2,a,878,2126,2856,164.057,-37.0,-3.0,401.0,66.0,113.0,149.0,sp,ids,2
7328,Trevor2,i,458,1497,3058,110.0,-19.0,-292.0,-274.0,-285.0,-432.0,585.0,sp,ids,1
7332,Trevor2,a,957,1940,2771,80.0,-22.0,155.0,-258.0,108.0,-85.0,-190.0,sp,ids,2
7333,Trevor2,a,868,1875,2482,40.0,8.0,-595.0,-85.0,282.0,1053.0,527.0,sp,ids,2
7337,Trevor2,a,819,1717,2710,100.0,-249.0,-654.0,-843.0,105.0,28.0,181.0,sp,ids,2
7345,Trevor2,a,984,2149,2801,70.0,-24.0,-69.0,215.0,6.0,28.0,-66.0,sp,ids,2
7349,Trevor2,i,520,833,2710,416.726,-64.0,86.0,-27.0,-31.0,-1839.0,-582.0,sp,ids,0
7352,Trevor2,a,949,1885,2636,160.0,-238.0,-554.0,-616.0,101.0,-9.0,-45.0,sp,ids,2
7353,Trevor2,a,952,1986,2760,100.0,-9.0,45.0,165.0,177.0,133.0,-70.0,sp,ids,2
7354,Trevor2,a,929,1443,1964,170.0,-62.0,378.0,70.0,-44.0,-343.0,-478.0,sp,ids,2
7355,Trevor2,a,1064,1868,3257,120.0,-154.0,-145.0,-1335.0,592.0,48.0,114.0,sp,ids,2
7356,Trevor2,a,695,1889,2587,70.0,-116.0,-757.0,75.0,19.0,5.0,367.0,sp,ids,2
7358,Trevor2,i,528,715,2657,60.0,0.8,180.0,-163.0,58.0,-966.0,-50.0,sp,ids,0
7360,Trevor2,a,932,1576,2614,90.0,-182.0,-686.0,-850.0,76.0,-530.0,-45.0,sp,ids,2
7361,Trevor2,a,870,1482,2008,140.0,-50.0,307.0,482.0,-74.0,-245.0,-791.0,sp,ids,2
7362,Trevor2,a,700,1675,2889,150.0,295.0,194.0,-128.0,586.0,993.0,888.0,sp,ids,1
7363,Trevor2,i,491,2695,3245,70.0,-27.0,13.0,512.0,28.0,752.0,528.0,sp,ids,3
7364,Trevor2,a,847,1986,2898,80.0,-66.0,-133.0,-191.0,-155.0,11.0,-7.0,sp,ids,2
7367,Trevor2,a,795,1828,2981,50.0,-110.0,-47.0,217.0,-80.0,-67.0,42.0,sp,ids,2
7368,Trevor2,a,936,1836,2459,130.0,-72.0,25.0,-163.0,30.0,-13.0,-308.0,sp,ids,2
7369,Trevor2,a,947,1862,2712,60.0,-74.0,11.0,19.0,-35.0,-36.0,-237.0,sp,ids,2
7370,Trevor2,a,559,1976,2874,240.0,101.0,-229.0,735.0,-103.0,-276.0,-1276.0,sp,ids,3
7371,Trevor2,i,430,728,2904,120.0,137.0,2055.0,737.0,-345.0,-2029.0,-103.0,sp,ids,0
7372,Trevor2,a,864,1885,2954,100.0,51.0,-279.0,-348.0,-42.0,-115.0,0.1,sp,ids,2
7373,Trevor2,a,798,1784,2968,40.0,58.0,60.0,-26.0,-17.0,-102.0,-64.0,sp,ids,2
7376,Trevor2,a,1109,2235,2777,120.0,-308.0,-263.0,76.0,108.0,440.0,-51.0,sp,ids,1
7377,Trevor2,a,817,1616,2684,70.0,-3.0,-240.0,-232.0,-70.0,-340.0,-113.0,sp,ids,2
7378,Trevor2,a,803,1840,3108,90.0,49.0,-85.0,-431.0,243.0,70.0,-26.0,sp,ids,2
7380,Trevor2,a,818,1715,2905,60.0,-73.0,-269.0,-264.0,94.0,-171.0,36.0,sp,ids,2
7385,Trevor2,a,893,1774,3244,50.0,54.0,-90.0,10.0,35.0,-25.0,-181.0,sp,ids,2
7389,Trevor2,a,893,1744,2501,50.0,-139.0,-293.0,155.0,30.0,-103.0,-237.0,sp,ids,2
7390,Trevor2,i,487,694,2711,70.0,80.0,1810.0,375.0,10.0,-1458.0,-52.0,sp,ids,0
7391,Trevor2,i,488,2587,2801,60.0,-13.0,-70.0,128.0,13.0,-224.0,-66.0,sp,ids,3
7392,Trevor2,a,636,1440,2404,120.0,92.0,677.0,116.0,360.0,-338.0,-245.0,sp,ids,2
7395,Trevor2,a,697,1683,2992,50.0,-129.0,-14.0,-156.0,-7.0,-263.0,47.0,sp,ids,2
7398,Trevor2,i,533,2737,3031,60.0,-80.0,206.0,-7.0,-13.0,-93.0,-39.0,sp,ids,3
7399,Trevor2,a,569,2009,3095,30.0,12.0,-33.0,89.0,35.0,47.0,259.0,sp,ids,3
7402,Trevor2,a,804,2119,3118,70.0,-63.0,-116.0,-41.0,-4.0,-70.0,149.0,sp,ids,2
7403,Trevor2,a,755,2166,2813,30.0,6.0,-28.0,46.0,-56.0,-27.0,-101.0,sp,ids,2
7404,Trevor2,a,547,2213,2887,30.0,65.0,-90.0,-49.0,17.0,49.0,-5.0,sp,ids,3
7405,Trevor2,a,932,2085,2714,90.0,-165.0,-31.0,64.0,91.0,-7.0,-57.0,sp,ids,2
7408,Trevor2,a,800,1952,3206,30.0,7.0,27.0,339.0,19.0,14.0,314.0,sp,ids,2
7409,Trevor2,a,765,1923,2938,50.0,31.0,3.0,131.0,87.0,-60.0,-158.0,sp,ids,2
7411,Trevor2,a,874,1958,3148,140.0,77.0,-370.0,120.0,397.0,-136.0,311.0,sp,ids,1
7415,Trevor2,a,822,1285,1965,70.0,-46.0,-1.0,801.0,-4.0,-498.0,-395.0,sp,ids,2
7416,Trevor2,a,754,1925,2947,70.0,88.0,-12.0,-156.0,134.0,49.0,-145.0,sp,ids,2
7418,Trevor2,i,583,2759,3407,90.0,-16.0,-124.0,-528.0,-34.0,79.0,477.0,sp,ids,3
7421,Trevor2,a,790,1774,2671,70.0,-22.0,99.0,93.0,101.0,15.0,-494.0,sp,ids,2
7422,Trevor2,a,817,1765,2628,110.0,-69.0,-13.0,137.0,124.0,-261.0,-131.0,sp,ids,1
7423,Trevor2,i,474,2693,2762,90.0,21.0,-74.0,140.0,202.0,179.0,-114.0,sp,ids,3
7424,Trevor2,a,911,2032,2810,280.0,-26.0,-119.0,-124.0,143.0,809.0,291.0,sp,ids,2
7425,Trevor2,i,476,906,2766,220.0,103.0,1751.0,-26.0,9.0,-460.0,-298.0,sp,ids,0
7426,Trevor2,i,386,498,2844,110.0,-2.0,28.0,64.0,-103.0,-81.0,-18.0,sp,ids,0
7427,Trevor2,a,985,2123,2743,130.0,-190.0,154.0,398.0,57.0,-102.0,-79.0,sp,ids,2
7431,Trevor2,a,764,1788,3028,100.0,-34.0,-115.0,-83.0,95.0,-41.0,-288.0,sp,ids,2
7432,Trevor2,a,826,1713,3529,110.0,46.0,90.0,-55.0,190.0,-238.0,164.0,sp,ids,2
7435,Trevor2,a,793,1861,2977,110.0,-1.0,11.0,-339.0,186.0,59.0,-611.0,sp,ids,2
7436,Trevor2,i,566,3049,3983,40.0,3.0,-398.0,-854.0,-2.0,103.0,274.0,sp,ids,3
7437,Trevor2,a,855,2075,2807,110.0,-46.0,66.0,-130.0,210.0,-18.0,-317.0,sp,ids,2
7438,Trevor2,i,368,1249,3068,30.0,63.0,477.0,-23.0,-40.0,460.0,419.0,sp,ids,1
7439,Trevor2,a,1065,2190,3061,120.0,-717.0,-1360.0,-681.0,140.0,103.0,-149.0,sp,ids,2
7441,Trevor2,a,1086,2075,3128,30.0,39.0,-41.0,-53.0,94.0,4.0,15.0,sp,ids,2
7442,Trevor2,a,1016,1753,3033,80.0,-16.0,139.0,-142.0,525.0,45.0,1009.0,sp,ids,2
7445,Trevor2,a,851,2207,2867,60.0,-100.0,-1286.0,-472.0,-137.0,78.0,-157.0,sp,ids,2
7446,Trevor2,i,415,2528,3140,40.0,-86.0,-1743.0,-301.0,64.0,384.0,223.0,sp,ids,3
7447,Trevor2,a,789,2290,2871,80.0,-107.0,-152.0,0.0,-10.0,86.0,-211.0,sp,ids,2
7448,Trevor2,a,875,2201,2777,80.0,12.0,51.0,434.0,166.0,69.0,203.0,sp,ids,2
7450,Trevor2,a,961,1827,2408,110.0,-201.0,-138.0,208.0,45.0,-71.0,121.0,sp,ids,2
7451,Trevor2,a,724,2013,2577,80.0,86.0,-20.0,190.0,87.0,48.0,-4.0,sp,ids,2
7453,Trevor2,a,769,1449,2507,60.0,7.0,-401.0,-76.0,151.0,580.0,115.0,sp,ids,2
7454,Trevor2,a,856,2152,2821,70.0,33.0,-140.0,70.0,205.0,-19.0,-73.0,sp,ids,2
7458,Trevor2,a,949,1996,2670,120.0,-0.6,105.0,279.0,393.0,636.0,434.0,sp,ids,2
7460,Trevor2,a,972,2148,2890,120.0,-132.0,-4.0,85.0,97.0,-58.0,-160.0,sp,ids,2
7461,Trevor2,a,698,2074,2936,30.0,-56.0,-268.0,-592.0,-88.0,51.0,-22.0,sp,ids,2
7462,Trevor2,i,602,1904,2881,30.0,92.0,59.0,82.0,164.0,379.0,275.0,sp,ids,1
7463,Trevor2,a,818,2092,2866,70.0,-364.0,-806.0,-359.0,69.0,-101.0,88.0,sp,ids,2
7464,Trevor2,i,396,620,2865,60.0,225.0,2197.0,81.0,-211.0,-2049.0,-58.0,sp,ids,0
7465,Trevor2,a,810,942,2427,110.0,-86.0,-191.0,-200.0,-136.0,-1061.0,-561.0,sp,ids,2
7466,Trevor2,i,411,697,3159,30.0,293.0,2379.0,900.0,55.0,-160.0,-12.0,sp,ids,0
7467,Trevor2,a,961,2185,2859,90.0,-245.0,-1160.0,-597.0,38.0,126.0,287.0,sp,ids,2
7468,Trevor2,i,452,574,2942,30.0,-126.0,1069.0,132.0,-117.0,-2364.0,-506.0,sp,ids,0
7469,Trevor2,a,938,2064,2960,110.0,-118.0,135.0,114.0,-15.0,150.0,-78.0,sp,ids,2
7472,Trevor2,a,893,1924,2787,80.0,-70.0,-84.0,-33.0,96.0,136.0,-162.0,sp,ids,2
7473,Trevor2,i,331,2493,2883,60.0,16.0,-1835.0,-249.0,60.0,254.0,22.0,sp,ids,3
7474,Trevor2,a,868,1819,2842,140.0,87.0,-125.0,130.0,313.0,-268.0,567.0,sp,ids,2
7477,Trevor2,i,461,2530,2880,30.0,26.0,-161.0,-154.0,49.0,4.0,-18.0,sp,ids,3
7479,Trevor2,a,835,2106,2851,90.0,-31.0,297.0,70.0,28.0,-163.0,28.0,sp,ids,2
7480,Trevor2,i,622,2822,3108,80.0,-25.0,-70.0,448.0,23.0,251.0,101.0,sp,ids,3
7481,Trevor2,a,296,1254,2485,100.0,445.0,-447.0,-100.0,-601.0,-706.0,-481.0,sp,ids,0
7483,Trevor2,a,1017,1854,3340,90.0,-132.0,-155.0,-179.0,134.0,80.0,781.0,sp,ids,2
7485,Trevor2,i,490,2153,2888,90.0,-103.0,-1267.0,-3.0,17.0,1416.0,150.0,sp,ids,3
7486,Trevor2,a,866,2059,2855,120.0,-466.0,-1258.0,-627.0,-119.0,-188.0,-169.0,sp,ids,2
7490,Trevor2,i,417,878,2760,79.72,9.0,32.0,22.0,-8.0,10.0,251.0,sp,ids,0
7491,Trevor2,a,810,1937,2676,70.0,-35.0,-61.0,-136.0,-146.0,-165.0,-155.0,sp,ids,2
7492,Trevor2,i,825,1796,2766,30.0,36.0,-195.0,-104.0,61.0,-634.0,-72.0,sp,ids,2
7493,Trevor2,a,1142,1941,2747,135.378,-148.0,102.0,-233.0,88.0,90.0,-434.0,sp,ids,2
7494,Trevor2,a,1122,1759,2800,160.0,-110.0,149.0,138.0,192.0,442.0,238.0,sp,ids,2
7496,Trevor2,a,1163,2032,2910,114.515,-184.0,62.0,-218.0,104.0,192.0,-281.0,sp,ids,2
7498,Trevor3,i,436,2808,3188,50.0,-5.0,34.0,-245.0,8.0,170.0,144.0,sp,ids,3
7500,Trevor3,a,1015,2084,3139,80.0,-132.0,89.0,-151.0,173.0,-544.0,360.0,sp,ids,1
7501,Trevor3,i,618,2668,3823,80.0,-91.0,-195.0,-454.0,9.0,58.0,876.0,sp,ids,3
7502,Trevor3,i,602,2857,2958,40.0,6.0,-100.0,617.0,129.0,415.0,-79.0,sp,ids,3
7503,Trevor3,a,979,1704,2267,160.0,-9.0,-7.0,-443.0,169.0,156.0,390.0,sp,ids,2
7506,Trevor3,a,886,1308,1804,80.0,-124.0,323.0,196.0,346.0,177.0,-266.0,sp,ids,2
7510,Trevor3,a,934,1698,3139,100.0,64.0,-32.0,-163.0,18.0,-48.0,52.0,sp,ids,2
7512,Trevor3,i,578,638,2794,40.0,-8.0,-13.0,28.0,-54.0,-1531.0,-134.0,sp,ids,0
7513,Trevor3,a,893,1639,2239,80.0,-66.0,129.0,500.0,24.0,-363.0,-742.0,sp,ids,2
7516,Trevor3,a,770,955,2023,160.0,189.0,946.0,995.0,-133.0,-1210.0,-1520.0,sp,ids,2
7517,Trevor3,a,976,1111,1791,110.0,-92.0,569.0,133.0,232.0,-77.0,-76.0,sp,ids,2
7519,Trevor3,a,872,1682,2509,160.0,-3.0,11.0,52.0,9.0,-83.0,223.0,sp,ids,2
7520,Trevor3,i,433,2774,3004,70.0,28.0,53.0,374.0,4.0,425.0,279.0,sp,ids,3
7526,Trevor3,i,501,2576,2592,30.0,0.7,-146.0,477.0,7.0,65.0,-89.0,sp,ids,3
7527,Trevor3,a,948,1776,2697,150.0,-71.0,90.0,-254.0,237.0,948.0,915.0,sp,ids,2
7529,Trevor3,a,912,1353,1862,110.0,-104.0,168.0,787.0,112.0,280.0,146.0,sp,ids,2
7530,Trevor3,i,517,2588,3145,40.0,-54.0,-119.0,-213.0,-23.0,1928.0,402.0,sp,ids,3
7532,Trevor3,i,481,2070,2913,50.0,-45.0,63.0,808.0,-6.0,-399.0,169.0,sp,ids,3
7533,Trevor3,a,765,1485,2605,130.0,-2.0,586.0,117.0,134.0,-153.0,167.0,sp,ids,2
7536,Trevor3,a,889,1515,1798,100.0,-69.0,42.0,-134.0,144.0,293.0,-997.0,sp,ids,2
7538,Trevor3,a,778,1727,2538,70.0,-53.0,-73.0,-73.0,4.0,20.0,-225.0,sp,ids,2
7541,Trevor3,a,879,1323,1724,130.0,-378.0,-265.0,-115.0,-58.0,-494.0,-1230.0,sp,ids,2
7543,Trevor3,i,505,2654,3020,60.0,0.4,197.0,318.0,-16.0,52.0,52.0,sp,ids,3
7544,Trevor3,a,816,2314,2799,80.0,-13.0,-79.0,66.0,44.0,94.0,-166.0,sp,ids,1
7545,Trevor3,a,852,1938,2912,100.0,-31.0,104.0,117.0,367.0,607.0,-28.0,sp,ids,2
7546,Trevor3,a,873,1707,3165,110.0,-446.0,-352.0,-122.0,64.0,-290.0,92.0,sp,ids,2
7550,Trevor3,a,791,1416,2753,60.0,-33.0,-121.0,77.0,-45.0,-1.0,-169.0,sp,ids,2
7551,Trevor3,a,1040,1906,2843,50.0,-294.0,-135.0,-97.0,-10.0,98.0,18.0,sp,ids,2
7552,Trevor3,i,867,2777,3213,40.0,64.0,18.0,155.0,86.0,109.0,203.0,sp,ids,3
7553,Trevor3,a,1005,2191,2861,90.0,-193.0,94.0,39.0,-38.0,105.0,-36.0,sp,ids,2
7555,Trevor3,i,499,876,2891,30.0,-0.8,87.0,-26.0,-51.0,-11.0,-88.0,sp,ids,0
7560,Trevor3,a,886,1594,2766,150.0,151.0,197.0,313.0,120.0,-37.0,-879.0,sp,ids,2
7562,Trevor3,a,782,2027,2819,70.0,-83.0,-197.0,23.0,15.0,-20.0,-143.0,sp,ids,2
7563,Trevor3,i,514,2546,3269,40.0,11.0,-145.0,-174.0,53.0,-223.0,146.0,sp,ids,3
7565,Trevor3,a,890,1969,2899,90.0,-147.0,-9.0,-23.0,12.0,20.0,43.0,sp,ids,2
7566,Trevor3,i,522,2753,3340,60.0,-378.0,-1865.0,-450.0,-1.0,311.0,370.0,sp,ids,3
7567,Trevor3,a,646,2079,2681,70.0,58.0,238.0,213.0,-363.0,-13.0,-213.0,sp,ids,2
7568,Trevor3,a,937,1767,2835,100.0,62.0,285.0,120.0,66.0,443.0,222.0,sp,ids,2
7570,Trevor3,a,584,1380,2914,30.0,-29.0,23.0,-384.0,73.0,-77.0,-217.0,sp,ids,2
7573,Trevor3,i,399,575,2879,80.0,-3.0,1803.0,65.0,-23.0,-495.0,284.0,sp,ids,0
7574,Trevor3,a,854,1533,1776,130.0,-126.0,18.0,448.0,187.0,817.0,-86.0,sp,ids,2
7577,Trevor3,a,1080,1830,2855,90.0,-69.0,118.0,75.0,32.0,206.0,-127.0,sp,ids,1
7578,Trevor3,i,408,2672,3314,70.0,279.0,-869.0,-453.0,22.0,625.0,355.0,sp,ids,3
7579,Trevor3,a,967,1900,3077,150.0,39.0,-1.0,-422.0,-35.0,-59.0,-724.0,sp,ids,2
7581,Trevor3,i,424,2665,2876,150.0,-139.0,-1644.0,20.0,-182.0,468.0,-42.0,sp,ids,3
7582,Trevor3,a,750,1891,2963,30.0,49.0,-16.0,25.0,48.0,214.0,-51.0,sp,ids,2
7587,Trevor3,a,923,1802,2437,110.0,-40.0,33.0,-98.0,-0.4,18.0,-377.0,sp,ids,2
7590,Trevor3,a,912,1829,2841,130.0,-29.0,-99.0,40.0,322.0,473.0,36.0,sp,ids,2
7594,Trevor3,i,597,2724,2984,70.0,-87.0,-130.0,3.0,172.0,110.0,201.0,sp,ids,3
7595,Trevor3,a,626,1829,2425,50.0,178.0,103.0,480.0,32.0,-28.0,-328.0,sp,ids,2
7604,Trevor3,a,1026,1623,2840,180.0,-227.0,-643.0,-1021.0,17.0,-263.0,-95.0,sp,ids,2
7605,Trevor3,a,1028,1777,2593,70.0,8.0,-57.0,103.0,19.0,-44.0,-3.0,sp,ids,2
7607,Trevor3,a,954,977,1824,100.0,-109.0,648.0,680.0,164.0,-668.0,-1209.0,sp,ids,2
7608,Trevor3,a,1013,1685,1757,110.0,-126.0,-287.0,67.0,159.0,-31.0,-329.0,sp,ids,2
7609,Trevor3,a,928,1707,1744,100.0,-32.0,9.0,133.0,91.0,-37.0,-686.0,sp,ids,2
7610,Trevor3,a,1057,1612,2691,230.0,-82.0,-47.0,-867.0,156.0,-32.0,-13.0,sp,ids,2
7612,Trevor3,i,621,740,2814,60.0,19.0,1950.0,740.0,77.0,-207.0,81.0,sp,ids,0
7613,Trevor3,a,853,1889,2260,120.0,-424.0,-1081.0,267.0,371.0,6.0,36.0,sp,ids,2
7615,Trevor3,i,439,2455,3532,30.0,-28.0,-1915.0,-1126.0,50.0,140.0,-179.0,sp,ids,3
7617,Trevor3,i,423,1123,2664,110.0,46.0,-120.0,-74.0,-50.0,-329.0,44.0,sp,ids,0
7622,Trevor3,a,786,1741,2329,90.0,-96.0,184.0,-110.0,15.0,-210.0,-20.0,sp,ids,2
