,speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,learned_cats
5922,Maddy2,a,774,1365,2670,90.0,-11.0,-11.0,-39.0,113.0,232.0,66.0,sp,ids,2
5923,Maddy2,a,932,1372,1732,140.0,-141.0,57.0,966.0,-6.0,-422.0,-1130.0,sp,ids,2
5927,Maddy2,a,677,1392,1824,60.0,-8.0,255.0,-8.0,41.0,-396.0,-1118.0,sp,ids,0
5929,Maddy2,a,854,1362,2655,70.0,-18.0,-20.0,7.0,68.0,68.0,-31.0,sp,ids,2
5930,Maddy2,a,954,1800,2893,150.0,-10.0,-220.0,-249.0,9.0,51.0,-270.0,sp,ids,2
5931,Maddy2,i,655,2640,3018,120.0,5.0,-53.0,-54.0,86.0,4.0,71.0,sp,ids,3
5932,Maddy2,a,829,1805,2246,120.0,-20.0,156.0,726.0,-146.0,12.0,-546.0,sp,ids,2
5933,Maddy2,i,675,2704,3118,100.0,-16.0,-11.0,-30.0,95.0,1808.0,436.0,sp,ids,3
5934,Maddy2,a,825,1862,3075,100.0,-115.0,70.0,-76.0,107.0,178.0,167.0,sp,ids,2
5936,Maddy2,a,745,1251,2660,130.0,-23.0,63.0,90.0,38.0,106.0,-115.0,sp,ids,2
5937,Maddy2,a,851,1557,3035,200.0,-2.0,-217.0,-325.0,-241.0,-412.0,-320.0,sp,ids,2
5938,Maddy2,a,904,956,1798,180.0,10.0,1004.0,1330.0,133.0,-263.0,-441.0,sp,ids,2
5939,Maddy2,i,382,2250,3237,50.0,15.0,-1383.0,-368.0,-31.0,-10.0,-213.0,sp,ids,3
5944,Maddy2,a,831,1373,2997,610.0,28.0,236.0,-82.0,274.0,338.0,-1.0,sp,ids,2
5951,Maddy2,a,881,1621,2298,240.0,-97.0,174.0,824.0,-9.0,-82.0,-661.0,sp,ids,2
5958,Maddy2,i,446,2800,3025,100.0,138.0,-81.0,144.0,21.0,226.0,-265.0,sp,ids,3
5959,Maddy2,a,898,2040,3034,140.0,-233.0,-1063.0,-927.0,301.0,283.0,83.0,sp,ids,2
5973,Maddy2,a,718,1227,2349,100.0,-15.0,-301.0,-112.0,99.0,-98.0,-2.0,sp,ids,2
5974,Maddy2,a,796,1653,2532,200.0,-75.0,77.0,128.0,19.0,-34.0,-76.0,sp,ids,2
5975,Maddy2,a,567,1662,2693,70.0,56.0,144.0,13.0,64.0,117.0,66.0,sp,ids,2
5976,Maddy2,a,734,2312,2400,114.753,-22.0,-67.0,911.0,-68.0,120.0,-755.0,sp,ids,2
5982,Maddy2,i,458,566,2893,90.0,-251.0,0.1,-198.0,49.0,-1608.0,-460.0,sp,ids,0
5992,Maddy2,i,435,2362,3003,40.0,-18.0,222.0,288.0,-10.0,197.0,-27.0,sp,ids,3
5993,Maddy2,a,805,1861,2278,60.0,47.0,161.0,752.0,-148.0,-51.0,77.0,sp,ids,2
6000,Maddy2,a,757,1728,2551,161.274,-407.0,85.0,18.0,232.0,-431.0,-250.0,sp,ids,2
6001,Maddy2,i,523,2539,3147,30.0,7.0,30.0,252.0,10.0,129.0,330.0,sp,ids,3
6003,Maddy2,a,707,1876,2876,50.0,54.0,-109.0,-189.0,5.0,4.0,60.0,sp,ids,2
6004,Maddy2,a,729,1921,2781,71.333,-18.0,11.0,51.0,126.0,-57.0,-436.0,sp,ids,2
6005,Maddy2,i,1324,2349,3261,58.927,-651.0,-218.0,-97.0,-356.0,-652.0,-65.0,sp,ids,1
6006,Maddy2,i,464,2826,3181,80.0,-8.0,-2306.0,-316.0,37.0,1878.0,324.0,sp,ids,3
6011,Maddy2,a,785,1662,2776,80.637,2.0,-7.0,88.0,82.0,30.0,-80.0,sp,ids,2
6012,Maddy2,a,865,1673,2712,227.195,-336.0,-276.0,-43.0,-19.0,-26.0,22.0,sp,ids,2
6013,Maddy2,a,628,1742,2979,186.086,149.0,16.0,-667.0,484.0,56.0,105.0,sp,ids,1
6014,Maddy2,i,486,1721,2391,30.0,23.0,48.0,89.0,35.0,71.0,46.0,sp,ids,0
6015,Maddy2,i,547,2099,2820,80.0,21.0,-64.0,-53.0,14.0,32.0,105.0,sp,ids,3
6016,Maddy2,i,443,1507,2267,30.0,24.0,29.0,-27.0,5.0,115.0,-38.0,sp,ids,3
6017,Maddy2,i,550,1741,2464,30.0,-46.0,-58.0,-62.0,-2.0,-32.0,-65.0,sp,ids,2
6018,Maddy2,i,451,806,2909,145.767,-22.0,332.0,-147.0,-44.0,73.0,87.0,sp,ids,0
6020,Maddy2,a,543,1498,2519,178.747,293.0,244.0,308.0,-122.0,-200.0,12.0,sp,ids,2
6021,Maddy2,a,820,1517,2369,110.0,-87.0,25.0,83.0,10.0,-79.0,-53.0,sp,ids,2
6022,Maddy2,a,701,2043,2818,120.0,-188.0,-359.0,-582.0,125.0,-321.0,63.0,sp,ids,2
6031,Maddy2,a,727,1652,2654,70.0,-27.0,-60.0,19.0,-69.0,-111.0,92.0,sp,ids,2
6032,Maddy2,a,862,1697,2744,130.0,-53.0,27.0,-69.0,36.0,26.0,121.0,sp,ids,2
6034,Maddy2,a,864,1563,2633,173.68,-273.0,-365.0,-108.0,209.0,127.0,-102.0,sp,ids,2
6037,Maddy2,a,805,1483,2020,417.635,-38.0,-82.0,586.0,-81.0,-39.0,-792.0,sp,ids,2
6038,Maddy2,i,414,2017,2987,133.009,-14.0,820.0,520.0,2.0,30.0,-86.0,sp,ids,3
6039,Maddy2,a,828,1586,2198,173.68,-46.0,-103.0,-349.0,99.0,93.0,-113.0,sp,ids,2
6046,Maddy2,i,472,2848,3224,165.498,-22.0,-71.0,-113.0,138.0,1365.0,349.0,sp,ids,3
6048,Maddy2,a,649,1488,2343,110.0,7.0,263.0,300.0,152.0,277.0,-8.0,sp,ids,2
6049,Maddy2,a,870,1662,2539,160.0,-76.0,47.0,151.0,8.0,64.0,699.0,sp,ids,2
6054,Maddy2,a,541,1005,2248,150.0,222.0,736.0,676.0,-28.0,-212.0,-382.0,sp,ids,0
6056,Maddy2,a,609,1192,2813,60.0,18.0,86.0,30.0,90.0,-24.0,-67.0,sp,ids,0
6059,Maddy2,a,908,1723,2661,200.0,-27.0,111.0,295.0,26.0,-52.0,726.0,sp,ids,2
6060,Maddy2,i,464,1671,2583,60.0,3.0,-334.0,210.0,-929.0,-701.0,-1049.0,sp,ids,1
6068,Maddy2,a,633,1458,2873,60.0,-14.0,6.0,-37.0,65.0,147.0,80.0,sp,ids,2
6069,Maddy2,a,681,1710,2873,90.0,-32.0,152.0,-149.0,154.0,127.0,-24.0,sp,ids,2
6071,Maddy2,a,763,1537,2839,120.0,-16.0,32.0,34.0,107.0,186.0,-58.0,sp,ids,2
6072,Maddy2,a,803,1558,2598,110.0,-63.0,-311.0,-39.0,90.0,-102.0,-215.0,sp,ids,2
6076,Maddy2,a,777,1261,2985,620.287,14.0,-247.0,-3.0,62.0,-63.0,83.0,sp,ids,2
6077,Maddy2,a,829,1368,2864,680.0,72.0,210.0,-178.0,60.0,-9.0,-67.0,sp,ids,2
6080,Maddy2,i,592,1975,2998,30.0,-39.0,-1180.0,-417.0,232.0,1190.0,254.0,sp,ids,3
6081,Maddy2,a,737,1554,2911,80.0,-68.0,-27.0,-12.0,70.0,80.0,-24.0,sp,ids,2
6082,Maddy2,a,658,1879,2812,100.0,11.0,68.0,38.0,35.0,33.0,-18.0,sp,ids,2
6084,Maddy2,a,721,1660,2785,150.0,22.0,41.0,71.0,93.0,7.0,-117.0,sp,ids,2
6085,Maddy2,a,764,1530,2558,100.0,-78.0,-299.0,18.0,108.0,154.0,401.0,sp,ids,2
6089,Maddy2,i,388,1991,2980,50.0,-50.0,-80.0,-198.0,25.0,159.0,294.0,sp,ids,3
6091,Maddy2,a,652,1333,2842,60.0,-39.0,162.0,-5.0,94.0,352.0,71.0,sp,ids,2
6093,Maddy2,i,493,2228,2778,70.0,4.0,94.0,16.0,-1.0,-227.0,86.0,sp,ids,3
6099,Maddy2,a,604,1263,2937,50.0,14.0,-87.0,-35.0,69.0,23.0,10.0,sp,ids,0
6100,Maddy2,a,735,1756,2907,70.0,-34.0,240.0,-236.0,41.0,174.0,-71.0,sp,ids,2
6102,Maddy2,a,691,1161,2644,70.0,43.0,287.0,435.0,108.0,202.0,-267.0,sp,ids,2
6103,Maddy2,a,615,1226,2744,60.0,41.0,-52.0,90.0,-6.0,-108.0,-171.0,sp,ids,2
6104,Maddy2,i,364,629,2863,160.0,208.0,2489.0,666.0,-104.0,-427.0,-37.0,sp,ids,0
6107,Maddy2,a,641,1359,2610,80.0,41.0,60.0,32.0,119.0,164.0,-31.0,sp,ids,2
6108,Maddy2,a,613,1135,2331,60.0,-15.0,-3.0,106.0,6.0,-68.0,-255.0,sp,ids,2
6109,Maddy2,a,544,1990,2746,60.0,79.0,-198.0,105.0,56.0,-176.0,-45.0,sp,ids,3
6110,Maddy2,i,458,2682,3105,60.0,-91.0,-505.0,-146.0,49.0,546.0,297.0,sp,ids,3
6111,Maddy2,a,763,1747,2602,180.0,-3.0,-23.0,91.0,119.0,-85.0,-116.0,sp,ids,2
6112,Maddy2,i,485,1083,2786,130.0,11.0,1624.0,410.0,-117.0,-1755.0,-655.0,sp,ids,0
6114,Maddy2,i,443,2275,2648,111.652,-6.0,-79.0,-110.0,-10.0,413.0,-17.0,sp,ids,3
6116,Maddy2,i,630,2574,3420,300.0,-105.0,291.0,411.0,34.0,218.0,530.0,sp,ids,3
6117,Maddy2,a,1094,1627,2995,462.113,19.0,-83.0,-259.0,103.0,-130.0,-304.0,sp,ids,2
6119,Maddy2,a,738,1401,2631,130.0,0.8,-2.0,-109.0,92.0,186.0,0.0,sp,ids,2
6121,Maddy2,a,735,1483,2699,90.0,-55.0,25.0,117.0,37.0,111.0,-245.0,sp,ids,2
6123,Maddy2,a,711,1483,1870,140.0,19.0,291.0,469.0,199.0,-165.0,-1246.0,sp,ids,0
6125,Maddy2,i,393,2090,2533,260.548,37.0,-35.0,309.0,-0.3,-499.0,-223.0,sp,ids,3
6127,Maddy2,a,612,1189,2378,60.0,-33.0,-33.0,24.0,-37.0,-192.0,67.0,sp,ids,0
6129,Maddy2,a,622,1589,2814,60.0,95.0,17.0,-69.0,133.0,-25.0,-51.0,sp,ids,2
6131,Maddy2,a,665,1521,2796,80.0,-2.0,2.0,67.0,110.0,220.0,38.0,sp,ids,2
6132,Maddy2,a,607,1167,2656,70.0,-60.0,-17.0,2.0,29.0,42.0,-78.0,sp,ids,0
6133,Maddy2,a,736,1294,2667,70.0,10.0,-30.0,54.0,-45.0,-194.0,-204.0,sp,ids,1
6138,Maddy2,a,603,1486,2809,70.0,-2.0,45.0,42.0,27.0,41.0,113.0,sp,ids,2
6139,Maddy2,a,647,1216,2734,60.0,-40.0,-53.0,-171.0,33.0,-3.0,143.0,sp,ids,2
6140,Maddy2,a,581,1034,2150,50.0,80.0,-14.0,128.0,159.0,37.0,-528.0,sp,ids,2
6144,Maddy2,a,552,1838,3123,50.0,-8.0,-70.0,-154.0,83.0,-143.0,123.0,sp,ids,2
6147,Maddy2,a,487,2687,2963,30.0,48.0,-19.0,222.0,42.0,-44.0,-67.0,sp,ids,3
6153,Maddy2,a,707,1381,3002,60.0,13.0,223.0,-89.0,114.0,-13.0,-77.0,sp,ids,2
6159,Maddy2,a,447,1827,2654,40.0,119.0,-46.0,-6.0,68.0,-10.0,-64.0,sp,ids,3
6160,Maddy2,a,586,1793,2639,40.0,2.0,81.0,-76.0,60.0,29.0,-35.0,sp,ids,2
6162,Maddy2,a,1424,2659,3532,80.637,65.0,-223.0,-11.0,357.0,491.0,236.0,sp,ids,1
6163,Maddy2,a,596,1463,2576,37.217,118.0,241.0,332.0,61.0,19.0,-455.0,sp,ids,2
6168,Maddy2,i,529,2635,3167,369.07,-153.0,-1596.0,-154.0,-69.0,331.0,84.0,sp,ids,3
6170,Maddy2,a,897,1763,3026,285.332,462.0,427.0,-28.0,-408.0,-763.0,-482.0,sp,ids,2
6172,Maddy2,a,804,1842,2837,160.0,96.0,43.0,-232.0,207.0,160.0,4.0,sp,ids,2
6176,Maddy2,a,664,1759,2856,130.0,115.0,19.0,81.0,-169.0,15.0,129.0,sp,ids,2
6179,Maddy2,a,1456,2137,3480,415.592,-1108.0,-509.0,-1174.0,594.0,410.0,1014.0,sp,ids,1
6181,Maddy2,a,945,1835,2721,180.0,-110.0,69.0,-37.0,254.0,753.0,44.0,sp,ids,2
6186,Maddy2,a,633,1688,2672,90.0,29.0,-37.0,38.0,110.0,68.0,-152.0,sp,ids,2
6189,Maddy2,a,873,1570,2798,60.0,-32.0,36.0,-140.0,279.0,396.0,204.0,sp,ids,2
6192,Maddy2,a,710,1797,2707,70.0,14.0,-72.0,0.0,34.0,74.0,51.0,sp,ids,2
6193,Maddy2,a,646,1983,2062,70.0,134.0,-246.0,509.0,113.0,-162.0,-511.0,sp,ids,1
6197,Maddy2,a,739,1498,2510,90.0,-17.0,89.0,90.0,70.0,415.0,478.0,sp,ids,2
6208,Maddy2,i,485,2444,2808,37.217,-73.0,-65.0,109.0,-60.0,242.0,-72.0,sp,ids,3
6209,Maddy2,a,486,2183,2328,143.054,57.0,-137.0,478.0,-7.0,41.0,-849.0,sp,ids,3
6214,Maddy2,i,357,2524,2970,40.0,-3.0,-38.0,-34.0,-58.0,367.0,55.0,sp,ids,3
6215,Maddy2,a,986,1708,2458,120.0,-129.0,398.0,350.0,350.0,-2.0,65.0,sp,ids,2
6217,Maddy2,a,521,1964,2616,30.0,-14.0,-114.0,-548.0,9.0,108.0,-67.0,sp,ids,2
6226,Maddy2,i,487,2447,2824,52.724,3.0,56.0,82.0,3.0,264.0,28.0,sp,ids,3
6227,Maddy2,a,798,1492,2129,99.246,-196.0,411.0,506.0,165.0,-119.0,1.0,sp,ids,2
6228,Maddy2,i,371,1663,2685,62.029,-37.0,223.0,-243.0,-83.0,-640.0,-333.0,sp,ids,0
6229,Maddy2,a,961,1735,2556,136.463,125.0,360.0,347.0,73.0,128.0,-126.0,sp,ids,2
6230,Maddy2,a,951,1716,2804,130.26,-119.0,-91.0,-297.0,459.0,571.0,393.0,sp,ids,2
6232,Maddy2,a,733,1648,2657,64.792,-43.0,-6.0,-20.0,14.0,38.0,161.0,sp,ids,1
6234,Maddy2,i,607,2851,3410,174.456,-82.0,-41.0,-363.0,206.0,1696.0,700.0,sp,ids,3
6236,Maddy2,a,648,1574,2522,90.0,-9.0,17.0,-161.0,67.0,164.0,233.0,sp,ids,2
6238,Maddy2,i,627,2322,3084,85.336,-101.0,-233.0,-132.0,33.0,202.0,71.0,sp,ids,3
6239,Maddy2,a,943,1851,2908,111.422,151.0,45.0,-184.0,-194.0,142.0,-32.0,sp,ids,2
6240,Maddy2,i,594,2750,3443,90.0,-41.0,-4.0,-165.0,0.2,175.0,125.0,sp,ids,3
6241,Maddy2,a,826,1890,2761,120.0,-83.0,-128.0,-55.0,88.0,-336.0,66.0,sp,ids,2
6245,Maddy2,a,665,1449,2280,96.831,-9.0,133.0,368.0,74.0,138.0,19.0,sp,ids,2
6255,Maddy2,a,750,1503,2564,170.0,-129.0,26.0,-15.0,103.0,-244.0,-16.0,sp,ids,2
6257,Maddy2,i,1459,2685,3508,155.072,51.0,-30.0,-161.0,224.0,167.0,63.0,sp,ids,1
6258,Maddy2,a,855,1986,2602,89.942,20.0,47.0,62.0,-52.0,-50.0,-196.0,sp,ids,2
6261,Maddy2,a,1031,1643,3019,508.635,35.0,-83.0,-801.0,-650.0,-1098.0,-563.0,sp,ids,2
6266,Maddy2,a,587,1881,2714,70.0,64.0,-131.0,-85.0,84.0,-139.0,-10.0,sp,ids,2
6267,Maddy2,i,416,2494,3537,105.449,184.0,-561.0,-355.0,-1155.0,-214.0,-379.0,sp,ids,3
6270,Maddy2,a,737,1420,1855,460.0,53.0,273.0,333.0,7.0,-132.0,-760.0,sp,ids,2
6279,Maddy2,a,753,1322,1792,270.0,-13.0,-195.0,-11.0,162.0,-29.0,-288.0,sp,ids,2
6281,Maddy2,a,779,1767,2441,290.0,-111.0,-692.0,-338.0,196.0,-525.0,-553.0,sp,ids,2
6282,Maddy2,a,546,1776,2197,60.0,125.0,175.0,348.0,-6.0,-50.0,11.0,sp,ids,2
6283,Maddy2,i,412,1314,2856,80.0,-32.0,-430.0,190.0,-80.0,-399.0,59.0,sp,ids,0
6284,Maddy2,a,691,1496,2216,140.0,-43.0,418.0,407.0,76.0,-227.0,123.0,sp,ids,2
6286,Maddy2,a,902,1480,1888,290.0,-102.0,0.4,721.0,13.0,196.0,308.0,sp,ids,2
6288,Maddy2,a,701,1416,2296,120.0,37.0,53.0,93.0,130.0,218.0,-93.0,sp,ids,2
6290,Maddy2,a,800,969,2052,170.0,-195.0,327.0,-29.0,168.0,-90.0,-28.0,sp,ids,2
6292,Maddy2,a,597,1413,1925,157.13,92.0,105.0,1381.0,52.0,440.0,-663.0,sp,ids,2
6297,Maddy2,i,580,2230,3109,40.0,6.0,-24.0,-73.0,-13.0,117.0,52.0,sp,ids,3
6298,Maddy2,a,694,1882,2537,80.0,-107.0,44.0,224.0,-39.0,515.0,254.0,sp,ids,2
6305,Maddy2,a,1033,1780,3228,430.0,-69.0,-654.0,-1373.0,71.0,44.0,60.0,sp,ids,2
6307,Maddy2,i,502,2516,2963,106.999,60.0,-185.0,-45.0,139.0,321.0,23.0,sp,ids,3
6309,Maddy2,i,669,2971,3335,144.217,23.0,-112.0,-12.0,77.0,149.0,11.0,sp,ids,3
6310,Maddy2,a,792,1648,2309,150.0,-61.0,-22.0,311.0,68.0,-21.0,65.0,sp,ids,2
6314,Maddy2,a,820,1600,2510,110.0,26.0,11.0,37.0,63.0,-88.0,179.0,sp,ids,2
6315,Maddy2,a,829,1654,1781,120.0,29.0,10.0,-82.0,214.0,136.0,137.0,sp,ids,2
6316,Maddy2,a,811,1540,2373,150.0,0.4,43.0,247.0,25.0,-47.0,266.0,sp,ids,2
6319,Maddy2,a,900,1592,2848,210.0,-49.0,-29.0,-209.0,-140.0,134.0,-9.0,sp,ids,2
6320,Maddy2,i,585,2701,3303,90.0,45.0,-65.0,-264.0,47.0,229.0,248.0,sp,ids,3
6321,Maddy2,a,852,1620,2554,150.0,-146.0,156.0,142.0,123.0,18.0,-367.0,sp,ids,2
6325,Maddy2,a,865,1625,2092,310.0,-99.0,-177.0,-29.0,55.0,-140.0,7.0,sp,ids,2
6326,Maddy2,a,814,1682,2265,260.0,-259.0,143.0,153.0,100.0,315.0,73.0,sp,ids,2
6332,Maddy2,i,409,2032,3075,120.0,14.0,-896.0,-82.0,-2.0,957.0,129.0,sp,ids,3
6335,Maddy2,i,517,2719,3048,120.0,-43.0,114.0,86.0,15.0,480.0,-33.0,sp,ids,3
6336,Maddy2,a,704,1582,2797,90.0,-35.0,83.0,120.0,89.0,87.0,34.0,sp,ids,2
6337,Maddy2,a,687,1650,2754,70.0,50.0,-68.0,6.0,124.0,-74.0,-97.0,sp,ids,2
6339,Maddy2,a,683,1491,2681,90.0,3.0,6.0,29.0,109.0,89.0,-166.0,sp,ids,2
6343,Maddy2,i,393,896,2928,140.0,-4.0,-30.0,-145.0,35.0,-1334.0,-124.0,sp,ids,0
6344,Maddy2,a,622,1546,1659,80.0,9.0,-6.0,1097.0,-2.0,13.0,-1119.0,sp,ids,2
6345,Maddy2,i,418,2350,3110,60.0,10.0,-53.0,-58.0,-32.0,131.0,58.0,sp,ids,3
6346,Maddy2,a,545,1975,2703,60.0,23.0,15.0,240.0,90.0,160.0,120.0,sp,ids,2
6347,Maddy2,a,782,1447,2275,90.0,-101.0,-197.0,-501.0,88.0,-190.0,147.0,sp,ids,2
6348,Maddy2,a,853,1689,2365,90.0,0.6,10.0,-277.0,137.0,62.0,631.0,sp,ids,2
6349,Maddy2,a,870,1490,2502,140.0,-90.0,15.0,-229.0,86.0,13.0,729.0,sp,ids,2
6351,Maddy2,a,693,1640,2058,50.0,65.0,45.0,275.0,96.0,31.0,-63.0,sp,ids,1
6352,Maddy2,i,397,2760,3184,120.0,47.0,-263.0,-220.0,141.0,191.0,290.0,sp,ids,3
6360,Maddy2,i,392,932,2587,30.0,-17.0,1411.0,1196.0,69.0,-1135.0,-104.0,sp,ids,0
6361,Maddy2,a,441,1926,2696,60.0,29.0,-76.0,102.0,86.0,191.0,90.0,sp,ids,3
6365,Maddy2,a,537,1245,2780,756.75,27.0,-42.0,-95.0,50.0,111.0,91.0,sp,ids,2
6366,Maddy2,a,970,1288,1981,418.693,-405.0,57.0,169.0,-506.0,-1644.0,-2093.0,sp,ids,2
6371,Maddy2,a,814,1505,2383,180.0,-71.0,-97.0,8.0,148.0,64.0,5.0,sp,ids,2
6373,Maddy2,i,435,2720,3234,110.0,6.0,-358.0,-194.0,16.0,1092.0,305.0,sp,ids,3
6375,Maddy2,i,562,1533,2924,180.0,-77.0,1191.0,242.0,30.0,-84.0,-38.0,sp,ids,2
6381,Maddy2,a,886,1513,2445,180.0,-86.0,-76.0,-35.0,156.0,-4.0,-145.0,sp,ids,2
6383,Maddy2,i,406,2851,2916,140.0,-8.0,-348.0,-156.0,-33.0,-60.0,-267.0,sp,ids,3
6385,Maddy2,i,443,2843,3174,160.0,-59.0,-521.0,-332.0,22.0,1374.0,165.0,sp,ids,3
6389,Maddy2,a,719,1553,2451,130.0,-103.0,-352.0,-366.0,24.0,-99.0,10.0,sp,ids,2
6390,Maddy2,a,761,1565,2127,120.0,2.0,67.0,192.0,117.0,113.0,-433.0,sp,ids,2
6391,Maddy2,a,702,1489,2484,110.0,11.0,-28.0,30.0,140.0,88.0,152.0,sp,ids,2
6395,Maddy2,a,808,1707,2615,220.0,7.0,48.0,-724.0,219.0,256.0,180.0,sp,ids,2
6396,Maddy2,a,723,1116,2052,210.0,-51.0,317.0,385.0,9.0,-565.0,-1092.0,sp,ids,2
6397,Maddy2,i,495,1208,2911,315.98,-113.0,1199.0,63.0,-87.0,308.0,-6.0,sp,ids,1
6399,Maddy2,a,683,851,1688,100.0,72.0,813.0,873.0,40.0,-873.0,-1100.0,sp,ids,0
6401,Maddy2,a,660,1748,2555,70.0,16.0,224.0,83.0,132.0,-450.0,-579.0,sp,ids,2
6403,Maddy2,a,661,1489,2184,50.0,-18.0,-68.0,-80.0,35.0,-54.0,-212.0,sp,ids,2
6404,Maddy2,a,647,1864,2484,90.0,35.0,-108.0,-46.0,158.0,-32.0,51.0,sp,ids,2
6407,Maddy2,a,759,1779,2581,140.0,14.0,121.0,85.0,63.0,23.0,-83.0,sp,ids,2
6408,Maddy2,i,565,855,2787,80.0,55.0,1877.0,568.0,106.0,-444.0,64.0,sp,ids,0
6412,Maddy2,i,487,2750,3206,60.0,-73.0,-652.0,-246.0,39.0,1312.0,415.0,sp,ids,3
6420,Maddy2,a,883,1488,2469,220.0,-45.0,-178.0,17.0,209.0,162.0,-267.0,sp,ids,2
6422,Maddy2,i,447,2856,3329,150.0,-4.0,3.0,-189.0,19.0,1703.0,549.0,sp,ids,3
6430,Maddy2,a,853,1382,2517,160.0,38.0,-12.0,84.0,185.0,-293.0,-237.0,sp,ids,2
6432,Maddy2,i,478,2450,2809,80.0,-11.0,-1637.0,-307.0,-213.0,-352.0,-127.0,sp,ids,3
6434,Maddy2,i,553,635,2820,120.0,-62.0,1813.0,43.0,-67.0,-400.0,9.0,sp,ids,0
6441,Maddy2,a,695,1657,2589,100.0,47.0,-95.0,-226.0,61.0,-66.0,-124.0,sp,ids,2
6442,Maddy2,a,774,1582,2366,110.0,32.0,38.0,262.0,43.0,21.0,-337.0,sp,ids,2
6443,Maddy2,a,908,1556,2254,260.0,-40.0,41.0,446.0,184.0,-136.0,480.0,sp,ids,2
6445,Maddy2,a,631,1528,2430,72.393,117.0,59.0,7.0,28.0,89.0,27.0,sp,ids,2
6447,Maddy2,a,1077,1701,2913,319.609,-84.0,-46.0,36.0,63.0,224.0,28.0,sp,ids,2
6451,Maddy2,a,791,1637,2254,130.0,44.0,-18.0,198.0,-27.0,-219.0,-768.0,sp,ids,2
6452,Maddy2,a,892,1741,2452,180.0,-50.0,105.0,-538.0,-70.0,99.0,-629.0,sp,ids,2
6454,Maddy2,i,534,2267,2946,30.0,-11.0,177.0,41.0,0.6,210.0,24.0,sp,ids,3
6455,Maddy2,a,747,1717,2805,90.0,-63.0,111.0,43.0,167.0,158.0,-59.0,sp,ids,2
6459,Maddy2,i,618,2852,3266,480.0,-34.0,-26.0,-220.0,169.0,154.0,264.0,sp,ids,3
6462,Maddy2,i,422,615,2847,60.0,67.0,29.0,188.0,44.0,-12.0,401.0,sp,ids,0
6466,Maddy2,a,788,1797,2667,180.0,-40.0,32.0,81.0,273.0,413.0,480.0,sp,ids,2
6470,Maddy2,i,396,2556,3084,150.0,31.0,-340.0,-194.0,-31.0,255.0,-175.0,sp,ids,3
6473,Maddy2,a,888,1828,2794,157.653,-131.0,-96.0,-542.0,-255.0,48.0,-634.0,sp,ids,2
6479,Maddy2,a,870,1796,2460,127.159,-271.0,5.0,23.0,-4.0,132.0,-283.0,sp,ids,2
6480,Maddy2,a,759,1924,2610,30.0,416.0,58.0,769.0,-310.0,-69.0,-519.0,sp,ids,2
6485,Maddy2,a,791,1603,2558,100.0,-24.0,80.0,-25.0,144.0,104.0,-31.0,sp,ids,2
6490,Maddy2,i,721,771,3012,220.0,-200.0,30.0,-154.0,88.0,120.0,378.0,sp,ids,0
6493,Maddy2,a,734,1272,2587,640.0,267.0,564.0,-78.0,70.0,128.0,111.0,sp,ids,2
6496,Maddy2,i,678,2236,3371,250.0,-90.0,-1628.0,-331.0,50.0,1344.0,461.0,sp,ids,3
6498,Maddy2,i,472,907,2315,30.0,1.0,-48.0,33.0,0.6,-231.0,74.0,sp,ids,0
6499,Maddy2,a,744,1823,2963,90.0,-36.0,58.0,223.0,60.0,80.0,20.0,sp,ids,2
6503,Maddy2,i,548,2459,2837,60.0,-58.0,-95.0,73.0,107.0,-75.0,-226.0,sp,ids,3
6506,Maddy2,a,579,1708,2608,40.0,173.0,-11.0,19.0,177.0,-105.0,-35.0,sp,ids,2
6508,Maddy2,a,717,1290,2031,70.0,-38.0,291.0,398.0,207.0,159.0,136.0,sp,ids,2
6509,Maddy2,a,861,1754,2600,130.0,12.0,-215.0,-111.0,304.0,-194.0,-145.0,sp,ids,2
6510,Maddy2,i,528,1205,2670,40.0,-9.0,1395.0,510.0,47.0,-341.0,311.0,sp,ids,0
6511,Maddy2,a,801,1783,3067,110.0,-15.0,66.0,128.0,82.0,68.0,1.0,sp,ids,2
6512,Maddy2,a,844,2547,3494,30.0,-70.0,-1559.0,-978.0,17.0,486.0,343.0,sp,ids,1
6517,Maddy2,a,827,1648,2632,210.0,-75.0,166.0,-117.0,141.0,142.0,-326.0,sp,ids,2
6521,Maddy2,a,771,1567,2051,150.0,-21.0,-301.0,432.0,248.0,-69.0,-161.0,sp,ids,2
6522,Maddy2,a,783,1587,2519,100.0,45.0,37.0,306.0,137.0,170.0,-82.0,sp,ids,2
6523,Maddy2,a,799,1443,2704,130.0,-101.0,-57.0,-196.0,68.0,-32.0,-233.0,sp,ids,2
6525,Maddy2,i,565,2477,3126,50.0,-13.0,-453.0,-205.0,36.0,445.0,245.0,sp,ids,3
6526,Maddy2,a,696,1858,2798,70.0,-21.0,101.0,221.0,-35.0,109.0,161.0,sp,ids,2
6527,Maddy2,a,655,2140,2853,70.0,136.0,-183.0,-83.0,136.0,1059.0,365.0,sp,ids,2
6528,Maddy2,i,455,662,2488,40.0,17.0,1907.0,727.0,-27.0,-335.0,127.0,sp,ids,0
6530,Maddy2,a,697,1336,2763,50.0,15.0,27.0,-8.0,13.0,46.0,-32.0,sp,ids,2
