f1-f1,f1-f2,f2-f1,f2-f2,vowel
3320356.309759882,-4244408.16270257,-4244408.16270257,101223626.93649583,0
68167538.90461813,-7871147.214888749,-7871147.214888749,227911038.6041247,1
21144438.916523,-40231489.37604766,-40231489.37604766,323946261.1340065,2
63.770026897510945,22.082933417956482,22.082933417956482,32.7374897490661,3
