iteration,log_likelihood
2780,-89365.93740235403
2790,-89521.02106700052
2800,-89474.80519180103
2810,-89527.91893759769
2820,-89341.92927876106
2830,-89407.11074411977
2840,-89203.7404914195
2850,-89407.27104420275
2860,-89374.27216758992
2870,-89407.10683540616
2880,-89307.35747847945
2890,-89141.89097529152
2900,-89222.19873321924
2910,-89285.84046978451
2920,-89147.2448266013
2930,-89095.15426223623
2940,-89306.52081702
2950,-89119.58001021184
2960,-89112.0843433643
2970,-89118.66591833883
2980,-89082.75335058122
2990,-89037.14700730747
3000,-88982.3338465576
3010,-89043.6677666465
3020,-88989.71902304684
3030,-89019.70489120907
3040,-89013.48217132238
3050,-88885.16631481462
3060,-88857.5125807886
3070,-88965.02541690081
3080,-89024.2849658982
3090,-88749.1348943195
3100,-88859.42825307806
3110,-88776.53068757338
3120,-88713.12998775594
3130,-88589.8211281693
3140,-88883.0904065831
3150,-88839.44633227508
3160,-88690.22795402224
3170,-88480.60081592164
3180,-88390.2089883688
3190,-88662.68523922755
3200,-88898.80626370752
3210,-88642.77962592703
3220,-88565.4403433098
3230,-88793.73189670453
3240,-88549.35399626382
3250,-88814.14228627455
3260,-88503.22173862362
3270,-88800.49673656246
3280,-88731.09126609821
3290,-88684.7501527999
3300,-88616.67812950072
3310,-88654.79343734054
3320,-88567.87108393562
3330,-88451.54326628224
3340,-88577.16868182753
3350,-88495.94645464605
3360,-88365.9123429693
3370,-88500.18742100112
3380,-88428.02834395149
3390,-88453.52285876317
3400,-88599.23164189266
3410,-88375.95955518314
3420,-88584.17404939805
3430,-88209.46279934747
3440,-88209.64715867354
3450,-88085.14407912894
3460,-88317.71799588924
3470,-88142.49739724412
3480,-88166.23320883981
3490,-88125.04280587111
3500,-88082.4643547083
3510,-88245.54410400592
3520,-88107.91508493826
3530,-88116.88880558449
3540,-88154.71750103452
3550,-88020.41233920479
3560,-88047.44421478212
3570,-87898.31890298284
3580,-87834.26670035937
3590,-87584.91682248865
3600,-87613.8058151404
3610,-87593.1892052429
3620,-87645.474825502
3630,-87621.98869992711
3640,-87611.98050907195
3650,-87420.27323265819
3660,-87129.57877036717
3670,-87183.50083241709
3680,-87233.84309902093
3690,-87424.7150269142
3700,-87246.52707970704
3710,-87283.55570343658
3720,-87166.71364270261
3730,-87550.97771758062
3740,-87293.48495461175
3750,-87265.02021906889
3760,-87312.66492511443
3770,-87420.94188273721
3780,-87341.66178625694
3790,-87318.65945284285
3800,-87209.19229850863
3810,-87466.0524398892
3820,-87140.03972839894
3830,-87180.81320989
3840,-87088.44863080661
3850,-86834.30391538992
3860,-86945.9696670155
3870,-87002.54833383085
3880,-87131.91254072817
3890,-87011.83911770818
3900,-86843.87964494569
3910,-86607.74727370002
3920,-86709.71985615995
3930,-86889.72974420848
3940,-86871.48713747517
3950,-86882.63624915737
3960,-86698.83179765602
3970,-86960.24496617116
3980,-86736.25226587433
3990,-86773.0731512662
4000,-86916.52412524544
4010,-86894.27179313492
4020,-86668.47122307558
4030,-86795.39245434364
4040,-86644.11330782704
4050,-86781.32200656086
4060,-86578.87422122632
4070,-86619.0107753118
4080,-86767.88364599682
4090,-86769.68562867562
4100,-86878.52268348593
4110,-86471.4050791737
4120,-86709.09200356103
4130,-86701.91911133025
4140,-86559.6842135945
4150,-86682.73073363758
4160,-86580.66148860779
4170,-86419.95076126406
4180,-86452.81063540195
4190,-86469.0233121656
4200,-87059.60789031986
4210,-86595.30124903237
4220,-86637.49744516728
4230,-86600.27483224442
4240,-86272.01398839624
4250,-86713.49323686576
4260,-86524.72319331874
4270,-86763.7895920321
4280,-86655.8331985941
4290,-86517.91417248292
4300,-86538.43598921012
4310,-86327.5852958601
4320,-86501.25980744496
4330,-86514.92807600985
4340,-86363.12261361248
4350,-86204.72797009803
4360,-86168.07246359374
4370,-86070.50137811986
4380,-86160.84317359202
4390,-85926.69264651812
4400,-85939.3637084136
4410,-86122.41548626978
4420,-86000.3760039695
4430,-86112.07489625046
4440,-86148.77033015437
4450,-85980.33471886055
4460,-86033.89092565964
4470,-85900.1700632637
4480,-85921.1434067033
4490,-86133.33540895191
4500,-85755.16564976267
