f1,f2,vowel,learned_cat
682.403199774063,1568.0184650797491,aa,2
318.6944518530479,2106.7274276183675,ih,2
466.95292044600455,2230.6300049342653,ih,2
359.1966252358549,1424.6387652762833,ah,0
592.6344198349382,1523.7192067820988,aa,2
542.7141984373266,2073.965744170256,ah,2
340.65815713229875,783.2357559106209,ao,0
691.8836460215662,1905.894230478698,eh,1
603.3910093981499,2002.8824613821448,ih,1
872.5472066476331,1547.3428851866483,ae,1
547.2889367236205,2668.9157223885786,ih,2
327.85310894224943,1889.103845411584,iy,0
405.03004485253285,1671.0083008581998,ah,1
693.4456199755211,2008.4279797468846,eh,1
449.79769352310245,2612.0940996692425,iy,2
675.9670534086342,1539.7096714829809,ah,1
519.3110975988309,2043.652013386643,ah,1
746.6714461659315,1904.5175829053164,ae,1
388.35840470839577,1716.8150145287163,ih,1
582.2092001029612,2856.0509209425104,ih,2
703.2531672684415,2281.4376246744887,ih,1
532.5238334481928,1905.587093878485,eh,2
672.9987270565755,1593.6878430617746,ah,1
1138.2116317968703,1772.489404557106,aa,1
367.5732596205102,1454.936618169512,uh,1
719.9917793770212,1453.3776965082245,ao,1
454.2470874914188,1783.778291866421,ih,0
863.8997284156344,2026.4613617489165,ae,1
438.9959018319214,1597.4502893735807,uw,0
612.4097329245109,1534.5058709066634,ah,1
489.4801706055719,2699.108626620247,iy,2
330.9989713441977,1675.1490321734059,uw,0
439.24260554923734,2039.8134473024763,ih,0
469.6627651058248,1917.2676674490015,ih,0
492.78422578720574,1760.4880422646272,eh,1
478.76437611258524,2164.165807394139,uw,2
742.0988369843931,1548.59194721433,eh,1
732.9877787269883,2247.104438508139,ih,1
783.8933742029002,1468.3915489116357,ao,1
548.1182686122296,1581.9536691088558,eh,1
356.89711468384905,2370.436759089069,eh,2
548.8450739155272,1652.3075122980194,ih,1
309.1920213021921,1927.9706034541523,iy,0
542.8460982083365,2112.4188535716803,ih,2
406.70193270601294,1535.5031247795764,ah,1
671.1415069951794,1911.768194064991,eh,1
422.1890742242065,2418.2467869007064,iy,2
784.5391371047197,2001.9974842147744,ae,1
780.8997099137279,1535.730868791212,eh,1
554.3181785639692,2059.939665821366,ih,2
855.7553467388194,1634.1993877995226,ae,1
328.5445528950886,1977.2325417746229,ih,0
612.245947726862,1681.2896467104629,ae,2
1029.2057306763245,1820.8213174058412,ae,1
489.9807375787432,1217.4029834658331,ah,1
622.2106980672455,2003.6370590343704,eh,1
461.07898586977154,1902.6529010263932,eh,2
434.85970704065136,2383.3914781388316,iy,2
502.07432057469555,2190.849207798141,iy,2
778.8723168427518,1611.4326143508972,ae,1
634.0034504851197,2343.5400461439835,eh,2
772.2329864800765,1908.9760585077877,eh,1
510.875684230842,1984.319718563274,ih,2
651.5873220183544,2325.3219388279026,eh,1
557.4054327617818,2065.2283187450803,eh,2
553.6125782798821,1651.1176937915545,ah,1
440.2241373650916,2702.600381190331,iy,2
430.63514377283,2494.2506521658856,ih,2
350.3239683518899,1862.2953742147197,ah,0
736.0444086137906,2006.5792693307635,ae,1
535.8251945727693,2142.4421777907655,eh,2
352.28226736939655,2175.848379852711,uw,2
739.5445379725338,1658.2850256871875,ah,1
902.0798663857774,1487.1400492527625,ah,1
432.235861620444,1918.9106375263557,ah,0
588.836159990038,2005.568789597258,eh,2
437.3334592583937,1806.3942160058662,eh,2
513.7536190402657,2057.151794603912,eh,1
642.4705154566458,1736.5281041358041,ah,2
522.4031140835889,1898.68754126608,ih,2
681.1483884731822,2116.1115605593586,ae,2
480.8531361823948,1598.0244339369685,eh,2
589.4239492902731,1793.4285236374042,ih,2
744.099071581772,1340.3285183299338,ah,1
537.7178494695413,1804.4047046315482,uh,1
450.1356804726749,2086.6808361212798,iy,0
460.328865632401,2307.814061789214,eh,0
587.1740469032464,1899.7234713069913,ah,2
338.87036346580294,1779.8657135119863,uh,1
613.7436049179456,1771.3490368972273,ih,1
233.2992405958575,482.49067816513286,ao,0
734.105227480316,1766.1807899740907,eh,2
665.5679666224381,1201.6588577254165,ah,1
323.7672470803325,2059.250868582987,ih,0
355.04222099172625,2365.5989906878885,uw,2
616.6373561693026,1071.5929454104748,ah,1
588.3832714484245,1378.2560517483205,ah,1
628.0045927032346,1499.7082882378306,ah,1
615.1366531243357,1531.6030252427986,iy,1
864.8702220876391,1506.8381984668667,ae,1
548.6801054123207,1471.320178077056,ih,2
578.4786405952648,2144.580787832651,ih,1
914.8935330226531,1335.5164260887423,aa,1
496.6049723933729,1432.9999296054482,ih,0
678.0987606827621,2103.9877203219157,ah,2
418.41123295829857,2319.1308195398433,eh,2
633.5966725681219,2442.7050109156194,ah,2
770.4403321532295,2309.453968537254,ae,2
355.03210075853525,1819.011109341113,ah,0
908.0460486244812,1185.0152685580533,aa,1
616.2388143706235,1356.4698282346633,eh,2
697.1299955196185,1920.8340074627788,eh,1
525.0110271527794,2185.0976774124306,ih,0
432.1089011897403,2045.8049098240124,ih,0
400.61534286006616,1743.8076375031385,ah,0
411.2393646820739,2439.50098954526,ih,2
825.4540599924446,1811.005497633752,aa,1
903.8285175272536,1810.3221177620298,ae,1
615.8269816615849,1786.4057900184355,ah,2
775.1865165633933,1392.0374632849437,ae,1
412.4971359352437,1399.5479890247852,ah,1
642.1999219841531,2039.6315465598905,ah,1
498.324406321443,1486.9052117009446,uh,1
540.6056691182724,1908.6991271943227,ih,2
340.82407391427694,1594.8145440599778,ih,1
405.9632915062607,2469.4444506979917,ih,2
1069.1454949283288,1918.0837522646243,ae,1
564.5394322937766,1776.8076839032317,ah,1
614.0465614068987,1650.365384869455,eh,2
649.4706991094739,1251.0100458672064,ah,1
612.2681243010899,2017.1531503360538,ah,2
692.8849546252214,1197.4577906060904,ah,2
537.2924916117495,2305.89248593085,ih,2
684.6794954230334,1629.8472122740263,ih,1
685.9299769996992,2045.468914391965,eh,2
795.9172009589961,1669.0356825308354,ae,1
555.4313111570616,1275.647083758156,ih,1
607.5130138509444,1636.4681417956583,ah,1
663.3618891270748,1813.0468313071322,ih,1
711.4584500778776,1178.2551341779088,ah,1
426.92169856253236,1411.8739048616462,ah,0
384.4865673833779,1001.2886546649709,ao,0
364.536473592583,2533.4983451881194,ih,2
483.60008246797486,1357.8025841765404,ah,1
636.3235887066952,2127.670261733141,eh,2
571.1453238335528,1495.0912997101502,ah,1
451.9811299250004,2063.61401057091,iy,1
937.1917755115242,1418.5648660091667,aa,1
621.1881530682581,2753.186648548246,iy,2
626.8939049330281,2217.9705689145535,ih,2
590.8953804121685,1527.0177297741197,ah,2
688.2832981536128,1653.5595403747852,eh,1
477.1122075565021,1716.4450630881465,ih,0
480.80480912897286,1221.5430513525394,aa,0
485.08782930983574,2365.4971435503844,iy,1
651.8714272016688,1682.3780873320184,ah,2
566.3202401354056,904.747308014946,ao,0
552.7040577263494,1368.5487318928733,uh,1
427.78527552975515,1582.0146837444236,ih,1
749.3778839836876,1789.7247521233166,ah,1
578.9846888368329,2288.190960291056,ih,2
491.2971174389451,1453.2012470008965,ah,2
726.5602824377129,1236.588903740133,ah,2
764.864763850662,1871.1013032615058,ae,1
486.2263831274032,2010.4495186143401,ih,1
639.4417725364642,1894.6780600535517,eh,1
922.9828966574566,1481.2014216980106,aa,1
594.5858895550077,2371.4941978645193,eh,2
338.3022663161506,3109.1563169109327,iy,2
452.46294554883684,882.2879784424097,ao,1
668.5094463830301,1171.2261666084867,ah,1
655.1454930293328,1805.2053156962536,ih,1
992.1691295079879,1668.2369810514754,ae,1
538.4170061169924,2161.900004527485,ih,1
707.6468936260308,1590.1506361067989,eh,1
472.0032816449266,2493.4319648075993,ih,2
843.2073812779112,1408.825384728466,ah,1
794.1573400936013,1701.991312439513,ih,1
