iteration,log_likelihood
0,-94634.0039834655
10,-98748.63694672566
20,-99708.96700624935
30,-99834.85301244937
40,-100225.03545806129
50,-100081.3100620241
60,-99962.3605243492
70,-99857.2383753429
80,-99724.33227539403
90,-99777.92917067248
100,-99779.61118574918
110,-99542.68425613962
120,-99205.37870640663
130,-98968.629924928
140,-98756.64579562245
150,-98696.37919427505
160,-98503.1520960578
170,-98540.03192075911
180,-98419.5599667496
190,-98191.6039143747
200,-98270.57128629906
210,-98011.73908907146
220,-97784.50735866211
230,-97684.41535953016
240,-97516.16344648163
250,-97382.97544792587
260,-97272.88741540998
270,-97103.60092202
280,-97207.86445323011
290,-97025.43904621445
300,-96933.55279407205
310,-96801.75631901446
320,-96693.24321794685
330,-96517.60059081693
340,-96449.96904593713
350,-96315.99093717507
360,-96115.81440955406
370,-96201.67458153266
380,-96100.82751273277
390,-96056.2734938375
400,-95959.62451933458
410,-95897.56483597399
420,-95817.1477609063
430,-95831.63716049843
440,-95573.27405038029
450,-95771.02342950736
460,-95433.80207948587
470,-95302.31888883802
480,-95248.46204901571
490,-95211.67955856604
500,-95041.63767009243
510,-95011.51942637307
520,-94989.57746566378
530,-94999.4073453357
540,-95000.8873078941
550,-94712.82231069812
560,-94882.16435917422
570,-94641.37478577443
580,-94572.47175549404
590,-94608.43778694441
600,-94443.65090308037
610,-94647.50515368897
620,-94250.15190828787
630,-94329.0397531544
640,-94445.73615803469
650,-94291.36075816069
660,-94271.49057415534
670,-94290.53509866256
680,-94104.11794852096
690,-94014.44587310564
700,-94033.71334280886
710,-93939.8944087846
720,-93929.32080215526
730,-93839.47391739141
740,-93712.39336073626
750,-93617.05843742078
760,-93624.02078469057
770,-93641.78558697854
780,-93620.51403734322
790,-93499.82275799308
800,-93672.07539394352
810,-93507.46493503456
820,-93269.57092957883
830,-93390.86288656117
840,-93237.60182490581
850,-93150.57814592305
860,-93240.89566051104
870,-93119.76843433638
880,-93045.00588355216
890,-92857.40047501562
900,-92752.60006987932
910,-92884.74923609498
920,-92813.43910218115
930,-92799.24567918383
940,-92557.09693552891
950,-92689.55548488654
960,-92551.47156989388
970,-92504.34275726977
980,-92829.7387701191
990,-92804.67252110309
1000,-92573.1196288243
1010,-92455.82548658876
1020,-92416.64892263376
1030,-92578.93213006032
1040,-92126.87668029139
1050,-92425.7665931244
1060,-92041.14274793817
1070,-92129.90996636894
1080,-92145.52539942191
1090,-91941.69019985928
1100,-92338.97753654921
1110,-91927.47555842347
1120,-92084.94574496835
1130,-92059.16473440835
1140,-92031.17225200435
1150,-91962.71413682566
1160,-91890.92503786254
1170,-92063.90975290503
1180,-91757.36124899512
1190,-91798.84534144227
1200,-91716.79792115414
1210,-91688.67707248163
1220,-91642.77547593726
1230,-91573.06936644425
1240,-91624.09797527303
1250,-91620.4470103123
1260,-91614.52256940077
1270,-91580.16325901095
1280,-91314.1956091414
1290,-91286.64927288501
1300,-91402.7285473349
1310,-91309.77596808539
1320,-91166.06760336294
1330,-91275.56676487182
1340,-91148.28574201817
1350,-90964.55983751484
1360,-91125.233393357
1370,-90864.59969804701
1380,-91090.98762285363
1390,-91108.10341951059
1400,-90981.20034585404
1410,-90909.34210525705
1420,-91059.40664953551
1430,-90939.99207678446
1440,-90703.41070861445
1450,-90754.59459466497
1460,-90759.60153931874
1470,-90704.43626780545
1480,-90725.70949842242
1490,-90537.24298672486
1500,-90561.54537735584
1510,-90691.10644402822
1520,-90620.94489620939
1530,-90716.30977573569
1540,-90571.87841421884
1550,-90647.09640989295
1560,-90681.79380740954
1570,-90680.30858328482
1580,-90643.07623766051
1590,-90612.93310202047
1600,-90801.5288379376
1610,-90609.86269986795
1620,-90491.00029909603
