speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,z_f1,z_f2
HS2,e,641,2128,2714,90,-41,30,177,7,26,-167,sp,ads,0.11803748877967435,0.7436121791406334
HS2,a,943,1765,2708,176.59,-32,102,-50,52,-44,-222,sp,ads,1.8139455132055569,0.010933512779720721
HS2,i,440,2600,3046,80,-61,3,135,-20,157,185,sp,ads,-1.0106959976759626,1.6962962852628118
HS2,e,722,2174,2670,170,-82,49,171,49,0.5,-59,sp,ads,0.5729002370528414,0.8364585115169474
HS2,e,544,2197,2751,110,-7,-42,4,59,85,-54,sp,ads,-0.4266746912511554,0.8828816777051044
HS2,e,510,2504,2940,430,36,-74,8,206,1282,713,sp,ads,-0.6176047337361885,1.5025300263905044
HS2,i,401,2531,3177,64.209,-35,-104,-213,-1,-13,286,sp,ads,-1.2297039875852653,1.5570267866983407
HS2,a,836,1852,2612,80,16,28,149,102,18,-297,sp,ads,1.2130774383261878,0.18653418488274937
HS2,u,408,1069,2683,90,-26,-190,-320,-4,-251,-93,sp,ads,-1.1903948611912878,-1.3938718640445085
HS2,i,407,2542,2963,80,-17,-97,-13,-11,84,85,sp,ads,-1.1960104506761418,1.5792291705274595
HS2,a,835,1811,2450,80,-156,100,96,82,139,66,sp,ads,1.207461848841334,0.10377984515603472
HS2,e,597,1625,1908,49.728,6,96,110,7,-489,-946,sp,ads,-0.1290484485538979,-0.271642281409061
HS2,o,896,1684,3337,58.938,-506,-469,-985,-23,21,-55,sp,ads,1.5500128074174226,-0.1525567681437887
HS2,a,852,1704,2669,100,-10,-26,-84,21,6,27,sp,ads,1.3029268700838506,-0.11218879754539132
HS2,e,519,2445,2878,120,-90,105,83,-40,315,98,sp,ads,-0.5670644283725033,1.383444513125232
HS2,o,575,1415,2789,41.473,-8,26,-340,24,-83,-122,sp,ads,-0.25259141722068407,-0.6955059726922336
HS2,e,651,1564,2803,30,-18,-50,-51,-23,-27,12,sp,ads,0.17419338362821352,-0.39476459173417305
HS2,e,839,1811,2665,121.853,-15,-37,46,39,19,-305,sp,ads,1.2299242067807497,0.10377984515603472
HS2,a,966,1579,2499,100,-73,-28,169,130,-212,-947,sp,ads,1.9431040713571968,-0.364488613785375
HS2,e,503,2207,2596,40,66,-162,50,195,-171,-330,sp,ads,-0.656913860130166,0.903065663004303
HS2,a,802,1772,2352,70,-14,-9,87,101,220,497,sp,ads,1.0221473958411547,0.025062302489159808
HS2,e,744,2219,2903,50,2,-104,-2,17,-59,71,sp,ads,0.6964432057196276,0.9272864453633415
HS2,a,748,1880,2595,70,2,64,57,91,167,84,sp,ads,0.7189055636590432,0.2430493437205057
HS2,i,382,2478,2770,50,6,9,75,13,196,238,sp,ads,-1.3364001877974896,1.4500516646125878
HS2,a,875,1635,2764,74.214,-57,151,756,51,69,108,sp,ads,1.4320854282354905,-0.2514582961098623
HS2,e,722,2220,2842,70,5,-103,-4,34,63,22,sp,ads,0.5729002370528414,0.9293048438932614
HS2,e,665,2365,3035,170,-0.4,-61,-54,137,-128,28,sp,ads,0.25281163641616833,1.2219726307316425
HS2,o,497,1075,2062,60,-67,-147,115,6,-58,4,sp,ads,-0.6906073970392894,-1.3817614728649892
HS2,e,437,1923,2749,40,20,-84,-56,65,-0.7,-31,sp,ads,-1.0275427661305243,0.3298404805070601
HS2,i,400,2435,2904,70,-9,-1,-1,-16,96,76,sp,ads,-1.2353195770701193,1.3632605278260332
HS2,a,785,1641,2779,110,-61,456,-219,41,-2,-153,sp,ads,0.9266823745986381,-0.2393479049303431
HS2,o,298,988,2333,50,-3,16,7,34,-71,-256,sp,ads,-1.8081097045252186,-1.557362144968018
HS2,o,241,1544,3604,80,2,-545,-1508,19,187,934,sp,ads,-2.1281983051618916,-0.43513256233257047
HS2,e,534,2150,2749,70,-54,-259,-107,59,-278,174,sp,ads,-0.4828305860996946,0.7880169467988705
HS2,e,560,2296,2682,170,-8,339,70,78,-304,11,sp,ads,-0.3368252594934928,1.0827031321671714
HS2,e,501,2061,2878,30,41,56,51,76,116,-23,sp,ads,-0.6681450390998738,0.6083794776360021
HS2,e,376,1709,2735,30,8,3,65,145,169,28,sp,ads,-1.3700937247066132,-0.10209680489579197
HS2,u,232,1284,2415,170,83,-286,-8,-892,-472,147,sp,ads,-2.178738610525577,-0.9599161801117365
HS2,a,681,1962,2936,60,33,-196,-48,35,-278,-188,sp,ads,0.34266106817383096,0.408558023173935
HS2,i,575,2398,2695,30,31,57,242,158,766,-12,sp,ads,-0.25259141722068407,1.2885797822189982
HS2,a,921,1707,2600,93.353,-16,-75,18,34,-217,-87,sp,ads,1.6904025445387707,-0.1061336019556317
HS2,e,679,2280,2749,80,-63,370,30,-1,228,-35,sp,ads,0.33142988920412314,1.0504087556884536
HS2,e,717,1882,2785,38.706,-47,-16,-47,-5,40,-40,sp,ads,0.5448222896285719,0.24708614078034546
HS2,a,831,1678,2834,52.728,-7,23,-5,39,14,116,sp,ads,1.1849994909019181,-0.16466715932330794
HS2,e,643,1806,2949,50,3,-138,-391,33,-106,118,sp,ads,0.12926866774938217,0.09368785250643537
HS2,o,908,1279,3119,90,-77,81,-33,107,50,-65,sp,ads,1.6173998812356698,-0.9700081727613359
HS2,a,317,1653,3278,140,328,-135,-382,3,-55,100,sp,ads,-1.701413504312994,-0.21512712257130467
HS2,i,353,2660,3130,120,29,-164,-214,-79,5,113,sp,ads,-1.4992522828582533,1.817400197058004
HS2,e,518,2137,2909,70,0.5,220,5,-18,218,72,sp,ads,-0.5726800178573572,0.7617777659099122
HS2,o,546,1767,2770,40,38,74,80,1,-338,-89,sp,ads,-0.4154435122814476,0.01497030983956046
HS2,e,693,1948,2799,30,-77,-32,-51,-66,-21,-23,sp,ads,0.41004814199207795,0.38030044375505684
HS2,a,763,1785,2726,60,41,161,102,238,335,26,sp,ads,0.803139405931852,0.051301483378118115
HS2,e,595,916,1842,18.816,35,-9,25,40,-53,47,sp,ads,-0.14027962752360576,-1.7026868391222485
HS2,o,617,1250,2929,35.931,31,174,17,130,111,0.4,sp,ads,-0.016736658856819613,-1.028541730129012
HS2,o,810,1521,3800,66.584,-97,-396,-751,69,40,442,sp,ads,1.067072111719986,-0.4815557285207275
HS2,i,410,2722,3027,106.674,-0.9,-54,74,-0.7,235,221,sp,ads,-1.17916368222158,1.9425409059130359
HS2,o,564,1218,2841,180,-23,-159,5,67,-188,-60,sp,ads,-0.31436290155407715,-1.093130483086448
HS2,i,333,2791,3259,210,-1,-52,-75,-106,97,194,sp,ads,-1.6115640725553315,2.081810404477507
HS2,a,1032,1552,3222,240,-126,119,-349,121,45,83,sp,ads,2.3137329773575552,-0.4189853740932115
HS2,o,575,1347,2880,50,18,6,-115,84,19,-207,sp,ads,-0.25259141722068407,-0.8327570727267848
HS2,a,991,1623,3013,60,-82,-94,-71,74,-70,-273,sp,ads,2.083493808478545,-0.2756790784689008
HS2,e,588,2089,2670,40,-118,258,78,105,399,39,sp,ads,-0.17958875391758317,0.6648946364737585
HS2,e,633,2025,2845,70,-30,-1107,-781,84,282,49,sp,ads,0.07311277290084303,0.5357171305588868
HS2,a,870,1703,2993,68.396,-62,-56,-9,18,88,236,sp,ads,1.4040074808112208,-0.1142071960753112
HS2,a,860,1593,2746,81.4,-80,-176,-210,59,38,-167,sp,ads,1.3478515859626818,-0.3362310343664969
HS2,a,897,1593,2858,120,-41,5,59,138,65,-50,sp,ads,1.5556283969022766,-0.3362310343664969
HS2,o,656,1200,3061,110,15,143,5,71,134,18,sp,ads,0.20227133105248307,-1.1294616566250055
HS2,u,283,1178,2920,60,29,-163,113,47,-141,127,sp,ads,-1.8923435467980272,-1.1738664242832426
HS2,a,726,1801,2857,70,-73,228,81,53,94,18,sp,ads,0.5953625949922572,0.08359585985683603
HS2,e,546,2301,2952,80,92,-9,3,138,270,27,sp,ads,-0.4154435122814476,1.0927951248167709
HS2,i,330,2834,3160,120,9,-105,12,-39,547,307,sp,ads,-1.6284108410098932,2.1686015412640613
HS2,a,878,1775,2790,140,-66,133,64,91,72,-194,sp,ads,1.4489321966900524,0.031117498078919417
HS2,e,569,2493,2945,31.163,-44,154,-80,-18,34,60,sp,ads,-0.28628495412980753,1.4803276425613858
HS2,a,531,2495,3034,33.292,37,-61,-182,89,-122,-369,sp,ads,-0.4996773545542563,1.4843644396212254
HS2,u,408,1576,2865,30,5,101,24,-17,26,-16,sp,ads,-1.1903948611912878,-0.37054380937513465
HS2,a,847,1811,2947,81.977,-38,-116,29,4,42,-50,sp,ads,1.274848922659581,0.10377984515603472
HS2,a,865,1704,2925,65.473,4,52,40,154,148,200,sp,ads,1.3759295333869515,-0.11218879754539132
HS2,a,775,1677,2273,180,22,23,263,27,3,-521,sp,ads,0.870526479750099,-0.1666855578532278
HS2,e,602,1731,2685,30,9,-22,-32,20,-64,-79,sp,ads,-0.10097050112962834,-0.057692037237554845
HS2,o,842,1512,3259,40,-40,92,-160,535,119,1795,sp,ads,1.2467709752353113,-0.4997213152900063
HS2,a,814,1645,2802,60,-110,-103,145,41,-9,-9,sp,ads,1.0895344696594016,-0.23127431081066363
HS2,i,453,2457,2819,70,-27,-135,125,-48,265,4,sp,ads,-0.9376933343728617,1.4076652954842706
HS2,o,514,1157,2908,50,109,208,-85,197,46,-53,sp,ads,-0.5951423757967729,-1.21625279341156
HS2,u,380,865,2005,24.212,-0.4,4,-214,59,-34,-429,sp,ads,-1.3476313667671975,-1.805625164148162
HS2,e,722,1739,2954,44.424,16,-163,4,79,-12,49,sp,ads,0.5729002370528414,-0.04154484899819589
HS2,a,824,1654,2834,110,-15,27,-114,71,75,-61,sp,ads,1.1456903645079408,-0.2131087240413848
HS2,a,758,1686,2967,90,24,13,-31,76,56,-19,sp,ads,0.7750614585075825,-0.148519971083949
HS2,e,570,1741,2743,30,-15,-71,-33,35,20,-69,sp,ads,-0.2806693646449536,-0.03750805193835615
HS2,o,511,1638,2703,30,-16,-5,-399,3,-2,-146,sp,ads,-0.6119891442513347,-0.24540310052010272
HS2,e,364,1743,2828,30,172,-34,-9,130,110,-309,sp,ads,-1.43748079852486,-0.03347125487851641
HS2,o,460,1777,2773,30,-44,3,165,-20,33,13,sp,ads,-0.8983842079788843,0.03515429513875916
HS2,e,648,1700,2398,30,-25,30,-524,-18,35,121,sp,ads,0.15734661517365175,-0.1202623916650708
HS2,a,606,1551,2772,40,50,73,-513,86,57,-19,sp,ads,-0.07850814319021268,-0.4210037726231314
HS2,e,608,1555,2002,30,17,-149,310,131,210,405,sp,ads,-0.06727696422050485,-0.4129301785034519
HS2,o,593,1366,2816,34.512,63,113,-15,68,46,32,sp,ads,-0.15151080649331358,-0.7944075006583072
HS2,e,674,1827,2806,40,-26,-6,30,-51,-27,-71,sp,ads,0.30335194177985353,0.13607422163475263
HS2,a,667,1656,2489,90,67,314,325,133,-924,-527,sp,ads,0.26404281538587615,-0.20907192698154506
HS2,u,340,1107,2695,70,-5,54,150,11,-7,-94,sp,ads,-1.5722549461613542,-1.3171727199075534
HS2,i,349,2751,3160,80,-12,23,28,-10,286,361,sp,ads,-1.521714640797669,2.001074463280712
HS2,i,368,2745,3057,80,-14,42,-56,118,531,193,sp,ads,-1.4150184405854445,1.988964072101193
HS2,e,305,601,2418,210,518,1685,664,-94,-1919,-746,sp,ads,-1.7688005781312413,-2.3384823760470073
HS2,e,509,2521,2927,157.537,-33,107,-157,-43,159,-60,sp,ads,-0.6232203232210425,1.5368428013991422
HS2,e,512,1307,1928,60,-16,272,34,87,245,85,sp,ads,-0.6063735547664807,-0.9134930139235795
HS2,o,572,1243,3112,90,39,124,-35,55,40,-43,sp,ads,-0.2694381856752458,-1.0426705198384512
HS2,o,532,1265,3147,70,1,-31,44,9,-44,53,sp,ads,-0.4940617650694024,-0.9982657521802141
HS2,o,642,1087,3178,90,8,-66,68,45,-86,-20,sp,ads,0.12365307826452827,-1.3575406905059508
HS2,o,612,1208,3130,100,-11,-43,-27,8,-96,3,sp,ads,-0.044814606281089187,-1.1133144683856466
HS2,a,832,1586,2857,46.032,-65,-18,48,-9,-12,22,sp,ads,1.190615080386772,-0.3503598240759359
HS2,a,776,1637,2723,63.968,46,7,78,167,174,-4,sp,ads,0.8761420692349529,-0.2474214990500226
HS2,i,393,2479,2852,70,-5,93,-9,-10,442,17,sp,ads,-1.2746287034640966,1.4520700631425076
HS2,o,637,1666,2882,60.531,-126,68,-37,-64,361,-132,sp,ads,0.09557513084025869,-0.18888794168234638
HS2,u,355,1280,2804,46.802,39,-174,168,74,259,235,sp,ads,-1.4880211038885454,-0.967989774231416
HS2,a,733,1658,2743,80,-59,295,-185,83,-21,-17,sp,ads,0.6346717213862345,-0.20503512992170533
HS2,e,668,1732,2730,40,-31,28,70,9,34,3,sp,ads,0.26965840487073006,-0.055673638707634976
HS2,a,792,1445,1572,40,-52,85,1115,-24,-113,-1267,sp,ads,0.9659915009926155,-0.6349540167946376
HS2,a,763,1102,1593,90,24,454,1234,31,-521,-1163,sp,ads,0.803139405931852,-1.3272647125571528
HS2,e,619,2090,2983,30,-14,-104,-87,2,-124,4,sp,ads,-0.005505479887111781,0.6669130350036784
HS2,i,575,2058,3054,30,24,113,-66,299,1002,768,sp,ads,-0.25259141722068407,0.6023242820462426
HS2,i,411,2735,2977,80,41,-198,-69,52,44,55,sp,ads,-1.1735480927367261,1.9687800868019942
HS2,a,711,1746,2175,70,-33,-38,277,-25,3,-472,sp,ads,0.5111287527194485,-0.0274160592887568
HS2,o,830,1494,3002,100,-50,4,-91,-47,-208,28,sp,ads,1.1793839014170644,-0.5360524888285639
HS2,o,594,1183,2614,40,45,-84,-701,7,-112,-9,sp,ads,-0.14589521700845967,-1.1637744316336434
HS2,a,836,1656,2357,60,-43,-168,65,85,-91,-315,sp,ads,1.2130774383261878,-0.20907192698154506
HS2,e,522,1788,2801,60,19,46,12,28,100,6,sp,ads,-0.5502176599179416,0.057356678967877724
HS2,e,567,2373,2990,80,-117,-1209,-503,-68,-0.4,33,sp,ads,-0.29751613309951536,1.2381198189710014
HS2,i,285,2828,3353,74.808,25,-41,88,6,105,374,sp,ads,-1.8811123678283195,2.156491150084542
HS2,u,412,1428,3012,72.949,4,-38,-48,14,-45,-31,sp,ads,-1.1679325032518721,-0.6692667918032753
HS2,o,386,1328,2967,30,-13,40,223,-35,-130,0.2,sp,ads,-1.313937829858074,-0.8711066447952622
HS2,e,363,1622,3085,30,65,-38,9,89,-65,-14,sp,ads,-1.443096388009714,-0.27769747699882064
HS2,a,858,1558,3176,70,-45,-27,-161,115,47,34,sp,ads,1.336620406992974,-0.4068749829136923
HS2,a,682,1652,2843,41.893,-19,-16,23,14,5,-37,sp,ads,0.3482766576586849,-0.21714552110122454
HS2,a,845,1650,2949,69.867,-11,38,-20,21,46,-123,sp,ads,1.263617743689873,-0.2211823181610643
HS2,o,630,1413,3080,120,29,14,-1,102,46,24,sp,ads,0.056266004446281284,-0.6995427697520734
HS2,e,486,2589,3029,360,37,-165,-103,-146,247,153,sp,ads,-0.7523788813726825,1.6740939014336933
HS2,a,879,1511,2910,250,50,51,-432,-14,-18,40,sp,ads,1.454547786174906,-0.5017397138199261
HS2,a,944,1593,2738,100,-49,-99,85,176,251,100,sp,ads,1.8195611026904106,-0.3362310343664969
HS2,o,576,1252,2539,78.503,14,76,-384,93,94,36,sp,ads,-0.24697582773583013,-1.0245049330691725
HS2,a,908,1600,2447,130,-96,-196,20,19,-111,-274,sp,ads,1.6173998812356698,-0.3221022446570578
HS2,o,658,1371,2837,68.097,11,204,68,55,22,-5,sp,ads,0.21350251002219092,-0.7843155080087079
HS2,a,692,1662,2808,60,-86,-79,-8,21,11,21,sp,ads,0.40443255250722404,-0.19696153580202586
HS2,e,627,2277,2930,60,80,-53,18,79,100,19,sp,ads,0.03941923599171954,1.044353560098694
HS2,i,362,2623,2872,110,-4,-100,113,5,332,-20,sp,ads,-1.448711977494568,1.7427194514509687
HS2,a,800,1770,2769,130,-24,122,1,32,-23,5,sp,ads,1.010916216871447,0.02102550542932007
HS2,e,512,2556,2950,310,-77,178,291,32,-59,-90,sp,ads,-0.6063735547664807,1.6074867499463374
HS2,e,554,2411,3034,122.081,16,71,36,97,67,-4,sp,ads,-0.37051879640261626,1.3148189631079565
HS2,e,550,2367,2905,290,41,-109,-136,15,-3,39,sp,ads,-0.39298115434203196,1.2260094277914821
HS2,e,459,634,2284,100,0.05,1633,676,33,-1438,-536,sp,ads,-0.9039997974637383,-2.271875224559652
HS2,i,328,2883,3526,180,-29,-70,-345,-129,192,461,sp,ads,-1.6396420199796011,2.267503069230135
HS2,e,710,2374,3005,170,-67,128,-4,-11,63,-9,sp,ads,0.5055131632345945,1.2401382175009212
HS2,e,683,2314,2941,71.142,-51,8,60,31,0.7,76,sp,ads,0.3538922471435388,1.119034305705729
HS2,u,335,982,3060,90,26,82,-64,17,-71,-8,sp,ads,-1.6003328935856238,-1.5694725361475372
HS2,o,533,1038,3113,190,-40,40,-66,9,-92,17,sp,ads,-0.4884461755845485,-1.4564422184720245
HS2,e,590,2038,2995,50,23,-76,-83,22,165,-62,sp,ads,-0.16835757494787532,0.5619563114478451
HS2,e,584,2117,2766,72.497,-36,-843,-834,98,-240,-170,sp,ads,-0.2020511118569988,0.7214097953115148
HS2,u,380,841,2663,94.85,-8,-61,191,6,-153,106,sp,ads,-1.3476313667671975,-1.8540667288662387
HS2,o,589,1127,2950,220,14,61,-4,23,-187,-25,sp,ads,-0.17397316443272923,-1.276804749309156
HS2,a,860,1602,2458,70,-49,-111,43,77,-62,215,sp,ads,1.3478515859626818,-0.318065447597218
HS2,a,795,1737,2444,90,-9,-10,-179,38,-185,-306,sp,ads,0.9828382694471773,-0.04558164605803563
HS2,e,495,2605,2961,120,-79,130,246,-138,63,0.4,sp,ads,-0.7018385760089972,1.706388277912411
HS2,o,788,1158,3021,76.183,-39,513,273,212,67,-9,sp,ads,0.9435291430531999,-1.21423439488164
HS2,e,635,2083,2829,80,-15,-91,-19,39,126,24,sp,ads,0.08434395187055087,0.6527842452942393
HS2,a,830,1934,2668,150,-42,-45,-37,64,-174,-128,sp,ads,1.1793839014170644,0.3520428643361787
HS2,e,489,2364,3004,100,60,-7,-15,-0.03,112,37,sp,ads,-0.7355321129181207,1.2199542322017225
HS2,a,892,1326,2613,278.443,35,64,263,48,-76,-42,sp,ads,1.527550449478007,-0.8751434418551021
HS2,a,240,1224,2282,80.204,-17,109,162,-43,-194,-204,sp,ads,-2.1338138946467455,-1.0810200919069288
HS2,i,411,2387,2894,70,-8,92,24,36,435,-319,sp,ads,-1.1735480927367261,1.2663773983898796
HS2,a,817,1590,2778,80.038,-15,-61,-94,7,5,-84,sp,ads,1.1063812381139635,-0.34228622995625646
HS2,e,707,2243,2945,80,16,-101,-61,50,138,82,sp,ads,0.48866639478003276,0.9757280100814184
HS2,e,564,2332,2859,300,16,-99,-51,-20,-101,-30,sp,ads,-0.31436290155407715,1.1553654792442867
HS2,a,947,1542,2447,212.434,-44,35,103,24,-75,-183,sp,ads,1.8364078711449725,-0.4391693593924102
HS2,e,588,1945,2586,50,-0.9,-116,-37,23,-47,17,sp,ads,-0.17958875391758317,0.37424524816529725
HS2,e,448,2398,2936,100,111,-178,90,101,-299,-42,sp,ads,-0.9657712817971312,1.2885797822189982
HS2,i,324,2855,3405,139.221,-42,15,113,-61,72,324,sp,ads,-1.6621043779190168,2.2109879103923786
HS2,a,684,2157,2963,80.204,-119,-67,87,-72,-124,-12,sp,ads,0.3595078366283927,0.8021457365083096
HS2,i,728,2481,3032,34.805,33,-8,-20,58,100,133,sp,ads,0.606593773961965,1.4561068602023473
HS2,o,492,1282,2913,46.912,33,386,-4,54,178,-120,sp,ads,-0.718685344463559,-0.9639529771715762
HS2,u,430,869,1813,27.239,-16,-9,30,26,-28,-732,sp,ads,-1.0668518925245019,-1.7975515700284823
HS2,e,723,1961,3000,64.879,-1,-194,49,88,91,62,sp,ads,0.5785158265376954,0.40653962464401516
HS2,a,883,1680,2826,140,13,39,-67,135,118,-56,sp,ads,1.4770101441143217,-0.1606303622634682
HS2,o,422,995,3194,160,242,244,-66,36,-143,-2,sp,ads,-1.1117766084033331,-1.5432333552585789
HS2,e,732,2183,3058,40.858,13,82,-23,10,111,52,sp,ads,0.6290561319013807,0.8546240982862262
HS2,o,560,1492,2903,50,-7,-3,-40,-11,-32,84,sp,ads,-0.3368252594934928,-0.5400892858884037
HS2,e,343,1698,2829,40,-4,-7,69,32,16,14,sp,ads,-1.5554081777067923,-0.12429918872491054
HS2,e,590,1849,2660,63.531,-69,136,-545,-10,199,14,sp,ads,-0.16835757494787532,0.18047898929298978
HS2,o,521,1269,2660,40.885,45,178,12,83,162,-156,sp,ads,-0.5558332494027954,-0.9901921580605346
HS2,e,522,2479,2884,150,-71,-10,-119,-26,67,-41,sp,ads,-0.5502176599179416,1.4520700631425076
HS2,e,567,2080,2855,40,-2,67,-31,36,149,38,sp,ads,-0.29751613309951536,0.6467290497044796
HS2,o,385,1729,2923,30,96,-24,-42,-16,15,83,sp,ads,-1.319553419342928,-0.061728834297394584
HS2,e,215,1621,2981,30,31,-30,-257,-1561,-1268,-1284,sp,ads,-2.2742036317680934,-0.2797158755287405
HS2,a,841,1663,2582,100,-27,77,120,141,86,10,sp,ads,1.2411553857504574,-0.19494313727210597
HS2,e,754,2172,2877,48.425,-49,158,28,8,234,45,sp,ads,0.7525991005681668,0.8324217144571077
HS2,o,652,2073,2759,75.288,-35,-22,21,50,98,-20,sp,ads,0.17980897311306743,0.6326002599950405
HS2,o,656,1101,2899,174.027,20,309,-179,29,104,-26,sp,ads,0.20227133105248307,-1.3292831110870726
HS2,o,811,1385,3137,90,-544,-71,-1552,64,134,131,sp,ads,1.07268770120484,-0.7560579285898297
HS2,e,692,1954,2858,80,-43,-47,-16,-2,141,65,sp,ads,0.40443255250722404,0.39241083493457607
HS2,o,585,1075,2697,80,84,328,79,198,27,-95,sp,ads,-0.1964355223721449,-1.3817614728649892
HS2,a,856,1754,3317,60,19,-138,-500,330,228,800,sp,ads,1.3253892280232662,-0.011268871049397843
HS2,a,914,1718,2842,206.436,-47,-39,-227,-30,-76,-456,sp,ads,1.6510934181447932,-0.08393121812651315
HS2,i,251,2314,2763,53.612,-17,164,256,43,112,-321,sp,ads,-2.072042410313353,1.119034305705729
HS2,e,623,1970,2763,56.621,-56,50,13,-18,84,18,sp,ads,0.016956878052303878,0.424705211413294
HS2,a,893,1670,2593,110,4,-122,-144,72,-118,-106,sp,ads,1.533166038962861,-0.1808143475626669
HS2,e,577,2303,2945,160,5,-158,-122,-13,-192,48,sp,ads,-0.24136023825097622,1.0968319218766105
HS2,o,496,980,1968,40,55,48,706,131,-46,-316,sp,ads,-0.6962229865241434,-1.5735093332073768
HS2,e,624,1945,2670,37.516,4,-130,-44,45,87,-16,sp,ads,0.022572467537157793,0.37424524816529725
HS2,a,923,1683,2825,60,-42,87,7,95,132,43,sp,ads,1.7016337235084784,-0.15457516667370857
HS2,e,743,2169,2863,67.494,-12,-102,-60,24,20,-6,sp,ads,0.6908276162347737,0.826366518867348
HS2,e,761,2376,3077,177.981,-76,-164,-103,447,722,122,sp,ads,0.7919082269621441,1.244175014560761
HS2,e,623,1905,2673,50,-13,-91,-12,27,58,-0.3,sp,ads,0.016956878052303878,0.29350930696850247
HS2,o,561,1552,2660,65.561,-17,108,61,-18,-2,-105,sp,ads,-0.3312096700086389,-0.4189853740932115
HS2,i,471,2305,2861,40,-17,-37,-49,-7,-17,32,sp,ads,-0.8366127236454912,1.1008687189364503
HS2,e,483,2098,2800,40,-2,142,-4,34,9,-151,sp,ads,-0.7692256498272443,0.6830602232430373
HS2,o,483,1929,2812,50,-23,-28,598,-11,-22,109,sp,ads,-0.7692256498272443,0.34195087168657934
HS2,e,732,1950,2694,40.923,-56,-58,37,-19,12,51,sp,ads,0.6290561319013807,0.3843372408148966
HS2,a,708,1853,2651,40,37,40,-134,67,125,-163,sp,ads,0.4942819842648867,0.18855258341266926
HS2,e,659,1509,2244,25.726,9,-93,93,10,-107,-100,sp,ads,0.21911809950704483,-0.5057765108797659
HS2,o,624,1393,2911,42.372,19,87,-128,74,247,-85,sp,ads,0.022572467537157793,-0.7399107403504708
HS2,o,747,1207,3210,58.256,-109,-161,144,13,-143,251,sp,ads,0.7132899741741894,-1.1153328669155664
HS2,i,398,2695,3055,85.575,11,-148,-73,26,253,208,sp,ads,-1.246550756039827,1.8880441456051995
HS2,o,464,993,2652,70,-11,24,37,72,105,354,sp,ads,-0.8759218500394687,-1.5472701523184187
HS2,o,604,1047,2485,61.064,-82,-26,161,-15,-40,348,sp,ads,-0.0897393221599205,-1.4382766317027456
HS2,o,696,1173,2981,90.551,57,34,-118,90,-77,26,sp,ads,0.4268949104466397,-1.183958416932842
HS2,e,516,2437,2935,227.86,52,-330,-92,-5,-53,-70,sp,ads,-0.583911196827065,1.367297324885873
HS2,a,881,1484,2929,355.925,-171,725,-9,12,-48,64,sp,ads,1.465778965144614,-0.5562364741277627
HS2,o,617,1383,2742,70,-25,48,14,37,-32,-66,sp,ads,-0.016736658856819613,-0.7600947256496694
HS2,e,768,1791,2911,58.628,-48,-83,-19,119,58,-14,sp,ads,0.8312173533561216,0.06341187455763733
HS2,e,559,1703,2775,39.345,-12,-30,35,18,10,0.6,sp,ads,-0.3424408489783467,-0.1142071960753112
HS2,o,624,1378,2806,93.07,18,137,52,47,93,465,sp,ads,0.022572467537157793,-0.7701867182992688
HS2,e,621,1755,2783,49.443,-19,-59,-10,36,-46,7,sp,ads,0.005725699082596049,-0.009250472519477974
HS2,a,885,1570,2902,63.532,-93,68,-116,28,149,-32,sp,ads,1.4882413230840297,-0.3826542005546538
HS2,u,471,1075,2779,60,-52,-168,82,92,-107,1014,sp,ads,-0.8366127236454912,-1.3817614728649892
HS2,a,903,1640,2852,85.087,-6,45,179,35,0.1,8,sp,ads,1.5893219338114002,-0.24136630346026297
HS2,e,551,2083,3107,140,55,-39,-42,84,-37,296,sp,ads,-0.387365564857178,0.6527842452942393
HS2,e,560,2429,3155,35.156,-44,69,-163,132,1686,814,sp,ads,-0.3368252594934928,1.3511501366465142
HS2,a,857,1545,1666,52.006,-25,216,1114,-7,190,108,sp,ads,1.33100481750812,-0.4331141638026506
HS2,a,750,1851,2739,60,38,-328,-37,123,-399,-152,sp,ads,0.7301367426287512,0.1845157863528295
HS2,o,463,1831,2740,30,24,-6,7,31,-8,-8,sp,ads,-0.8815374395243225,0.1441478157544321
HS2,i,499,2144,2836,46.502,-52,-15,8,-62,8,-21,sp,ads,-0.6793762180695816,0.7759065556193513
HS2,a,584,1678,2415,53.498,8,412,481,67,-169,522,sp,ads,-0.2020511118569988,-0.16466715932330794
HS2,e,524,1486,2167,30,-22,223,-69,-0.8,-501,-40,sp,ads,-0.5389864809482338,-0.5521996770679228
HS2,e,487,2085,2384,30,24,-251,-34,28,-354,-69,sp,ads,-0.7467632918878286,0.656821042354079
HS2,o,434,1651,2849,40,-3,106,-26,18,36,3,sp,ads,-1.044389534585086,-0.2191639196311444
HS2,i,390,2433,2910,50,-32,57,-40,-3,113,25,sp,ads,-1.2914754719186583,1.3592237307661936
HS2,o,819,1476,3034,80,-96,-36,-19,215,156,1442,sp,ads,1.1176124170836712,-0.5723836623671216
HS2,i,459,2210,2903,40,31,-147,50,31,141,-5,sp,ads,-0.9039997974637383,0.9091208585940627
HS2,o,460,1043,2888,50,127,399,104,137,53,21,sp,ads,-0.8983842079788843,-1.446350225822425
HS2,u,313,987,2767,100,96,-189,-170,40,-171,63,sp,ads,-1.7238758622524097,-1.5593805434979378
HS2,e,701,1980,2971,40,15,-36,-7,57,131,65,sp,ads,0.45497285787090924,0.44488919671249266
