speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,z_f1,z_f2
HS10,a,504,1033,3261,80,242,421,47,-102,30,92,sp,ads,-0.13306061466099237,-1.530180485726835
HS10,e,572,2369,3025,372.802,-56,156,-237,93,110,-90,sp,ads,0.35769170941586914,1.2071398255252392
HS10,e,549,2169,3173,43.323,-148,-50,-129,22,147,-0.2,sp,ads,0.19170195274281304,0.7973613358168448
HS10,i,284,2599,3258,60,93,-220,-247,46,456,1069,sp,ads,-1.7207887219684854,1.6783850886898928
HS10,i,354,2630,3481,70,25,-69,177,118,134,38,sp,ads,-1.2156025060070104,1.7419007545946938
HS10,a,564,1788,2845,80,9,-142,36,24,-0.9,-156,sp,ads,0.2999561418774148,0.016733312922353555
HS10,o,601,1628,3258,47.471,4,-150,-104,71,-67,52,sp,ads,0.566983141742766,-0.31108947884436194
HS10,e,600,2106,3126,90,20,40,216,152,144,-150,sp,ads,0.5597661958004592,0.6682811115587006
HS10,e,510,2121,2874,310,-30,145,-433,-34,170,-71,sp,ads,-0.08975893900715164,0.6990144982868302
HS10,e,534,2255,3012,126.636,-10,59,-13,-38,-247,-99,sp,ads,0.08344776360821124,0.9735660863914544
HS10,o,627,1742,3055,123.966,-57,416,-73,351,388,-259,sp,ads,0.7546237362427424,-0.07751573971057714
HS10,e,505,1949,2918,70,16,-19,-10,73,58,-42,sp,ads,-0.12584366871868558,0.346604997137611
HS10,i,385,2420,2617,50,11,45,436,-3,111,-52,sp,ads,-0.9918771817955,1.3116333404008798
HS10,e,405,2213,2903,40,-0.3,3,-224,48,184,31,sp,ads,-0.8475382629493642,0.8875126035526916
HS10,u,657,1155,2703,40.183,-341,-316,-156,19,-1655,-2001,sp,ads,0.9711321145119459,-1.2802156070047146
HS10,a,794,1559,3011,180,-74,-122,-132,67,40,-75,sp,ads,1.9598537086079757,-0.452463057793758
HS10,o,348,1011,2483,60,53,72,-64,134,15,121,sp,ads,-1.258904181660851,-1.5752561195947585
HS10,o,539,1016,2972,150,-56,-86,-31,93,127,40,sp,ads,0.11953249331974516,-1.5650116573520487
HS10,e,423,2745,3604,149.024,5,-1116,-1055,34,186,129,sp,ads,-0.717633235987842,1.9775233861770205
HS10,e,535,2306,2891,80,12,0.6,73,62,1572,455,sp,ads,0.09066470955051803,1.0780596012670949
HS10,a,776,1769,3326,120,-26,-910,-1077,35,-14,1,sp,ads,1.8299486816464536,-0.022195643599943908
HS10,u,701,1319,2755,51.303,-89,-466,-23,105,-1513,-340,sp,ads,1.2886777359734445,-0.9441972454438312
HS10,o,425,1061,2511,60,32,-91,23,-162,-1083,-943,sp,ads,-0.7031993441032285,-1.47281149716766
HS10,o,520,1023,3619,80,-8,84,-462,180,200,1198,sp,ads,-0.017589479584083773,-1.550669410212255
HS10,e,557,2280,3028,230,-18,110,-46,28,15,-97,sp,ads,0.24943752028126734,1.0247883976050036
HS10,e,518,1206,2521,50,-46,135,0,14,-785,-560,sp,ads,-0.03202337146869735,-1.175722092129074
HS10,o,665,987,2928,40,-249,-158,-550,-17,-745,10,sp,ads,1.0288676820504004,-1.6244295383597658
HS10,a,640,1789,3373,90,-32,-191,-181,95,-52,-175,sp,ads,0.8484440334927306,0.01878220537089553
HS10,e,464,2355,2913,22.801,-38,143,-85,-72,-74,-62,sp,ads,-0.4217384523532638,1.1784553312456516
HS10,i,610,2397,2930,41.042,-8,107,64,6,225,35,sp,ads,0.631935655223527,1.2645088140844143
HS10,e,487,2390,2436,40,13,86,68,53,88,-535,sp,ads,-0.25574869568020775,1.2501665669446205
HS10,e,608,1790,3011,40,-19,87,-23,21,33,-159,sp,ads,0.6175017633389135,0.0208310978194375
HS10,u,368,1119,2907,40,22,313,121,29,-118,-14,sp,ads,-1.1145652628147154,-1.3539757351522255
HS10,i,415,2713,3248,80,-49,-394,-556,-147,18,-107,sp,ads,-0.7753688035262963,1.9119588278236774
HS10,e,647,2296,2958,160,-34,56,91,75,182,10,sp,ads,0.8989626550888781,1.0575706767816753
HS10,o,464,978,3291,154.381,31,16,-1207,182,7,1202,sp,ads,-0.4217384523532638,-1.6428695703966436
HS10,o,537,1115,2713,40,-46,33,77,-20,65,309,sp,ads,0.1050986014351316,-1.3621713049463935
HS10,u,406,1140,2639,80,3,-18,-204,17,-84,-19,sp,ads,-0.8403213170070575,-1.3109489937328442
HS10,e,618,2416,3160,80.765,-64,13,-87,-11,27,-101,sp,ads,0.6896712227619813,1.3034377706067117
HS10,a,677,1581,2943,60,42,49,202,241,335,67,sp,ads,1.1154710333580817,-0.4073874239258346
HS10,a,663,894,2028,60,38,511,808,224,-193,-445,sp,ads,1.0144337901657867,-1.8149765360741692
HS10,a,736,1731,3263,48.336,-21,23,-84,21,24,2,sp,ads,1.541270843954182,-0.10005355664453884
HS10,e,587,2367,3176,60,19,-18,-88,-21,54,-4,sp,ads,0.4659458985504709,1.2030420406281552
HS10,o,492,1433,2846,100,-5,-56,20,39,-40,824,sp,ads,-0.2196639659686738,-0.7106235063100464
HS10,i,392,2555,3860,75.981,0.1,-84,65,36,-220,136,sp,ads,-0.9413585601993525,1.5882338209540459
HS10,u,346,872,2690,80,13,102,22,95,-76,-89,sp,ads,-1.2733380735454647,-1.8600521699420927
HS10,o,528,959,2837,160,-5,-25,11,28,-179,-233,sp,ads,0.04014608795437052,-1.681798526918941
HS10,o,521,1182,2984,150,-50,-131,130,106,71,-59,sp,ads,-0.010372533641776987,-1.2248955108940813
HS10,o,496,1022,2821,283.3,-25,13,246,166,93,528,sp,ads,-0.19079618219944666,-1.552718302660797
HS10,o,508,1274,3017,66.192,16,-155,-32,82,212,34,sp,ads,-0.10419283089176522,-1.03639740562822
HS10,e,555,2264,2818,158.27,0.1,-68,-22,34,-248,-951,sp,ads,0.23500362839665376,0.9920061184283321
HS10,e,502,2236,2898,80,18,-65,58,105,-67,-163,sp,ads,-0.14749450654560592,0.9346371298691569
HS10,i,384,2537,2957,81.156,-41,-379,-242,9,-88,-65,sp,ads,-0.9990941277378067,1.5513537568802904
HS10,a,721,1775,2796,104.479,-108,277,190,207,96,-137,sp,ads,1.4330166548195804,-0.009902288908692077
HS10,o,510,1210,3555,50,1,-99,-370,49,-48,719,sp,ads,-0.08975893900715164,-1.167526522334906
HS10,e,566,2175,3164,60,-47,-98,-87,261,64,76,sp,ads,0.3143900337620284,0.8096546905080967
HS10,o,441,1196,3088,120,7,-70,4,33,22,-46,sp,ads,-0.58772820902632,-1.1962110166144937
HS10,o,526,1052,2993,60,78,330,129,221,85,-137,sp,ads,0.025712196069756946,-1.4912515292045376
HS10,e,434,2572,2902,30,-43,-32,-46,-23,-69,-151,sp,ads,-0.6382468306224675,1.6230649925792595
HS10,i,549,2661,3335,50,-20,-16,-225,120,678,-268,sp,ads,0.19170195274281304,1.805416420499495
HS10,e,470,2384,3092,40,38,-146,-207,148,246,75,sp,ads,-0.3784367766994231,1.2378732122533687
HS10,e,593,2175,3107,40,-42,13,20,-10,90,11,sp,ads,0.5092475742043117,0.8096546905080967
HS10,a,756,2116,3224,80,-60,-186,54,67,-228,-60,sp,ads,1.685609762800318,0.6887700360441203
HS10,i,395,2963,4004,222.313,-18,-30,-363,-15,117,644,sp,ads,-0.919707722372432,2.4241819399591704
HS10,a,547,1783,2929,110,86,-11,-45,143,5,-204,sp,ads,0.17726806085819946,0.006488850679643697
HS10,e,388,2377,2888,88.894,42,-276,102,29,176,-160,sp,ads,-0.9702263439685795,1.2235309651135748
HS10,e,428,2260,2735,45.994,8,-135,204,17,527,61,sp,ads,-0.6815485062763081,0.9838105486341643
HS10,a,742,1450,2986,99.284,-42,-82,-53,32,-59,80,sp,ads,1.584572519608023,-0.6757923346848329
HS10,o,247,1780,2989,46.353,68,26,-38,25,58,-43,sp,ads,-1.9878157218338366,3.421733340177822e-4
HS10,e,553,1996,3261,73.322,-14,-39,-294,65,814,667,sp,ads,0.22056973651204018,0.44290294221908366
HS10,e,544,1719,2814,50,15,-112,-153,94,57,-53,sp,ads,0.1556172230312791,-0.12464026602704249
HS10,e,495,1689,2336,50.779,-34,-250,-166,50,570,105,sp,ads,-0.19801312814175343,-0.18610703948330165
HS10,a,747,1696,3054,118.655,32,-80,108,207,105,40,sp,ads,1.6206572493195568,-0.17176479234350786
HS10,i,355,2794,3846,157.329,17,-1126,-1177,12,80,481,sp,ads,-1.2083855600647035,2.0779191161555772
HS10,o,524,962,2510,198.199,-65,-17,-49,306,-237,94,sp,ads,0.011278304185143372,-1.675651849573315
HS10,a,533,1785,3084,30,42,-50,32,130,-57,33,sp,ads,0.07623081766590445,0.010586635576727642
HS10,e,586,1579,2636,70,-35,-158,-86,10,185,838,sp,ads,0.45872895260816415,-0.41148520882291856
HS10,o,568,1625,3449,39.978,-80,-4,45,72,121,361,sp,ads,0.328823925646642,-0.31723615618998785
HS10,a,661,1687,3234,80,-43,-89,-41,46,38,44,sp,ads,0.9999998982811731,-0.1902048243803856
HS10,e,435,2280,2775,70,-0.003,40,-52,25,98,23,sp,ads,-0.6310298846801606,1.0247883976050036
HS10,i,358,2434,2878,80,13,-788,-284,19,129,498,sp,ads,-1.186734722237783,1.3403178346804674
HS10,e,606,1998,2786,71.824,-161,-352,-324,-35,-102,-887,sp,ads,0.6030678714542999,0.4470007271161676
HS10,a,702,2178,3127,70,-5,-105,114,67,-126,-40,sp,ads,1.2958946819157513,0.8158013678537226
HS10,i,373,2712,3463,217.753,-35,-62,446,68,-137,170,sp,ads,-1.0784805331031815,1.9099099353751354
HS10,a,673,2039,3255,48.849,9,-24,67,53,67,-98,sp,ads,1.0866032495888545,0.5310053175063885
HS10,o,584,871,2104,80,42,532,1131,377,-264,-607,sp,ads,0.44429506072355057,-1.8621010623906347
HS10,e,528,1968,2796,50,-11,-156,-66,20,23,-3,sp,ads,0.04014608795437052,0.3855339536599085
HS10,e,630,2192,3200,102.063,-22,-111,-131,-2,60,44,sp,ads,0.7762745740696627,0.8444858621333101
HS10,a,623,2623,3286,53.226,-12,-130,-278,60,470,160,sp,ads,0.7257559524735152,1.7275585074549
HS10,o,415,981,2969,60,169,606,-24,193,-25,354,sp,ads,-0.7753688035262963,-1.6367228930510176
HS10,e,481,1739,2655,30,-35,-97,-44,-65,-62,-77,sp,ads,-0.29905037133404844,-0.08366241705620306
HS10,e,556,1428,2904,30,46,216,37,222,386,296,sp,ads,0.24222057433896055,-0.7208679685527563
HS10,a,719,1598,2833,90,48,6,78,177,-128,-196,sp,ads,1.4185827629349668,-0.37255625230062106
HS10,a,737,1716,2920,98.178,-97,-16,-49,43,-21,-96,sp,ads,1.5484877898964888,-0.1307869433726684
HS10,o,510,1104,2540,40,-15,-62,91,-7,-95,-35,sp,ads,-0.08975893900715164,-1.384709121880355
HS10,o,616,1506,3387,30,4,-23,-42,60,19,557,sp,ads,0.6752373308773677,-0.5610543575664825
HS10,e,554,1795,3156,30,-82,-39,227,-0.06,-22,4,sp,ads,0.22778668245434697,0.03107556006214736
HS10,e,521,1818,3115,40.694,33,-45,21,287,27,18,sp,ads,-0.010372533641776987,0.07820008637861271
HS10,a,743,1593,3203,60,30,63,-58,169,63,115,sp,ads,1.5917894655503295,-0.3828007145433309
HS10,i,399,2421,3358,80,97,15,-365,52,179,-525,sp,ads,-0.890839938603205,1.3136822328494218
HS10,e,554,2223,3067,30.289,12,95,-86,5,135,-34,sp,ads,0.22778668245434697,0.9080015280381113
HS10,o,490,1696,3182,39.906,40,49,-14,252,704,622,sp,ads,-0.23409785785328738,-0.17176479234350786
HS10,o,323,1037,2924,30,27,88,-79,46,-11,81,sp,ads,-1.4393278302185206,-1.5219849159326673
HS10,e,392,2473,2885,40,7,8,106,17,-177,-80,sp,ads,-0.9413585601993525,1.4202246401736043
HS10,a,566,1936,3069,40,-3,54,-13,190,5,5,sp,ads,0.3143900337620284,0.3199693953065654
HS10,u,367,1041,2808,22.801,-29,50,46,7,24,-62,sp,ads,-1.1217822087570222,-1.5137893461384995
HS10,e,548,1441,3863,48.68,-132,-114,-477,78,530,1277,sp,ads,0.18448500680050625,-0.6942323667217106
HS10,u,361,2505,3163,30,-79,-1106,-9,159,946,250,sp,ads,-1.1650838844108629,1.4857891985269474
HS10,o,417,1619,3039,17.101,-21,-39,71,21,96,486,sp,ads,-0.7609349116416828,-0.32952951088123966
HS10,e,381,1519,2679,15.161,1,26,-817,5,16,-322,sp,ads,-1.0207449655647272,-0.5344187557354368
HS10,e,522,2134,2896,120,-33,-199,19,14,7,-23,sp,ads,-0.0031555876994702006,0.7256501001178758
HS10,a,712,1969,3045,80,-52,-177,112,117,-320,-107,sp,ads,1.3680641413388193,0.38758284610845045
HS10,i,598,1910,2879,129.419,-157,433,-66,1,141,-2,sp,ads,0.5453323039158455,0.2666981916444741
HS10,a,698,1839,2876,55.812,-39,174,94,19,204,58,sp,ads,1.2670268981465242,0.12122682779799412
HS10,e,731,1704,3071,93.485,4,-82,-143,162,-96,-218,sp,ads,1.5051861142426481,-0.15537365275517206
HS10,e,469,2187,2954,60,-13,31,-71,212,135,-26,sp,ads,-0.38565372264172987,0.8342413998906003
HS10,a,721,1646,3160,70,-4,53,-73,19,99,-8,sp,ads,1.4330166548195804,-0.27420941477060645
HS10,o,566,1289,3020,31.467,-8,7,30,-61,-194,33,sp,ads,0.3143900337620284,-1.0056640189000903
HS10,e,605,1583,2984,42.182,25,-24,-6,31,-65,-153,sp,ads,0.595850925511993,-0.40328963902875065
HS10,e,452,2160,2839,60,-36,-242,62,105,272,-220,sp,ads,-0.5083418036609453,0.778921303779967
HS10,a,607,1545,3065,50,49,111,-16,168,25,-112,sp,ads,0.6102848173966067,-0.4811475520733456
HS10,o,497,1030,2800,80,41,153,-37,189,153,74,sp,ads,-0.18357923625713987,-1.536327163072461
HS10,a,644,1660,2885,90,-7,-126,9,122,-2,259,sp,ads,0.8773118172619577,-0.24552492049101884
HS10,e,399,1786,2920,40,20,34,10,79,77,321,sp,ads,-0.890839938603205,0.012635528025269613
HS10,a,522,1466,2546,60,17,-107,370,24,-242,-400,sp,ads,-0.0031555876994702006,-0.6430100555081614
HS10,e,487,1855,2604,50,-27,-59,-75,-9,-117,-223,sp,ads,-0.25574869568020775,0.15400910697466566
HS10,o,616,1463,3241,60,-241,-422,-361,19,-166,-152,sp,ads,0.6752373308773677,-0.6491567328537873
HS10,a,656,1805,3114,90,71,-45,63,118,49,-57,sp,ads,0.9639151685696392,0.051564484547567076
HS10,a,596,1664,2990,60,-1,-18,281,136,-49,-165,sp,ads,0.530898412031232,-0.23732935069685093
HS10,a,662,1639,3111,40,-72,179,-32,-17,7,174,sp,ads,1.00721684422348,-0.2885516619104002
HS10,e,497,1522,2971,30,46,44,-11,59,81,-50,sp,ads,-0.18357923625713987,-0.5282720783898109
HS10,u,424,1050,2605,80,-52,-190,-118,114,-9,158,sp,ads,-0.7104162900455353,-1.4953493141016216
HS10,o,410,1176,2864,70,99,332,56,178,-71,116,sp,ads,-0.8114535332378303,-1.2371888655853331
HS10,e,522,2504,3777,207.048,-126,51,-752,-30,-15,653,sp,ads,-0.0031555876994702006,1.4837403060784053
HS10,o,666,1430,3220,80.755,6,110,64,87,-15,-214,sp,ads,1.036084627992707,-0.7167701836556724
HS10,e,556,2429,3694,30,-51,15,288,11,63,393,sp,ads,0.24222057433896055,1.3300733724377576
HS10,e,618,2122,3032,60,11,85,75,113,244,186,sp,ads,0.6896712227619813,0.7010633907353722
HS10,o,678,1374,3135,70,19,28,22,69,-89,516,sp,ads,1.1226879793003885,-0.8315081607740228
HS10,e,525,2075,2886,57.142,2,-88,25,47,114,99,sp,ads,0.01849525012745016,0.6047654456538994
HS10,i,343,2467,2837,109.031,11,-54,-104,16,139,329,sp,ads,-1.294988911372385,1.4079312854823525
HS10,i,342,2523,3077,140.228,-0.3,-131,-376,-39,315,337,sp,ads,-1.3022058573146917,1.5226692626007028
HS10,a,771,1836,3021,71.147,-22,-67,63,20,-20,-34,sp,ads,1.7938639519349195,0.1150801504523682
HS10,e,614,2319,3236,20.302,20,96,-81,39,177,581,sp,ads,0.6608034389927542,1.1046952030981405
HS10,e,216,1945,3407,30,23,27,-332,2,-76,303,sp,ads,-2.211541046045347,0.33840942734344315
HS10,a,772,1605,3080,60,-73,79,-56,117,426,189,sp,ads,1.8010808978772264,-0.3582140051608273
HS10,i,489,2138,2676,34.31,34,46,25,46,49,-36,sp,ads,-0.24131480379559414,0.7338456699120437
HS10,e,453,1804,1910,55.388,-14,-811,-66,5,7,71,sp,ads,-0.5011248577186385,0.049515592099025105
HS10,a,616,1978,2959,63.611,-54,-244,169,198,16,-127,sp,ads,0.6752373308773677,0.40602287814532817
HS10,o,246,1114,2697,30,4,123,-26,-11,-140,63,sp,ads,-1.9950326677761432,-1.3642201973949355
HS10,a,694,1652,2699,74.311,-71,136,421,1,180,-394,sp,ads,1.238159114377297,-0.2619160600793546
HS10,o,534,1173,3095,84.148,127,199,-128,-9,-115,-143,sp,ads,0.08344776360821124,-1.2433355429309592
HS10,o,569,1708,3256,150,-134,368,-566,-137,225,-9,sp,ads,0.33604087158894874,-0.14717808296100418
HS10,a,788,1619,3096,50,-39,-556,-1421,147,92,47,sp,ads,1.916552032954135,-0.32952951088123966
HS10,a,732,1505,2791,80,8,-190,190,127,643,1104,sp,ads,1.512403060184955,-0.5631032500150245
HS10,a,592,1731,3089,40,-19,6,-79,16,29,-12,sp,ads,0.5020306282620048,-0.10005355664453884
HS10,e,565,1909,3020,60,14,36,75,118,47,75,sp,ads,0.30717308781972164,0.26464929919593216
HS10,a,711,1510,3044,52.826,-47,36,-116,-6,78,168,sp,ads,1.3608471953965124,-0.5528587877723146
HS10,a,850,1599,2825,113.972,-71,-186,9,-11,69,-34,sp,ads,2.3640026813771557,-0.3705073598520791
HS10,e,591,2128,2998,50,-69,101,-9,-98,387,40,sp,ads,0.4948136823196981,0.713356745426624
HS10,a,770,1683,3110,55.703,-3,-8,-20,44,-22,198,sp,ads,1.786647005992613,-0.1984003941745535
HS10,a,611,1775,3000,50,-18,-46,93,29,-10,-28,sp,ads,0.6391526011658338,-0.009902288908692077
HS10,o,509,1547,3053,60,48,-46,-6,256,-16,-119,sp,ads,-0.09697588494945843,-0.47704976717626163
HS10,e,439,1990,3127,100,5,68,-292,10,193,312,sp,ads,-0.6021621009109335,0.43060958752783185
HS10,a,547,1719,1979,180,202,-25,1102,-49,-76,-1472,sp,ads,0.17726806085819946,-0.12464026602704249
HS10,e,633,1920,3090,30.554,5,4,104,3,95,131,sp,ads,0.7979254118965831,0.28718711612989384
HS10,e,621,1685,3331,40,-5,67,-116,-2,168,-61,sp,ads,0.7113220605889017,-0.19430260927746953
HS10,a,286,929,2428,30,-24,49,73,-24,2,151,sp,ads,-1.7063548300838718,-1.7432653003752001
HS10,e,318,2406,2995,30,24,-82,-70,64,155,42,sp,ads,-1.4754125599300547,1.2829488461212921
HS10,i,476,1862,2784,30,-59,16,41,-47,-34,-122,sp,ads,-0.33513510104558236,0.16835135411445948
HS10,a,785,1684,3094,130,-75,-425,-1311,10,118,-224,sp,ads,1.8949011951272146,-0.1963515017260115
HS10,o,373,863,2662,50,284,440,692,114,99,92,sp,ads,-1.0784805331031815,-1.8784922019789703
HS10,e,527,1744,2776,30,6,-56,50,-8,-103,0.5,sp,ads,0.032929142012063733,-0.0734179548134932
HS10,e,595,2090,3212,40,-25,24,-92,4,172,69,sp,ads,0.5236814660889252,0.6354988323820291
HS10,e,573,2197,3155,30,8,-66,210,54,89,60,sp,ads,0.3649086553581759,0.85473032437602
HS10,o,590,1441,3091,40.291,-42,-161,210,90,-25,303,sp,ads,0.48759673637739126,-0.6942323667217106
HS10,a,582,1709,3122,40,-18,-22,32,35,-65,3,sp,ads,0.429861168838937,-0.1451291905124622
HS10,a,562,1167,2947,30,88,130,-121,72,120,-8,sp,ads,0.28552224999280124,-1.255628897622211
HS10,a,745,1409,3063,100.671,-115,-129,-214,279,234,79,sp,ads,1.6062233574349432,-0.7597969250750537
HS10,a,691,1832,2918,61.542,-31,54,13,37,-4,-24,sp,ads,1.2165082765503767,0.10688458065820032
HS10,a,364,1750,3019,40.713,204,38,-83,145,31,-61,sp,ads,-1.1434330465839424,-0.06112460012224137
HS10,i,369,2490,2929,67.048,16,1,-161,3,145,117,sp,ads,-1.1073483168724085,1.4550558117988177
HS10,a,642,1589,2924,70,-2,17,456,78,-14,-61,sp,ads,0.8628779253773442,-0.39099628433749883
HS10,e,569,1644,2568,60,-28,-106,-113,17,-80,-368,sp,ads,0.33604087158894874,-0.2783071996676904
HS10,o,594,1662,3030,36.649,-56,-45,204,52,-141,286,sp,ads,0.5164645201466185,-0.2414271355939349
HS10,a,651,1617,3176,70,-49,-44,-496,61,-146,-111,sp,ads,0.9278304388581052,-0.3336272957783236
HS10,e,576,2392,3058,26.629,-54,-0.8,-27,-24,204,49,sp,ads,0.38655949318509625,1.2542643518417045
HS10,o,601,1423,3228,90,49,25,51,263,-7,427,sp,ads,0.566983141742766,-0.7311124307954662
HS10,e,599,2461,3243,90,-36,-96,-277,-15,26,-225,sp,ads,0.5525492498581523,1.3956379307911007
HS10,e,608,2494,3283,60,7,-106,139,23,291,-223,sp,ads,0.6175017633389135,1.4632513815929857
HS10,u,357,851,2344,20.238,-4,56,55,-73,72,303,sp,ads,-1.19395166818009,-1.9030789113614741
HS10,a,669,1950,3264,47.932,-60,-335,7,-24,-32,23,sp,ads,1.0577354658196274,0.348653889586153
HS10,e,620,1977,2978,28.759,35,12,133,23,72,101,sp,ads,0.7041051146465949,0.4039739856967862
HS10,u,437,1522,2756,69.857,61,313,168,79,485,-181,sp,ads,-0.616595992795547,-0.5282720783898109
HS10,a,554,1012,1575,80,58,464,1290,98,-715,-1425,sp,ads,0.22778668245434697,-1.5732072271462165
HS10,o,556,1621,3011,72.246,25,258,285,31,-28,142,sp,ads,0.24222057433896055,-0.3254317259841557
HS10,e,541,2298,2988,297.179,-14,-158,-150,30,168,253,sp,ads,0.13396638520435875,1.0616684616787593
HS10,u,579,2506,2916,37.281,56,-458,-89,339,1680,292,sp,ads,0.40821033101201665,1.4878380909754894
HS10,i,516,1960,3021,40,14,204,-35,50,1115,799,sp,ads,-0.04645726335331092,0.3691428140715727
HS10,e,420,1803,1936,44.029,50,-21,188,133,-31,-587,sp,ads,-0.7392840738147625,0.047466699650483134
HS10,i,372,2011,2520,48.997,21,432,459,13,-287,-265,sp,ads,-1.085697479045488,0.47363632894721325
HS10,a,721,1835,3098,210,33,-175,-201,253,-321,140,sp,ads,1.4330166548195804,0.11303125800382623
HS10,a,755,1811,3114,70,-20,-145,-129,35,31,-262,sp,ads,1.6783928168580111,0.06385783923881891
HS10,a,745,1602,3250,50,1,111,36,169,462,1684,sp,ads,1.6062233574349432,-0.3643606825064532
HS10,a,641,1575,3167,48.544,25,-172,52,73,-164,56,sp,ads,0.8556609794350374,-0.4196807786170864
HS10,a,602,1864,2969,40,6,-96,21,44,-162,21,sp,ads,0.5742000876850727,0.1724491390115434
HS10,a,546,2020,2097,30,2,157,875,7,71,-36,sp,ads,0.17005111491589267,0.492076360984091
HS10,a,552,1850,3158,50,-6,-139,-106,284,94,45,sp,ads,0.21335279056973339,0.1437646447319558
HS10,a,699,1609,2999,28.564,-2,-14,-26,23,39,-42,sp,ads,1.274243844088831,-0.3500184353666594
HS10,a,729,1681,3315,130,68,-53,-42,59,-25,-157,sp,ads,1.4907522223580345,-0.20249817907163742
HS2,o,230,1236,2535,68.727,129,293,-27,25,89,118,sp,ads,-2.1899697894952848,-1.0567993095478903
HS2,e,572,1955,2458,57.272,-100,-143,173,99,-27,-78,sp,ads,-0.2694381856752458,0.39442923346449593
HS2,o,416,1010,1240,17.924,-22,-57,428,-197,-58,-2321,sp,ads,-1.1454701453124565,-1.5129573773097809
HS2,e,674,1115,2981,34.369,28,27,974,159,22,-5,sp,ads,0.30335194177985353,-1.3010255316681945
HS2,o,309,1240,2885,33.861,9,-35,-74,30,238,161,sp,ads,-1.7463382201918256,-1.0487257154282108
HS2,o,643,1213,3167,32.975,-118,4,89,21,5,-407,sp,ads,0.12926866774938217,-1.1032224757360474
HS2,e,618,1778,2893,40,-94,-151,24,189,-4,260,sp,ads,-0.011121069371965697,0.03717269366867903
HS2,a,717,1595,2746,63.572,-42,2,23,4,-64,8,sp,ads,0.5448222896285719,-0.3321942373066571
HS2,e,415,1665,2739,29.724,42,-94,-44,143,-6,-114,sp,ads,-1.1510857347973105,-0.19090634021226624
HS2,a,769,1590,2771,68.273,-78,14,-54,6,42,-19,sp,ads,0.8368329428409755,-0.34228622995625646
HS2,i,435,2743,3212,174.989,3,-284,-330,206,1689,314,sp,ads,-1.0387739451002322,1.9849272750413531
HS2,o,657,971,2867,412.432,19,84,141,-9,-34,-150,sp,ads,0.20788692053733698,-1.5916749199766558
HS2,e,702,2172,2963,36.842,-17,27,35,28,56,16,sp,ads,0.4605884473557632,0.8324217144571077
HS2,e,628,2507,2923,44.178,30,-187,1,230,-116,187,sp,ads,0.045034825476573455,1.508585221980264
HS2,e,585,2057,2763,76.81,-45,300,-59,-17,97,33,sp,ads,-0.1964355223721449,0.6003058835163226
HS2,e,732,2086,2793,94.633,-58,-20,15,57,119,53,sp,ads,0.6290561319013807,0.6588394408839988
HS2,u,730,1344,2879,90.514,-425,-582,-563,-43,463,-295,sp,ads,0.6178249529316728,-0.8388122683165443
HS2,a,911,1708,2907,176.504,-44,-17,49,214,271,-109,sp,ads,1.6342466496902315,-0.10411520342571184
HS2,o,737,1046,2859,187.829,-28,40,-5,156,-280,-309,sp,ads,0.6571340793256503,-1.4402950302326656
HS2,o,488,1483,2761,42.105,-10,237,-82,26,131,-9,sp,ads,-0.7411477024029747,-0.5582548726576825
HS2,e,692,1829,2912,51.818,-35,-59,-38,51,72,22,sp,ads,0.40443255250722404,0.1401110186945924
HS2,a,834,1607,2763,81.579,-62,-78,34,55,91,121,sp,ads,1.20184625935648,-0.3079734549476187
HS2,a,828,1647,2777,80,-49,-80,-67,158,-68,-55,sp,ads,1.1681527224473565,-0.22723751375082388
HS2,e,611,2491,2655,80,-98,184,306,-0.4,947,-77,sp,ads,-0.050430195765943105,1.476290845501546
HS2,u,308,953,2270,59.745,399,90,447,83,-29,-285,sp,ads,-1.7519538096766794,-1.6280060935152134
HS2,o,830,1314,3008,66.06,30,82,-16,57,165,-113,sp,ads,1.1793839014170644,-0.8993642242141404
HS2,o,599,1260,2509,80,-27,-181,83,156,-113,-132,sp,ads,-0.11781726958419009,-1.0083577448298133
HS2,e,515,1540,1855,35.532,36,4,166,-19,-256,-937,sp,ads,-0.589526786311919,-0.4432061564522499
HS2,o,844,1332,3085,80,15,101,-180,94,39,1733,sp,ads,1.258002154205019,-0.8630330506755828
HS2,a,869,1621,3148,100.209,47,11,-149,111,57,-134,sp,ads,1.398391891326367,-0.2797158755287405
HS2,e,931,1559,2898,97.368,-37,-16,13,42,46,-95,sp,ads,1.7465584393873097,-0.4048565843837724
HS2,a,704,1713,2991,29.824,-7,-39,39,33,-15,-181,sp,ads,0.47181962632547103,-0.09402321077611249
HS2,e,655,1876,2848,44.737,38,95,23,103,104,18,sp,ads,0.19665574156762916,0.23497574960082623
HS2,a,732,1618,2849,65.899,30,-79,3,209,162,25,sp,ads,0.6290561319013807,-0.2857710711185001
HS2,i,348,2155,2632,40,-32,107,111,4,-96,-404,sp,ads,-1.527330230282523,0.7981089394484698
HS2,e,581,1950,2746,50,-28,2,29,1,79,-63,sp,ads,-0.21889788031156057,0.3843372408148966
HS2,e,608,1806,2836,110,32,187,-38,399,-163,-12,sp,ads,-0.06727696422050485,0.09368785250643537
