speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register
HS10,e,568,2754,3683,40,7,-95,-82,93,-60,-168,sp,ads
HS10,e,587,1994,2939,30,-60,47,4,-39,17,-6,sp,ads
HS10,a,609,2097,2947,70,36,-117,-4,45,-179,-2,sp,ads
HS10,e,425,2359,2986,50,8,78,-53,121,257,113,sp,ads
HS10,o,425,1237,3149,70,28,33,-33,77,100,58,sp,ads
HS10,e,603,2035,2976,60,-26,-73,-47,38,124,145,sp,ads
HS10,o,443,1471,2861,70,29,-101,-63,152,-74,-178,sp,ads
HS10,e,454,1333,2471,30,7,-47,50,-9,-57,-8,sp,ads
HS10,o,487,1723,1806,30,36,-157,481,142,37,-1043,sp,ads
HS10,o,497,1062,2561,68.902,47,214,-81,207,256,-66,sp,ads
HS10,e,497,1459,2671,39.712,-54,102,-76,-53,101,76,sp,ads
HS10,o,411,1039,2581,75.882,115,136,67,157,-14,-143,sp,ads
HS10,e,404,1955,2678,40,-7,463,32,6,-233,-15,sp,ads
HS10,e,267,1987,3103,40,73,27,-275,39,163,198,sp,ads
HS10,u,368,1072,2888,50,35,206,58,116,-192,52,sp,ads
HS10,i,334,2511,3197,80,22,6,-50,92,137,389,sp,ads
HS10,e,591,2223,3056,40,18,111,-38,39,25,-31,sp,ads
HS10,e,375,2453,3077,60,57,-198,-164,58,503,159,sp,ads
HS10,o,410,1152,2862,70,26,-47,-16,43,-65,189,sp,ads
HS10,e,559,2353,3015,161.33,-116,87,-65,-112,79,33,sp,ads
HS10,a,757,1426,3129,40,-215,-601,-1582,56,114,568,sp,ads
HS10,e,496,2103,2840,37.72,-48,2,3,-65,14,-12,sp,ads
HS10,a,767,1854,2863,129.814,-104,104,11,83,-283,-86,sp,ads
HS10,e,540,1789,3060,73.219,94,-57,-60,190,-0.6,-20,sp,ads
HS10,o,372,1464,3121,65.773,59,55,-201,110,-144,-197,sp,ads
HS10,e,569,2004,3050,38.826,-5,50,113,34,83,-12,sp,ads
HS10,o,361,1503,2993,50,57,-33,-248,65,-61,-233,sp,ads
HS10,o,508,1367,2920,40,-38,34,84,-35,27,29,sp,ads
HS10,a,447,2024,2720,24.127,30,-272,-40,21,-119,11,sp,ads
HS10,i,549,2209,2999,30,-79,32,-6,-48,73,-50,sp,ads
HS10,a,627,2051,2987,28.804,1,47,28,26,73,-18,sp,ads
HS10,i,383,2732,3266,58.327,-47,-112,291,-17,47,164,sp,ads
HS10,a,610,1929,3109,70,-35,11,-92,24,26,-11,sp,ads
HS10,a,508,1675,3078,60,25,-11,52,238,28,-9,sp,ads
HS10,e,532,1854,2915,50,-5,-202,-224,8,-174,-110,sp,ads
HS10,o,579,1718,3125,50,7,-31,12,95,141,127,sp,ads
HS10,a,627,1919,3317,80,-17,-140,33,77,40,-128,sp,ads
HS10,i,375,1752,2489,35.423,5,599,-95,15,-667,-1106,sp,ads
HS10,e,573,2524,3117,40,-29,29,7,-23,134,135,sp,ads
HS10,o,507,1178,2924,60,-92,-105,-38,-102,-648,-686,sp,ads
HS10,e,608,1958,3364,30,9,16,145,31,0.07,-210,sp,ads
HS10,e,226,921,2453,30,36,-97,-93,17,-781,-412,sp,ads
HS10,o,273,1561,3110,65.178,59,-256,-332,51,-195,280,sp,ads
HS10,e,617,2061,3078,50,-55,-126,-74,14,16,-65,sp,ads
HS10,a,673,1718,3188,60,69,-44,101,213,53,71,sp,ads
HS10,a,737,1896,2864,90,-5,-40,22,83,-140,-42,sp,ads
HS10,e,473,2167,2926,119.136,-3,143,-2,252,168,18,sp,ads
HS10,i,384,2551,2969,127.642,7,101,100,-26,28,8,sp,ads
HS10,u,243,735,2669,100,196,401,20,-498,-876,-72,sp,ads
HS10,o,279,1513,2623,42.536,156,47,135,62,-82,-194,sp,ads
HS10,e,476,2353,3018,29.784,-62,39,6,20,6,-84,sp,ads
HS10,e,524,2462,3110,60,18,-75,60,206,-72,-526,sp,ads
HS10,e,436,2390,2938,34.748,22,107,6,0.3,-111,49,sp,ads
HS10,e,570,2180,3113,40,-20,-150,-79,20,103,-103,sp,ads
HS10,a,628,1652,1853,70,5,-5,677,95,373,-503,sp,ads
HS10,o,421,1198,2193,70,27,-39,180,65,-219,-329,sp,ads
HS10,e,507,2330,2810,183.051,-53,178,342,-17,49,-129,sp,ads
HS10,e,418,2127,3165,60,81,245,-279,171,81,193,sp,ads
HS10,a,644,1542,2971,50,42,113,76,44,18,134,sp,ads
HS10,a,569,966,2854,50,16,242,16,70,-857,-141,sp,ads
HS10,a,694,1586,3336,50,-9,153,-64,67,92,-26,sp,ads
HS10,o,516,1295,2577,48.864,-37,-142,-170,-20,-159,-99,sp,ads
HS10,e,545,2432,3324,40,-7,-495,-184,60,391,116,sp,ads
HS10,o,436,1245,2744,40,41,177,55,87,28,-757,sp,ads
HS10,o,406,1003,2545,40,14,54,73,46,-39,-171,sp,ads
HS10,e,606,2223,2988,38.573,-132,-1036,-519,17,347,150,sp,ads
HS10,o,605,1539,3218,60,-56,-175,-355,31,-148,13,sp,ads
HS10,e,291,1573,2950,30,-47,-65,12,64,-102,-193,sp,ads
HS10,a,779,1679,3228,60,1,-316,-2,27,-79,50,sp,ads
HS10,a,628,1612,3360,52.767,77,113,20,82,117,-70,sp,ads
HS10,o,501,1010,3115,90,47,277,14,-51,-494,-86,sp,ads
HS10,e,599,2120,3359,60.18,1,16,-345,29,86,-260,sp,ads
HS10,o,485,1004,3037,120,-4,151,-48,235,-527,29,sp,ads
HS10,i,411,2269,2505,60.841,2,60,102,0.3,94,-139,sp,ads
HS10,o,558,1374,3068,70,3,42,-133,103,-142,57,sp,ads
HS10,e,602,2202,3044,90,-46,-51,-26,4,194,-24,sp,ads
HS10,o,570,1308,3127,190,-22,-152,-587,78,-72,155,sp,ads
HS10,e,478,2004,2723,110.472,39,-97,63,71,91,-86,sp,ads
HS10,a,758,1454,1668,200,76,309,1430,81,166,-81,sp,ads
HS10,e,589,1993,3041,81.023,0.03,16,42,-5,11,23,sp,ads
HS10,a,639,1676,2991,80,-7,-40,22,323,7,-88,sp,ads
HS10,a,622,1680,2992,50,13,-21,-53,40,-23,21,sp,ads
HS10,e,587,1614,1980,50,-32,-223,55,27,-21,247,sp,ads
HS10,o,516,1123,2416,50,-33,-89,64,-41,-242,-454,sp,ads
HS10,a,654,1740,3283,80,-98,-167,-930,11,-56,-41,sp,ads
HS10,e,471,1843,2878,18.615,2,60,126,1,10,-10,sp,ads
HS10,e,422,1721,2912,20.175,35,96,70,64,-34,-33,sp,ads
HS10,a,688,1745,3184,50,-29,38,38,98,-26,-81,sp,ads
HS10,e,632,2077,3242,40,-65,-210,9,16,-140,60,sp,ads
HS10,a,504,1744,2851,60,22,100,146,-13,0.6,34,sp,ads
HS10,a,633,1510,2838,58.704,-0.08,44,-51,23,79,-68,sp,ads
HS10,o,549,1396,3120,52.753,32,-83,6,62,-104,-15,sp,ads
HS10,e,545,1771,3058,49.22,-44,-27,-11,29,45,55,sp,ads
HS10,o,509,1593,3094,64.76,-61,-26,-33,117,-160,-142,sp,ads
HS10,e,607,1912,3094,60,4,55,-110,31,80,89,sp,ads
HS10,o,494,1327,3298,140,-10,-10,-462,-28,-234,308,sp,ads
HS10,e,591,2162,2940,70,10,-87,41,132,123,-107,sp,ads
HS10,e,597,2004,2983,53.645,-92,33,-23,-11,229,59,sp,ads
HS10,u,229,1161,2626,40,19,-130,56,14,-232,-90,sp,ads
HS10,a,525,1751,3048,70,-27,51,103,143,-11,-147,sp,ads
HS10,i,386,2544,2910,116.194,8,11,213,-0.6,292,268,sp,ads
HS10,e,619,1892,2887,58.641,-24,70,2,-23,103,-35,sp,ads
HS10,a,602,1701,2974,91.359,64,1,-77,73,28,-126,sp,ads
HS10,e,500,2045,2976,80,33,-138,72,97,102,226,sp,ads
HS10,i,334,2760,3228,80,25,-116,-39,106,-30,-182,sp,ads
HS10,o,515,1049,2879,130,35,-78,-544,-109,-606,-430,sp,ads
HS10,e,600,2697,3085,160,12,-250,148,87,462,118,sp,ads
HS10,i,299,2733,3099,62.05,22,13,321,-32,46,-192,sp,ads
HS10,a,621,1758,2992,80,-50,126,33,35,26,10,sp,ads
HS10,e,505,1908,2997,40,-56,-120,29,-17,31,1,sp,ads
HS10,o,570,1462,3441,60,66,194,-54,10,-41,539,sp,ads
HS10,a,622,1774,3232,80,0.6,-16,119,93,57,-22,sp,ads
HS10,e,522,2168,3051,17.374,-31,0.9,45,0.2,43,49,sp,ads
HS10,o,561,1456,3327,50,-6,-78,-1186,50,-77,31,sp,ads
HS10,o,434,1408,2944,40,51,106,160,-37,-48,-46,sp,ads
HS10,e,602,1971,3044,29.841,13,-92,36,47,62,25,sp,ads
HS10,i,290,2752,2920,60,61,-196,47,64,57,-495,sp,ads
HS10,o,327,2579,2957,40,67,-1848,-370,77,841,181,sp,ads
HS10,o,404,1457,2985,60,-24,35,-157,12,263,66,sp,ads
HS10,o,385,898,2547,80,127,99,42,183,-324,-17,sp,ads
HS10,e,583,2473,3215,29.784,-25,25,-26,9,44,-42,sp,ads
HS10,e,601,2274,3142,40,-36,-145,164,31,-113,101,sp,ads
HS10,e,464,2046,2770,30,-11,16,73,-54,-2,-112,sp,ads
HS10,a,637,1812,2911,80,-8,63,39,79,8,-39,sp,ads
HS10,e,437,2027,2930,30,15,-87,-77,37,-74,-0.4,sp,ads
HS10,a,383,2542,2990,30,10,-220,-16,11,5,-54,sp,ads
HS10,i,343,2566,3695,50,0.5,87,-454,106,987,985,sp,ads
HS10,o,383,1086,2774,32.308,26,39,-91,45,79,134,sp,ads
HS10,e,575,2646,3314,44.125,-195,-250,503,48,797,359,sp,ads
HS10,o,440,1369,3116,60,182,226,21,144,-121,-89,sp,ads
HS10,e,397,1786,2987,40,32,-21,-71,81,-20,-6,sp,ads
HS10,e,209,1108,2940,30,11,194,-327,9,-39,227,sp,ads
HS10,e,238,1197,2556,180,332,1516,452,-80,-316,-50,sp,ads
HS10,a,831,1930,3202,110,-81,20,-53,288,780,1303,sp,ads
HS10,u,314,921,2825,120,25,-106,-409,42,-239,-26,sp,ads
HS10,o,248,983,2352,154.103,180,-6,433,50,-195,-124,sp,ads
HS10,a,802,1720,3164,100,-20,39,-42,241,100,155,sp,ads
HS10,e,620,2269,3108,70,-5,108,-41,-3,59,-38,sp,ads
HS10,e,642,2339,3170,76.942,-51,-150,-118,13,123,80,sp,ads
HS10,e,542,2200,3097,90,7,-55,-106,-31,151,126,sp,ads
HS10,e,609,1666,3377,30,-7,-200,115,18,-63,201,sp,ads
HS10,o,580,1417,3309,60,105,50,21,230,-98,-39,sp,ads
HS10,a,780,1542,3264,60,-28,63,-113,39,-32,-66,sp,ads
HS10,e,374,1844,3329,50,25,2,-40,-23,975,1437,sp,ads
HS10,e,494,2608,2879,130,-16,-636,139,104,601,-115,sp,ads
HS10,a,699,1556,2961,63.291,-9,125,74,113,237,123,sp,ads
HS10,o,403,945,2606,70,5,24,225,2,-253,-313,sp,ads
HS10,i,359,2500,3033,100,-4,6,531,118,390,147,sp,ads
HS10,i,388,2627,3135,121.15,-4,-67,-90,-39,-27,-374,sp,ads
HS10,a,713,1788,2950,230,28,146,-27,88,-54,-71,sp,ads
HS10,o,527,1237,2885,93.212,-70,60,-25,121,-244,-220,sp,ads
HS10,e,495,2490,3102,51.722,-83,5,3,-46,10,-73,sp,ads
HS10,e,584,2222,3061,70,-8,-105,-15,194,25,-411,sp,ads
HS10,o,547,1290,1890,80,-35,-256,597,289,-294,-913,sp,ads
HS10,e,591,2274,3007,60,-46,-122,17,26,199,14,sp,ads
HS10,i,473,2660,3286,100,23,21,-29,37,109,224,sp,ads
HS10,o,599,1386,3131,180,-5,8,-138,61,507,79,sp,ads
HS10,e,604,2343,3085,70.008,1,-29,-71,15,10,17,sp,ads
HS10,e,560,2218,3086,90,9,25,-77,18,157,51,sp,ads
HS10,a,716,1620,2949,50,-77,14,7,-49,23,16,sp,ads
HS10,a,787,1659,2965,140,5,-79,-32,69,-220,-92,sp,ads
HS10,e,424,2437,3483,33.406,2,-189,-91,-22,-143,159,sp,ads
HS10,a,536,2537,3203,46.594,-51,105,171,-15,-13,-116,sp,ads
HS10,o,627,1662,3357,70,-13,25,-154,198,525,1574,sp,ads
HS10,o,512,1313,3114,60,-2,-286,-22,80,-263,-5,sp,ads
HS10,e,553,2073,2945,70,-18,62,55,264,92,-19,sp,ads
HS10,a,764,1691,3195,80,-41,31,-87,31,-47,-16,sp,ads
HS10,a,707,1770,3105,90,0.1,28,33,270,17,48,sp,ads
HS10,i,371,2576,3133,120,12,38,-91,5,54,-82,sp,ads
HS10,a,574,2038,2991,40,-22,76,80,253,64,-130,sp,ads
HS10,i,370,2335,2698,131.546,25,88,120,138,324,-557,sp,ads
HS10,e,524,1920,2975,30,-29,-9,23,-14,37,-66,sp,ads
HS10,e,523,1693,3045,21.732,14,110,11,226,615,459,sp,ads
HS10,e,433,2335,2818,40,10,-107,-65,100,248,-175,sp,ads
HS10,a,618,1870,3024,40,-11,44,11,45,66,-150,sp,ads
HS10,a,676,2017,3204,60,27,-111,26,393,95,64,sp,ads
HS10,a,405,1897,3398,27.302,-72,47,-138,90,798,1402,sp,ads
HS10,a,693,1871,3089,50,-35,97,8,60,191,-66,sp,ads
HS10,o,486,1201,2853,20.782,-16,-45,-293,-16,-6,35,sp,ads
HS10,o,478,1409,3069,33.507,50,19,-95,103,108,26,sp,ads
HS10,a,549,1643,2828,40,50,67,155,196,250,58,sp,ads
HS10,a,653,1668,2913,80,-1,-259,-245,97,354,979,sp,ads
HS10,e,554,2492,3040,149.32,-114,-378,-84,312,167,46,sp,ads
HS10,o,527,1266,3119,130,-35,21,80,74,-188,-97,sp,ads
HS10,e,448,2190,2917,290,115,-238,58,-181,226,-232,sp,ads
HS10,o,335,1217,3268,60,159,217,86,100,-147,107,sp,ads
HS10,a,732,1675,2983,130,-32,50,78,55,-33,44,sp,ads
HS10,e,519,2227,3037,130,-12,-259,-213,13,132,65,sp,ads
HS10,a,778,1700,3265,140,-1,44,-117,27,0.6,-45,sp,ads
HS10,o,463,1059,2948,91.834,-66,26,-13,71,2,-89,sp,ads
HS10,u,359,913,2612,80.411,25,-157,7,9,-353,-294,sp,ads
HS10,a,718,1829,3148,100,-112,-17,-54,19,-26,-224,sp,ads
HS10,i,516,2616,3062,74.46,-45,-79,-26,294,1854,319,sp,ads
HS10,o,569,1254,2928,70,-51,-105,-92,8,-238,-236,sp,ads
HS10,o,533,1147,2978,50,-32,51,49,-30,12,49,sp,ads
HS10,a,628,1442,3017,40,0.5,-133,-51,37,-84,938,sp,ads
HS10,a,692,1646,3021,60,-0.2,-27,20,40,-28,-32,sp,ads
HS10,u,319,1094,2881,30,27,-96,62,15,-141,-66,sp,ads
HS10,a,598,1655,3170,70,-30,67,0,159,-2,44,sp,ads
HS10,e,466,1688,2596,44.676,-7,525,178,-13,81,-87,sp,ads
HS10,e,497,1924,2938,80,33,70,-12,67,147,1,sp,ads
HS10,a,811,1732,3121,120,-15,-36,-86,27,-84,-103,sp,ads
HS10,e,501,2061,2967,67.638,19,25,-137,166,33,-132,sp,ads
HS10,o,603,1172,2646,70,2,150,404,76,194,189,sp,ads
HS10,o,546,990,2764,70,-86,29,-210,82,130,216,sp,ads
HS10,o,648,2024,2826,30,7,-128,17,-40,98,58,sp,ads
HS10,u,355,1009,2612,40,441,-5,79,25,-128,70,sp,ads
HS10,i,329,2541,2972,70,-13,16,-29,80,344,-22,sp,ads
HS10,o,411,846,2343,42.439,-4,0.6,273,-8,-9,-191,sp,ads
HS10,e,444,1578,2942,78.183,2,-318,-167,-11,-62,7,sp,ads
HS10,e,478,1738,3044,30.763,-1,-73,-64,57,29,49,sp,ads
HS10,a,766,1479,1897,79.354,1,129,1258,73,221,-758,sp,ads
HS10,o,473,1121,3121,100,-25,-230,-4,65,-249,5,sp,ads
HS10,a,615,1602,1781,123.092,41,-292,906,45,-10,-1095,sp,ads
HS10,o,470,1041,3040,80,-55,-214,19,-31,-376,-51,sp,ads
HS10,a,777,1606,3212,78.183,-21,49,-123,22,-24,-89,sp,ads
HS10,e,372,1671,2945,30,37,88,57,-9,-20,97,sp,ads
HS10,e,369,2151,2918,40,14,-94,-157,31,84,-188,sp,ads
HS10,i,389,2467,3002,110,-0.5,-373,-199,16,-64,-23,sp,ads
HS10,o,443,697,2725,60,-39,331,-4,225,-713,-31,sp,ads
HS10,u,365,1098,2657,90,15,24,25,54,37,32,sp,ads
HS10,a,737,1801,3146,60,-65,-11,-123,50,15,-66,sp,ads
HS10,o,463,915,2268,70,-10,248,1073,171,126,-423,sp,ads
HS10,o,415,866,2361,150,-80,-49,119,219,-214,-284,sp,ads
HS10,a,698,1689,2929,40,6,-18,-145,123,699,1124,sp,ads
HS10,a,594,1649,2964,25.024,-6,-37,-3,4,-37,-60,sp,ads
HS10,a,492,1723,3036,24.976,44,-17,-21,175,17,-70,sp,ads
HS10,e,483,2041,2859,70,-24,-105,12,119,105,-35,sp,ads
HS10,e,400,1945,2883,38.746,37,111,83,47,80,105,sp,ads
HS10,i,370,2358,2931,60,-7,120,564,70,52,148,sp,ads
HS10,o,337,1003,2832,30,41,229,-17,34,115,-77,sp,ads
HS10,o,439,944,3241,62.906,-40,-29,-124,-7,-14,-43,sp,ads
HS10,u,308,824,2502,70,-3,73,173,26,170,-131,sp,ads
HS10,a,773,1762,2937,120,-35,-15,62,167,-93,-43,sp,ads
HS10,o,217,1132,2431,101.066,23,-129,-222,28,-441,-13,sp,ads
HS10,e,577,2286,2858,173.182,12,-23,109,-7,145,-84,sp,ads
HS10,e,518,1956,3212,35.243,-210,-1301,-1121,249,-52,435,sp,ads
HS10,o,511,1551,2726,70,-26,-56,110,9,-85,-35,sp,ads
HS10,e,442,1802,2994,60,5,23,-7,114,-6,-285,sp,ads
HS10,u,402,992,2598,40,68,341,632,162,-77,47,sp,ads
HS10,o,466,1085,2438,70,2,-10,-212,-18,-97,337,sp,ads
HS10,e,645,1346,2088,50,-2,423,-124,35,58,201,sp,ads
HS10,a,708,1727,3147,220,-2,-298,-463,68,-35,113,sp,ads
HS10,e,512,2154,2918,384.68,-24,-95,-16,-20,286,136,sp,ads
HS10,e,571,2063,2909,76.238,-90,-51,37,51,123,29,sp,ads
HS10,a,648,1507,2042,60,-15,190,227,54,579,-168,sp,ads
HS10,e,602,1983,3236,27.467,-66,21,35,-52,30,-30,sp,ads
HS10,a,522,1471,1954,32.533,55,-310,-33,87,162,-266,sp,ads
HS10,e,591,2287,3003,35.989,-18,75,19,-11,71,-69,sp,ads
HS10,o,427,1046,2675,50,-11,119,50,-3,-8,-70,sp,ads
HS10,u,430,1089,2703,30,4,-0.3,49,10,-268,53,sp,ads
HS10,a,499,907,1778,158.524,128,338,492,-317,-946,-1473,sp,ads
HS10,o,377,906,2284,140,44,45,123,-16,27,232,sp,ads
HS10,u,295,862,2437,30,24,-9,61,27,5,40,sp,ads
HS10,a,694,1974,3062,55.248,-12,-507,-1243,62,-50,-137,sp,ads
HS10,e,656,2096,3232,25.705,-18,-93,-137,-19,-28,-54,sp,ads
HS10,a,693,2071,3241,40.791,-3,41,49,70,491,266,sp,ads
HS10,e,606,2259,3120,30.115,2,-0.5,-5,6,19,2,sp,ads
HS10,o,467,1283,3116,64.52,10,-21,-39,34,10,-29,sp,ads
HS10,e,441,1988,2778,109.563,0.3,-248,104,66,-171,62,sp,ads
HS10,e,479,1815,2906,129.733,23,19,-33,-69,0.4,-100,sp,ads
HS10,o,436,1129,2880,150,10,-8,86,62,-52,44,sp,ads
HS10,o,413,1047,2926,50,15,-12,150,24,16,89,sp,ads
HS10,i,391,2612,3182,90,0.02,-1713,-655,93,199,183,sp,ads
HS10,i,410,2489,2995,80,-53,185,-136,-74,112,10,sp,ads
HS10,a,629,1884,3007,80,-19,158,-26,44,22,-109,sp,ads
HS10,e,344,1668,2966,30,65,51,-89,-22,117,-38,sp,ads
HS10,o,521,1514,2992,70,5,-175,-64,74,-114,-90,sp,ads
HS10,e,550,2049,2721,30,-43,371,19,9,608,57,sp,ads
HS10,e,642,2257,3138,70,-16,-103,98,2,96,-116,sp,ads
HS10,a,762,1816,3009,120,75,-18,79,185,34,18,sp,ads
HS10,i,367,2691,3120,300,-3,-35,-199,51,-33,225,sp,ads
HS10,a,739,1754,3040,70,-43,45,18,147,14,-57,sp,ads
HS10,a,568,931,1838,50,28,798,1013,71,-945,-940,sp,ads
HS10,a,756,1442,2615,120,-54,-146,-18,54,-0.7,-0.9,sp,ads
HS10,o,502,1203,3141,80,44,-37,-61,115,-355,-22,sp,ads
HS10,e,257,1066,2711,40,47,-140,-140,-2,-166,-28,sp,ads
HS10,u,665,1848,2800,90,-35,905,353,33,1128,4,sp,ads
HS10,u,452,930,2630,72.928,-18,-55,-86,131,5,-140,sp,ads
HS10,a,790,1739,2974,141.227,-45,-0.7,-45,76,-8,-23,sp,ads
HS10,e,575,1817,2951,37.701,-38,19,-18,-29,85,91,sp,ads
HS10,o,549,1746,1842,42.194,44,-34,896,132,-95,-1088,sp,ads
HS10,a,811,1792,3064,66.117,-64,-52,-11,90,-46,-20,sp,ads
HS10,e,600,2222,3226,70,-4,193,-120,36,188,-164,sp,ads
HS10,e,543,2329,2980,30,-64,128,-10,-18,93,196,sp,ads
HS10,e,501,1893,3235,25.046,30,103,89,12,90,38,sp,ads
HS10,o,485,1118,2400,48.885,-38,-99,-114,-12,-58,253,sp,ads
HS10,e,728,1971,3007,50,-38,50,-27,47,298,-103,sp,ads
HS10,a,632,1861,2896,50,20,-95,-36,34,-85,-98,sp,ads
HS10,e,284,1679,2803,30,87,-49,6,-12,-44,25,sp,ads
HS10,a,770,1762,2981,97.241,-26,-40,33,4,-70,-113,sp,ads
HS10,e,540,2080,3017,70,55,-62,-47,279,34,30,sp,ads
HS10,i,371,2221,2920,40,-18,16,-11,18,64,106,sp,ads
HS10,e,564,2046,3272,90,23,156,6,136,162,125,sp,ads
HS10,e,859,1946,3061,30,442,117,69,-1062,-384,-51,sp,ads
HS10,i,371,2300,2840,46.824,-26,77,48,19,207,-223,sp,ads
HS10,a,701,1830,3064,25.481,-4,57,12,-2,59,-4,sp,ads
HS10,a,755,1704,3235,90.42,22,-113,10,133,-69,64,sp,ads
HS10,a,575,1970,2920,60,35,-102,132,107,-258,-45,sp,ads
HS10,u,370,1903,2734,74.614,-20,444,805,-11,79,-139,sp,ads
HS10,a,763,1652,3261,200,-8,-11,-172,516,-131,130,sp,ads
HS10,a,757,1618,3122,60,-32,-105,76,101,-63,-50,sp,ads
HS10,e,496,1946,2948,50,34,69,27,110,156,55,sp,ads
HS10,i,355,2555,3132,94.149,-26,-48,128,69,-46,153,sp,ads
HS10,o,402,1575,3004,30,18,20,2,56,102,-125,sp,ads
HS10,e,591,1942,3229,30,44,-63,200,190,139,455,sp,ads
HS10,a,769,1705,3018,120,-21,46,8,60,-97,-85,sp,ads
HS10,e,445,2313,3055,130,37,176,-18,102,281,168,sp,ads
HS10,i,387,2645,3120,110,82,-32,-120,45,-71,-233,sp,ads
HS10,a,653,1746,2835,80,36,142,104,152,173,-39,sp,ads
HS10,o,492,1129,2262,60,-28,-124,-258,-24,-498,-1005,sp,ads
HS10,e,569,2222,2974,100,26,126,313,111,42,-11,sp,ads
HS10,i,325,2711,3287,450,25,-44,-222,-2,154,391,sp,ads
HS10,a,549,1904,2976,70.105,-50,201,-9,47,296,20,sp,ads
HS10,a,703,1490,1759,90,27,-179,680,156,-270,-8,sp,ads
HS10,e,492,2269,2999,90,-24,-222,99,109,-98,116,sp,ads
HS10,e,545,2030,2980,253.085,-99,249,-96,64,12,50,sp,ads
HS10,e,509,1918,3007,65.908,44,111,-27,14,-82,-130,sp,ads
HS10,a,688,1777,2863,80,41,-17,48,160,-344,-195,sp,ads
HS10,u,346,1200,2517,49.64,-0.8,983,690,-12,22,-61,sp,ads
HS10,e,597,2088,3180,60,1,-87,-149,15,93,-101,sp,ads
HS10,a,480,1661,2937,70,-5,109,-200,44,96,-35,sp,ads
HS10,o,533,1102,2550,60,-84,-66,-41,-41,-678,-777,sp,ads
HS10,e,417,2242,2866,48.708,10,-171,101,29,-141,9,sp,ads
HS10,i,313,2637,3427,60,-60,-3,136,4,145,492,sp,ads
HS10,a,720,1463,2636,100,-75,268,191,112,282,0.1,sp,ads
HS10,a,811,1549,2772,170,-31,-275,-85,439,154,-120,sp,ads
HS10,o,400,952,3126,250,-34,2,69,-124,-589,60,sp,ads
HS10,e,511,2126,2887,60,-14,-65,-81,61,229,-167,sp,ads
HS10,e,619,2092,2988,54.993,11,-109,24,4,-37,60,sp,ads
HS10,a,674,1859,3048,37.618,38,57,151,69,-181,121,sp,ads
HS10,a,663,1713,3136,54.848,-193,-268,-1473,49,18,1,sp,ads
HS10,a,642,1708,3018,40,-41,20,35,-2,164,47,sp,ads
HS10,a,448,1002,2746,30,78,17,-33,141,-144,-221,sp,ads
HS10,a,530,1104,3005,40,-32,-62,91,-10,-20,74,sp,ads
HS10,o,516,1412,2209,30,14,-74,140,-17,-101,-127,sp,ads
HS10,o,451,1309,2941,60,-6,-7,105,137,-298,-202,sp,ads
HS10,a,715,1786,2983,110,-8,32,-1,140,-8,0.7,sp,ads
HS10,e,416,2058,2869,70,-6,156,-51,179,150,-107,sp,ads
HS10,e,585,2420,2853,27.952,-5,64,107,13,4,-32,sp,ads
HS10,e,416,1915,2493,30,-0.9,-180,-44,3,-43,-222,sp,ads
HS10,e,253,1940,2997,30,64,-157,-448,29,-47,130,sp,ads
HS10,e,591,2208,2954,70,-35,-89,50,7,16,-67,sp,ads
HS10,i,558,2746,3423,54.343,7,-176,345,-18,65,27,sp,ads
HS10,a,772,1741,3260,70,-28,109,18,30,69,-57,sp,ads
HS10,o,468,1019,3196,30,60,302,-28,245,128,559,sp,ads
HS10,o,481,1246,2749,61.982,-38,-217,248,3,-335,1066,sp,ads
HS10,e,520,2100,2846,62.263,-43,-126,29,-10,-108,-198,sp,ads
HS10,o,479,1408,3152,130,-13,210,-29,198,-127,20,sp,ads
HS10,i,373,2778,3226,120.949,37,-59,-21,43,66,-229,sp,ads
HS10,a,786,1781,2640,180,-34,88,319,218,119,-67,sp,ads
HS10,o,497,1098,1998,70,-26,-24,798,124,-23,699,sp,ads
HS10,u,237,1830,3041,42.341,50,-958,-505,29,63,64,sp,ads
HS10,o,415,1581,2960,60,39,-317,-456,93,-64,-249,sp,ads
HS10,e,568,2294,3717,40,-48,144,-669,329,1108,1166,sp,ads
HS10,o,468,1178,2788,87.609,-29,-173,0,0.7,-99,-56,sp,ads
HS10,e,528,2059,2932,120.203,-10,-190,-32,11,93,22,sp,ads
HS10,e,550,2099,3010,60,-18,28,-44,-24,61,26,sp,ads
HS10,a,833,1732,3008,150,-77,20,45,90,101,214,sp,ads
HS10,a,666,1891,2930,120,-13,30,4,81,-246,-48,sp,ads
HS10,i,419,2590,3021,280,-4,75,-94,-221,758,622,sp,ads
HS10,a,521,2035,3030,80,-49,139,-56,15,24,54,sp,ads
HS10,i,379,2491,2834,230,-15,88,160,-7,-0.6,78,sp,ads
HS10,e,355,1816,2036,50,161,178,958,-77,-250,-1211,sp,ads
HS10,e,512,1837,2716,50,-1,160,183,-23,69,27,sp,ads
HS10,o,449,985,2760,40,-15,-38,-115,16,-47,165,sp,ads
HS10,e,245,2176,2960,26.92,29,-94,-24,31,160,85,sp,ads
HS10,e,485,2233,2877,67.466,-119,-184,0,-45,-92,-38,sp,ads
HS10,o,475,1496,3134,60,19,84,96,67,-44,14,sp,ads
HS10,o,341,980,2669,50,62,591,-314,101,-131,156,sp,ads
HS10,e,454,1686,2450,40,-6,65,305,-17,90,391,sp,ads
