speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register
s01,eh,744,1744,3382,115.91,-313,-306,-71,279,-65,-105,en,ads
s01,ah,384,1065,3094,31.005,1,32,-12,-0.08,-30,13,en,ads
s01,ah,560,1647,3392,71.223,-34,-193,86,-79,-97,-61,en,ads
s01,ae,550,1864,3284,76.376,-24,-72,-5,-24,110,77,en,ads
s01,ah,411,1654,3247,34.321,48,-132,-69,64,76,-53,en,ads
s01,eh,551,2109,3355,75.264,205,-187,-149,358,89,999,en,ads
s01,eh,691,2233,3370,58.656,3,-65,-48,15,4,47,en,ads
s01,ae,669,1800,2964,54.598,242,412,223,-68,-79,-222,en,ads
s01,ih,441,2188,3059,27.522,15,-28,-34,165,104,32,en,ads
s01,ih,405,1908,3038,36.185,-8,144,-77,39,-6,0.3,en,ads
s01,ih,517,2504,3048,61.386,-10,-28,69,18,206,-53,en,ads
s01,eh,623,1722,2931,55.386,-3,112,170,80,210,4,en,ads
s01,iy,399,2673,3254,111.859,36,-673,-209,92,-52,-17,en,ads
s01,ae,920,1862,3050,156.794,213,184,-173,180,-71,-85,en,ads
s01,ah,710,1450,3361,223.256,139,126,-346,-132,-17,0.5,en,ads
s01,ih,492,1670,3146,45.016,-4,-213,-186,56,358,12,en,ads
s01,uh,572,1581,3078,61.255,-35,-71,-160,35,117,34,en,ads
s01,ih,529,2132,3079,40,-21,-0.1,-40,107,89,-79,en,ads
s01,ae,596,1538,2003,121.203,-73,178,435,-20,-132,-1092,en,ads
s01,ah,826,2004,3041,187.761,-46,-57,-84,48,32,-32,en,ads
s01,eh,636,1731,2235,110.496,-44,326,613,-7,504,248,en,ads
s01,aa,647,1340,1511,81.287,20,89,-0.6,-34,55,12,en,ads
s01,eh,665,2250,3204,93.012,-9,-253,-961,30,-43,-11,en,ads
s01,iy,576,2879,3269,221.1,32,-15,36,232,7,100,en,ads
s01,uh,507,1452,2822,52.037,-17,-265,-75,26,-81,-64,en,ads
s01,eh,509,1939,2917,71.788,-36,-25,238,-16,408,559,en,ads
s01,eh,638,2240,2972,77.357,-44,-708,-825,-9,-73,-43,en,ads
s01,iy,596,2809,3311,90.629,-8,-212,-166,66,143,53,en,ads
s01,ih,582,1982,2972,51.305,-33,-93,15,79,38,-119,en,ads
s01,ah,437,1200,2912,64.497,-28,-260,-319,-0.9,-142,292,en,ads
s01,iy,479,2494,2842,80.621,38,-294,212,21,201,209,en,ads
s01,uh,542,1462,3050,78.423,40,-162,69,155,-57,23,en,ads
s01,ih,302,2796,3192,51.026,-58,-165,-48,-254,211,202,en,ads
s01,ah,836,1680,3042,128.994,-193,-317,-11,130,-251,-196,en,ads
s01,ah,655,1584,3190,196.423,150,-53,-513,-57,671,1580,en,ads
s01,iy,399,1878,3097,61.565,18,-454,-130,20,-685,0.3,en,ads
s01,ih,558,2383,3374,77.69,-99,161,-18,41,-77,-103,en,ads
s01,ae,1013,1884,3303,142.92,231,164,-4,71,10,181,en,ads
s01,iy,430,2695,3380,49.65,-26,-58,-52,-62,89,65,en,ads
s01,aa,976,1692,3121,150.249,-209,513,-65,67,103,80,en,ads
s01,ah,335,1900,3185,41.537,96,12,-43,-9,-49,-60,en,ads
s01,ah,713,1858,3248,125.329,9,-61,224,78,169,123,en,ads
s01,ih,477,2045,3184,111.404,186,-488,-105,-102,-684,-19,en,ads
s01,ih,442,1894,2648,78.045,-90,607,85,-15,92,252,en,ads
s01,ah,856,1714,2902,115.799,-170,208,-171,141,177,-2,en,ads
s01,eh,574,1893,2891,139.253,39,-554,139,248,-329,-409,en,ads
s01,uw,428,2079,2823,82.82,-31,-405,-114,51,892,162,en,ads
s01,ih,301,2060,3158,49.839,1184,175,33,30,106,169,en,ads
s01,eh,619,2327,2960,126.063,-4,32,133,66,329,561,en,ads
s01,eh,692,1923,2292,119.111,-53,514,649,-37,90,139,en,ads
s01,ae,815,1876,3435,254.095,-109,-591,-1198,44,-25,31,en,ads
s01,ih,616,2256,3271,73.292,7,14,-278,44,62,-9,en,ads
s01,ae,871,2016,3139,107.83,-78,210,-21,120,165,-24,en,ads
s01,ah,553,1407,3353,41.776,-31,82,118,67,220,234,en,ads
s01,ah,687,1498,3205,95.918,-120,-603,170,241,-924,290,en,ads
s01,eh,692,1732,1983,68.162,13,-189,281,68,-92,-150,en,ads
s01,ih,324,2510,3111,37.379,10,159,-270,67,388,155,en,ads
s01,ah,626,2002,3229,68.74,11,-92,-100,51,28,119,en,ads
s01,eh,642,2118,3288,115.801,-18,-52,-21,9,-27,25,en,ads
s01,eh,718,2008,2854,120.932,-111,30,-597,-28,191,429,en,ads
s01,iy,435,2371,2559,59.359,30,-252,-46,33,526,-10,en,ads
s01,ah,634,2015,3026,49.578,-6,-172,-170,29,-46,-31,en,ads
s01,ih,611,2122,3078,42.509,-16,12,99,10,37,55,en,ads
s01,ae,759,2068,3059,60.099,-44,10,4,-16,56,17,en,ads
s01,aa,942,1593,2834,89.572,-8,-37,-0.3,47,-19,274,en,ads
s01,ih,562,2167,3095,35.913,-38,94,-40,-7,93,113,en,ads
s01,ih,609,2054,3057,33.715,-28,-99,-53,-58,-6,-26,en,ads
s01,ae,642,1961,3059,50.561,151,44,-101,74,31,53,en,ads
s01,ae,872,1918,2973,82.82,58,155,27,190,-25,-98,en,ads
s01,ih,685,1309,2973,52.856,-145,45,-186,39,19,7,en,ads
s01,eh,551,1924,2894,51.305,-13,-79,-217,-21,3,-180,en,ads
s01,eh,706,1973,2681,166.373,13,235,389,-33,225,564,en,ads
s01,ih,574,2018,3030,115.069,47,28,-31,101,43,3,en,ads
s01,eh,518,2073,2639,64.4,-63,-64,156,-32,206,189,en,ads
s01,iy,521,2147,2540,75.165,53,107,-214,36,404,-53,en,ads
s01,ih,547,2181,3159,53.862,14,-29,33,24,120,76,en,ads
s01,ah,543,1690,3046,34.448,25,-32,-9,87,-58,-12,en,ads
s01,ah,266,1671,2722,24.187,-58,51,203,76,9,90,en,ads
s01,ae,594,2084,2624,105.795,-22,-620,-87,-45,233,-413,en,ads
s01,ah,619,1426,3065,59.366,-66,129,-67,28,196,-26,en,ads
s01,ah,604,1332,2249,46.907,-42,-207,383,2,-209,-124,en,ads
s01,ih,569,2351,3398,107.739,-69,-37,-43,-7,155,20,en,ads
s01,ah,677,1865,3299,161.238,35,-182,-178,160,9,-16,en,ads
s01,ah,672,1553,3035,84.038,-39,78,27,39,-34,8,en,ads
s01,ih,627,1777,3128,65.963,-7,-34,40,17,-22,-2,en,ads
s01,ah,627,1116,1687,134.124,-99,-187,1089,28,-186,125,en,ads
s01,ah,639,1088,1499,299.764,59,460,132,-40,-314,-172,en,ads
s01,ih,636,2111,3081,160.943,-10,46,59,16,-51,-158,en,ads
s01,aa,692,1367,1986,31.989,-58,126,51,-7,100,-5,en,ads
s01,ih,573,2350,3115,68.887,-7,-1636,-857,13,-198,14,en,ads
s01,ae,874,1840,2751,131.187,-109,28,15,229,-144,367,en,ads
s01,uw,414,2314,2936,91.615,-11,237,116,4,83,-27,en,ads
s01,ah,545,1585,2805,83.552,20,-40,239,-70,72,-200,en,ads
s01,ih,543,2180,3215,75.49,17,-228,-75,41,-50,53,en,ads
s01,ah,614,1382,2962,65.373,-19,103,114,4,40,-31,en,ads
s01,eh,551,1916,2866,57.168,21,-120,-716,44,-233,-154,en,ads
s01,eh,818,1433,3388,80.516,-18,47,9,34,165,37,en,ads
s01,eh,645,2246,2463,81.354,21,-18,394,22,249,290,en,ads
s01,iy,643,2957,3348,94.547,-11,-351,16,23,419,-81,en,ads
s01,aa,699,1342,1385,93.08,-111,169,532,-74,401,130,en,ads
s01,eh,684,1879,3064,58.634,-31,-55,-11,62,75,-45,en,ads
s01,aa,761,1163,2790,203.834,-79,86,-116,-70,-43,-111,en,ads
s01,ah,602,1991,2986,88.122,-63,187,184,70,48,-65,en,ads
s01,aa,668,2202,3225,46.174,14,-76,-106,44,1109,1232,en,ads
s01,ah,679,2034,3081,85.019,-274,-1359,-1089,107,71,176,en,ads
s01,ih,583,2294,3049,77.689,-17,-116,-92,113,-141,87,en,ads
s01,ao,576,1069,2190,210.26,-53,-71,-81,-190,-211,142,en,ads
s01,eh,721,1968,2401,108.466,72,-30,420,80,233,68,en,ads
s01,iy,318,2642,3163,67.424,27,-190,-322,67,230,-15,en,ads
s01,ae,710,2265,3145,165.64,-31,-76,-64,127,-267,-75,en,ads
s01,eh,652,2213,3036,224.268,-144,-16,-63,-69,435,1034,en,ads
s01,iy,469,2885,3507,96.013,-7,26,-65,7,103,181,en,ads
s01,ih,559,1905,2922,105.54,58,423,221,55,-28,-185,en,ads
s01,ih,686,1459,3499,77.161,-111,-239,-1781,-42,129,9,en,ads
s01,ih,510,2452,3313,39.695,-61,105,92,-3,107,104,en,ads
s01,ih,577,2643,3237,88.673,-44,-154,-52,13,97,99,en,ads
s01,ah,578,1529,3306,90.882,-4,26,-139,-237,-79,30,en,ads
s01,aa,658,1145,1978,82.087,-34,131,111,110,-189,11,en,ads
s01,ih,511,2133,2944,97.229,2,4,39,-5,-87,-57,en,ads
s01,iy,574,2603,3153,58.726,-4,-252,-78,0.6,116,-92,en,ads
s01,eh,688,2371,2899,61.565,-21,-170,172,33,63,208,en,ads
s01,uw,497,1753,2975,85.018,45,398,16,5,155,141,en,ads
s01,ih,541,2272,3081,84.286,22,-292,-117,-46,-129,26,en,ads
s01,ih,421,1886,2006,31.516,28,-210,-76,-210,-102,-1177,en,ads
s01,iy,377,2666,3080,78.601,35,-20,20,67,88,77,en,ads
s01,aa,555,1456,1609,101.876,64,238,1419,-100,-99,-1429,en,ads
s01,ih,564,2327,3180,75.284,-25,-76,-133,31,-53,94,en,ads
s01,eh,632,2154,3028,51.508,-89,40,47,34,174,103,en,ads
s01,ih,474,2026,2512,57.9,1,-39,105,85,24,-331,en,ads
s01,ao,596,1400,1980,88.958,-71,-9,696,-53,-174,-514,en,ads
s01,ih,524,2295,3093,42.503,-67,159,78,2,145,95,en,ads
s01,ah,562,2064,3008,63.031,-7,94,-68,62,-68,81,en,ads
s01,eh,797,1812,2933,65.955,-214,-22,-433,-23,-80,-120,en,ads
s01,ah,904,1087,1708,142.203,-85,687,1297,110,-471,-1218,en,ads
s01,ao,608,1187,1734,164.174,-9,50,249,-46,-200,-4,en,ads
s01,iy,390,1738,3283,64.725,24,795,-160,37,495,153,en,ads
s01,uh,578,1470,3292,100.41,-161,-432,-457,150,-142,386,en,ads
s01,ah,741,1910,2905,61.556,-92,332,197,49,113,76,en,ads
s01,aa,868,1788,2696,121.476,30,114,136,-36,-71,-127,en,ads
s01,eh,651,2283,3225,85.751,-36,-120,16,42,83,13,en,ads
s01,iy,583,2666,3200,71.826,-5,-277,-10,-8,31,65,en,ads
s01,ih,603,2309,3002,46.907,-19,181,19,23,106,132,en,ads
s01,ae,1029,1931,2972,165.464,-91,-11,22,67,358,1006,en,ads
s01,ae,906,2018,2984,100.855,-46,13,34,114,9,-78,en,ads
s01,eh,519,2055,3072,67.428,18,-392,-101,95,-211,0.02,en,ads
s01,uw,536,1369,2841,96.737,18,792,84,5,124,-19,en,ads
s01,eh,626,1971,2977,65.23,-79,-509,-46,45,-63,-112,en,ads
s01,eh,657,2171,3204,55.702,-11,-28,68,-42,-125,13,en,ads
s01,aa,765,1442,1587,114.882,115,-258,22,74,-371,-1566,en,ads
s01,ah,736,1821,2828,124.597,-45,150,106,-26,68,-139,en,ads
s01,ah,652,1692,3105,34.648,-80,177,13,214,118,83,en,ads
s01,ah,644,1680,3290,70,19,-7,-45,332,-66,122,en,ads
s01,ah,824,1968,3239,149.717,-112,-199,-124,70,-92,14,en,ads
s01,eh,767,2222,3132,94.82,8,82,164,5,83,34,en,ads
s01,ah,708,1671,3074,51.144,25,80,15,36,142,-44,en,ads
s01,ao,684,1299,3405,76.681,-125,-211,-1304,72,-178,62,en,ads
s01,ah,548,1747,3182,52.138,-14,-14,102,7,-49,-34,en,ads
s01,eh,605,1738,2962,67.429,19,-259,13,86,-292,-10,en,ads
s01,ah,715,1834,2867,43.975,-65,108,59,113,47,-5,en,ads
s01,ih,567,1957,3046,87.218,-69,-648,-240,47,-333,-268,en,ads
s01,uh,662,1944,3089,93.081,-27,-405,-120,115,-194,-169,en,ads
s01,eh,898,1567,3392,68.895,-94,125,-32,153,780,1926,en,ads
s01,eh,802,2068,3033,110.76,-110,146,170,20,168,397,en,ads
s01,iy,471,2556,2957,54.876,-38,-401,-363,-13,20,-106,en,ads
s01,aa,874,1313,3283,76.957,28,163,-23,70,147,10,en,ads
s01,ah,577,1722,3267,40.894,-48,71,-20,37,-31,-21,en,ads
s01,eh,703,1880,3409,65.295,-75,-50,-169,40,-0.9,-22,en,ads
s01,eh,660,2058,3182,91.615,-33,22,76,-38,182,1197,en,ads
s01,eh,643,1644,2184,50.278,50,18,-65,95,-8,-69,en,ads
s01,ah,820,1319,2683,64.536,-71,227,222,52,215,-67,en,ads
s01,ao,872,1178,3141,129.038,77,40,-206,50,-12,-62,en,ads
s01,ah,749,1436,3466,78.422,31,-161,108,50,-26,174,en,ads
s01,eh,665,2092,3242,97.541,-10,-152,-89,62,-85,-8,en,ads
s01,eh,832,1894,3135,74.757,-189,-702,-698,147,50,-83,en,ads
s01,ah,646,1812,3122,52.057,-61,-23,80,14,3,47,en,ads
s01,ah,788,1450,3409,104.075,-58,223,72,211,714,1807,en,ads
s01,ah,775,1680,3237,70.361,-149,-29,-1378,149,211,229,en,ads
s01,ih,698,1858,2994,118.733,-23,-84,-52,37,-32,-105,en,ads
s01,uw,443,2264,3010,146.584,-12,30,177,-12,157,-55,en,ads
s01,aa,674,1405,1438,107.733,-62,-27,1699,10,154,-143,en,ads
s01,ah,612,1845,3096,90.882,-43,-4,45,118,-46,-55,en,ads
s01,uw,490,2291,3125,136.323,-33,-2,82,-12,793,34,en,ads
s01,eh,648,2006,3057,52.037,35,93,-29,106,60,-51,en,ads
s01,uw,542,2112,2664,160.503,-10,37,395,49,237,45,en,ads
s01,eh,710,1687,3013,86.452,-68,-63,-8,47,12,32,en,ads
s01,eh,613,1886,3071,79.882,38,13,-14,63,-29,13,en,ads
s01,eh,900,2096,3175,62.52,61,21,126,368,299,22,en,ads
s01,iy,629,2613,3218,53.503,-27,-34,12,-31,102,22,en,ads
s01,eh,655,2032,3038,55.702,18,296,60,-20,127,98,en,ads
s01,aa,825,997,2798,45.072,-99,112,9,70,61,57,en,ads
s01,eh,663,2050,3117,54.969,-23,169,16,0.8,83,83,en,ads
s01,uw,532,2211,2848,111.404,-37,102,-55,48,137,97,en,ads
s01,ah,437,2012,3182,37.582,-19,-44,-3,132,48,21,en,ads
s01,eh,655,2047,3073,110.082,-102,28,107,22,153,39,en,ads
s01,uw,540,2044,3112,84.699,-66,275,-33,41,537,19,en,ads
s01,iy,568,2728,3315,68.886,6,-238,-35,-4,67,88,en,ads
s01,ih,592,2073,3016,73.292,-25,336,152,191,305,149,en,ads
s01,ah,880,1620,3018,85.904,-72,55,3,-20,138,77,en,ads
s01,eh,745,2118,3238,114.846,-165,232,16,-94,223,176,en,ads
s01,ih,596,2680,3157,57.527,-45,-154,-30,-33,-20,77,en,ads
s01,ih,537,2318,2951,53.773,-25,54,7,94,787,346,en,ads
s01,ih,530,1694,2875,34.956,-29,124,83,74,256,107,en,ads
s01,ao,645,1289,2140,58.101,-121,-165,101,4,-135,-15,en,ads
s01,ih,309,2058,3116,52.845,148,10,9,11,-72,-6,en,ads
s01,ah,670,1920,3099,69.318,-38,-343,-155,69,-45,-43,en,ads
s01,eh,553,1777,2804,38.363,-36,85,83,232,94,65,en,ads
s01,ae,847,1744,2850,159.488,5,-25,17,184,-327,-182,en,ads
s01,ih,494,2291,3051,134.091,17,207,27,11,153,13,en,ads
s01,eh,498,1894,2983,37.268,-44,10,45,116,87,50,en,ads
s01,ah,847,1671,2929,73.376,16,-2,-28,325,25,-194,en,ads
s01,ah,564,1664,3508,36.747,60,136,62,83,409,1821,en,ads
s01,aa,727,1614,2936,78.84,-62,33,278,128,53,393,en,ads
s01,eh,537,1714,2221,70.909,116,-34,-64,47,-197,-23,en,ads
s01,ih,430,1962,3238,33.439,-101,-61,-98,71,179,15,en,ads
s01,ao,636,1280,2052,70.878,-57,-166,209,-27,-114,96,en,ads
s01,ah,630,1462,2713,52.434,-66,-287,40,34,-184,15,en,ads
s01,eh,717,1868,2610,124.531,-42,121,413,106,199,600,en,ads
s01,ih,540,1828,2271,48.015,37,-487,-209,94,-296,45,en,ads
s01,ih,686,2112,3122,170,-45,134,9,95,91,-86,en,ads
s01,eh,255,1888,3094,62.264,165,-69,122,-543,-508,-338,en,ads
s01,eh,694,2070,3279,115.909,-55,-117,94,15,65,193,en,ads
s01,iy,496,2869,3374,90.69,-38,-190,-124,-49,258,-27,en,ads
s01,ih,330,2020,3175,73.694,38,-121,73,-3,7,8,en,ads
s01,ah,747,1929,3153,87.217,-139,125,46,248,51,3,en,ads
s01,ah,511,1591,3195,43.677,-216,6,152,4,61,44,en,ads
s01,ih,541,2417,3237,79.744,66,-215,88,215,-82,61,en,ads
s01,ih,554,2141,3007,51.391,31,-101,-11,35,64,-16,en,ads
s01,eh,588,2278,2890,166.042,32,119,223,28,527,473,en,ads
s01,eh,731,2066,3115,55.712,-19,-119,-93,163,12,-26,en,ads
s01,iy,596,2791,3193,122.347,-14,21,45,-2,269,-49,en,ads
s01,ih,568,2430,3193,142.014,8,-46,56,42,149,85,en,ads
s01,eh,602,2245,3079,53.526,58,-88,-24,70,70,72,en,ads
s01,iy,616,2591,3186,76.419,-45,-152,127,14,393,-217,en,ads
s01,iy,382,2500,3085,101.652,-50,-488,-41,39,218,-47,en,ads
s01,uw,526,1462,3010,124.531,-74,-174,-894,39,219,911,en,ads
s01,eh,821,2064,3186,120.162,-56,4,18,114,40,-169,en,ads
s01,ih,594,2049,3485,71.005,-102,-47,20,28,-22,43,en,ads
s01,ih,632,1951,3384,90.844,-28,-3,-161,69,689,1469,en,ads
s01,ah,600,1805,3105,49.158,-15,-14,91,59,30,89,en,ads
s01,eh,737,2258,3561,107.054,-7,-92,-145,163,837,1329,en,ads
s01,iy,593,2596,3212,81.928,52,-88,60,72,153,-8,en,ads
s01,ih,408,2332,3192,75.375,-2,-349,-422,21,76,-23,en,ads
s01,ih,397,2301,3103,32.772,-0.3,34,347,15,131,517,en,ads
s01,iy,349,2658,3067,70,21,-7,60,33,288,2,en,ads
s01,ih,558,1945,3264,26.979,-32,64,-32,22,3,-18,en,ads
s01,ao,564,1094,2321,67.309,-28,215,-27,-1,46,-80,en,ads
s01,ih,1003,2138,3212,19.256,40,16,21,156,4,40,en,ads
s01,iy,598,2668,3287,81.929,34,48,27,27,219,-15,en,ads
s01,ih,507,2233,3187,99.406,-46,58,50,53,65,34,en,ads
s01,ah,771,1814,3062,216.508,-138,128,79,-51,20,-18,en,ads
s01,ah,635,1923,3215,47.839,-44,-33,-96,36,30,-237,en,ads
s01,ao,576,1024,2312,101.856,-41,244,9,-98,-146,133,en,ads
s01,aa,879,1297,2649,225.031,-18,54,-815,84,-106,418,en,ads
s01,ah,564,1958,2740,52.434,1,-324,-705,40,8,-268,en,ads
s01,iy,606,2684,3245,79.214,26,-21,-2,30,168,-25,en,ads
s01,ih,474,2335,3227,83.021,-47,-6,-12,17,72,-36,en,ads
s01,ae,766,2288,3332,60.799,-115,-31,-105,-19,-61,32,en,ads
s01,ae,735,1840,1878,209.737,-28,258,396,-181,599,193,en,ads
s01,ih,634,2086,3349,52.434,-25,-1431,-1257,28,201,0.9,en,ads
s01,ih,652,2314,3241,55.593,25,-169,-0.3,7,-77,49,en,ads
s01,ah,781,1481,2982,81.935,-20,-36,-11,53,-24,26,en,ads
s01,ih,513,1789,3095,32.771,18,-0.5,87,46,27,7,en,ads
s01,ae,924,1991,3292,132.178,-132,-1,-25,8,61,87,en,ads
s01,ah,695,1685,2255,81.143,-63,-175,-285,52,-134,-10,en,ads
s01,ih,555,1976,2902,40.814,-13,2,-157,91,-0.8,-146,en,ads
s01,eh,565,1896,2900,53.527,-2,28,73,57,73,111,en,ads
s01,ae,921,2054,3260,218.476,-67,30,9,-29,6,-29,en,ads
s01,ih,575,2242,3315,82.11,-6,-93,-70,-20,64,-67,en,ads
s01,eh,505,2321,2711,83.674,106,-51,219,40,16,-321,en,ads
s01,ih,414,2421,3142,279.843,-215,-425,-148,-171,126,31,en,ads
s01,ih,535,2112,3166,53.92,63,-60,-101,149,30,-88,en,ads
s01,ih,601,1729,2888,34.36,-29,79,199,36,122,126,en,ads
s01,ao,689,1223,1788,67.462,-60,-124,680,-14,-220,182,en,ads
s01,ah,581,1732,2930,34.206,27,34,17,70,-45,-57,en,ads
s01,eh,803,1846,3226,89.124,-141,15,-87,186,431,1453,en,ads
s01,ah,525,1680,2819,47.508,7,46,-1016,112,91,-111,en,ads
s01,ae,1016,1836,3244,106.418,54,102,-163,86,222,473,en,ads
s01,eh,691,2107,2573,122.988,-38,-1290,-441,16,213,541,en,ads
s01,eh,732,1919,3075,78.863,-26,19,42,85,1087,1185,en,ads
s01,ih,544,2580,3133,48.458,-7,-54,61,-10,-75,17,en,ads
s01,ih,527,2284,3101,68.569,-15,-0.5,-92,132,209,570,en,ads
s01,ih,642,1721,3159,53.209,-9,59,72,198,414,595,en,ads
s01,ao,619,1237,2138,97.863,-43,-218,165,-31,-241,168,en,ads
s01,ih,365,2490,3012,34.496,64,-19,-23,74,275,97,en,ads
s01,eh,693,2077,3105,162.476,-116,287,-8,38,148,96,en,ads
s01,iy,416,2653,3198,62.373,10,-75,-18,-12,8,12,en,ads
s01,iy,476,1530,2209,23.754,-6,-8,-28,-20,-30,3,en,ads
s01,eh,556,1866,2259,42.985,-31,0.7,-77,106,-40,-155,en,ads
s01,iy,389,2471,3088,50.016,-9,260,40,25,688,37,en,ads
s01,ah,641,1002,3250,50.542,0.5,26,-13,21,-196,-61,en,ads
s01,eh,538,2152,3067,54.159,-1,-117,102,-11,-106,-31,en,ads
s01,ih,522,2078,2107,74.113,30,-310,87,116,-92,-424,en,ads
s01,eh,907,1820,3238,141.573,-61,90,-172,81,192,-103,en,ads
s01,uw,516,1930,2610,195.727,-30,265,314,135,620,-208,en,ads
s01,ae,942,1835,2940,70.312,23,93,69,83,283,133,en,ads
s01,ah,689,1656,2841,44.657,-2,-155,48,120,-122,-253,en,ads
s01,eh,652,1987,2870,85.202,-61,8,157,44,197,240,en,ads
s01,ih,514,1714,2264,30,30,-98,18,15,-541,-579,en,ads
s01,ih,519,2221,3117,106.075,-12,-41,-82,4,61,-14,en,ads
s01,iy,521,3013,3342,243.24,-2,-80,69,9,190,26,en,ads
s01,ih,591,2315,3344,69.401,16,-128,-7,-29,-186,209,en,ads
s01,ao,519,1126,2224,59.833,-15,-51,282,11,-156,169,en,ads
s01,ih,399,2186,2749,27.554,-88,-61,83,30,-58,-51,en,ads
s01,eh,494,1759,1824,69.361,74,-10,78,-46,156,-136,en,ads
s01,aa,556,1518,2082,94.066,45,10,306,2,251,-273,en,ads
s01,ah,618,1580,3234,41.807,-277,-11,7,-29,-13,-176,en,ads
s01,iy,446,2713,3141,186.23,41,-196,45,34,47,-76,en,ads
s01,ih,536,2414,3063,67.543,-52,73,-5,98,322,98,en,ads
s01,eh,484,2202,3110,64.61,69,-52,39,33,65,-29,en,ads
s01,iy,523,2285,3122,141.113,22,-623,192,27,-148,-79,en,ads
s01,ih,581,1972,3193,80.175,-197,-89,-116,25,-31,-104,en,ads
s01,eh,622,2190,3253,147.274,-61,-104,-7,-37,59,39,en,ads
s01,eh,636,2065,2892,351.085,-102,-6,193,-35,-50,-144,en,ads
s01,ih,567,2238,3079,68.411,20,-228,-11,15,-248,94,en,ads
s01,ae,811,1892,2850,132.892,-26,147,137,14,51,-31,en,ads
s01,ah,604,1764,2915,45.608,19,32,-26,58,156,959,en,ads
s01,ih,572,2359,2925,47.508,-27,-34,34,-56,-75,10,en,ads
s01,ih,478,2106,3053,58.91,-9,53,7,65,47,-50,en,ads
s01,uw,495,2025,2828,183.039,-1,83,192,109,630,23,en,ads
s01,ah,791,1856,2970,176.559,-47,-99,-48,-16,-40,-50,en,ads
s01,uh,286,1448,2947,41.643,46,13,-6,-39,35,172,en,ads
s01,eh,812,1783,2935,44.116,41,125,-34,289,204,52,en,ads
s01,ah,571,1367,2764,66.762,47,49,78,-241,-97,21,en,ads
s01,aa,566,1524,2102,39.66,93,-65,-10,58,-158,93,en,ads
s01,iy,499,2343,3211,93.278,20,-468,94,173,60,12,en,ads
s01,ih,433,2531,3210,68.745,10,-239,-214,-65,-44,-57,en,ads
s01,ae,902,1864,3258,321.249,937,196,329,235,18,-1,en,ads
s01,iy,625,2910,3466,119.705,-12,-2,-276,-7,136,207,en,ads
s01,ih,625,1516,2240,80.272,-20,-337,46,-19,-436,-600,en,ads
s01,ah,561,1706,2873,35.723,24,55,53,58,76,158,en,ads
s01,eh,648,1950,3149,112.95,5,-80,-92,47,565,1111,en,ads
s01,uw,433,1694,2801,426.35,82,615,666,99,741,25,en,ads
s01,ih,473,2077,2978,52.613,7,-44,-17,162,39,56,en,ads
s01,ih,542,2577,3179,71.664,2,-256,-102,11,-151,41,en,ads
s01,ih,515,2086,3011,31.067,-56,274,47,80,66,47,en,ads
s01,ah,423,1639,2589,27.643,-0.8,101,68,75,128,79,en,ads
s01,ah,553,1916,2999,50,9,7,-52,105,-57,-257,en,ads
s01,uw,494,2020,2982,230.031,41,427,126,-1,407,89,en,ads
s01,eh,529,1945,3048,78.66,-28,-29,-21,95,51,67,en,ads
s01,iy,364,2437,3056,63.455,-28,182,78,5,547,76,en,ads
s01,ah,493,1347,2111,31.729,18,-35,117,34,77,-37,en,ads
s01,ih,472,2476,3098,40.321,0.3,-8,-35,-76,20,39,en,ads
s01,ah,572,1973,2916,30.407,-65,-50,-228,-19,-60,-61,en,ads
s01,eh,624,1852,3023,50.237,-16,79,0.3,118,110,198,en,ads
s01,ae,465,1920,3100,51.246,18,-170,-841,-115,-70,-69,en,ads
s01,ae,1008,1886,3055,102.456,-378,65,185,235,135,89,en,ads
s01,ah,362,1526,2949,28.273,112,-67,41,-24,-42,-189,en,ads
s01,ih,337,1175,2347,39.661,12,230,475,52,-81,-182,en,ads
s01,ao,598,1222,2241,42.57,-16,-101,63,-26,-135,130,en,ads
s01,ah,380,2039,2924,31.729,-32,22,14,16,99,-9,en,ads
s01,eh,563,1858,3054,156.659,147,185,61,-436,262,-241,en,ads
s01,eh,685,1987,3231,45.189,-50,-125,-72,50,42,21,en,ads
s01,eh,537,1645,2281,117.969,55,656,849,11,-530,-878,en,ads
s01,uw,301,1818,2936,146.744,-14,361,119,41,90,-24,en,ads
s01,uh,551,1732,3002,45.38,-92,-152,-131,145,-44,-49,en,ads
s01,ae,422,2019,3159,71.389,259,-14,207,-577,-2,-89,en,ads
s01,aa,462,1803,2494,47.592,-47,-33,40,48,-16,228,en,ads
s01,ah,392,1693,2524,19.83,-12,147,98,13,-60,-297,en,ads
s01,ih,599,1612,3251,78.66,20,-66,-70,117,318,-194,en,ads
s01,iy,459,2294,3192,95.974,23,-310,119,50,-119,80,en,ads
s01,ah,610,984,1383,52.881,-23,493,390,32,-246,-451,en,ads
s01,iy,630,2395,3255,146.083,96,-710,223,171,-175,44,en,ads
s01,ah,588,1848,2967,59.46,-149,-11,75,94,-50,-557,en,ads
s01,ah,575,1769,3162,82.329,-12,310,550,20,-45,-50,en,ads
s01,ah,556,1848,3189,60.603,-17,23,51,239,-25,-177,en,ads
s01,aa,364,1486,2665,99.481,456,177,140,100,-152,53,en,ads
s01,ih,563,2140,3174,134.927,-70,-84,-17,84,93,106,en,ads
