iteration,log_likelihood
0,-126155.75600381327
10,-129754.101826069
20,-129465.48763181648
30,-129524.0559533821
40,-129306.16900512468
50,-129367.19828387136
60,-129172.25913513411
70,-129196.83794886651
80,-128976.6440157916
90,-129043.78589513234
100,-129000.07820879525
110,-128920.99231737512
120,-128797.46874200148
130,-128458.390859928
140,-128227.57191947443
150,-128026.02786354991
160,-127910.54131629881
170,-127554.0929107655
180,-127384.23782814817
190,-127184.93519685804
200,-127045.10653477961
210,-126816.33548932851
220,-126578.92446448957
230,-126582.64475500549
240,-126391.91353928988
250,-126430.78295680457
260,-126192.32897185857
270,-125854.82255914426
280,-125894.96401882693
290,-125508.06782712569
300,-125477.86590523401
310,-125481.51488384097
320,-125533.37710227293
330,-125410.04693821145
340,-125021.0728189949
350,-124993.32225492201
360,-124881.46007924958
370,-124691.11223097626
380,-124343.27147899257
390,-124309.38353815913
400,-123875.72068265111
410,-123708.27286723384
420,-123735.51625167535
430,-123557.50990650387
440,-123362.53787298166
450,-123349.9713490828
460,-123173.49149000747
470,-123324.40858639724
480,-123153.4626100713
490,-123364.60467150377
500,-123039.30637291593
510,-123019.66179655126
520,-122999.46657030389
530,-122914.56629471996
540,-122971.11447347244
550,-122771.37358714081
560,-122706.08206190488
570,-122596.25730630642
580,-122640.18670474364
590,-122496.44587620182
600,-122441.29971647073
610,-122510.96207996696
620,-122281.51548169187
630,-122476.90154044941
640,-122477.8743828526
650,-122384.67351931085
660,-122461.74536123288
670,-122222.56115958877
680,-122093.27670272058
690,-122124.90423321599
700,-121901.55643623127
710,-121919.8841099373
720,-121570.44143953556
730,-121879.98028161895
740,-121669.31634200801
750,-121717.51061745235
760,-121414.82449268545
770,-121336.2899720963
780,-121069.1893828006
790,-121105.39855569844
800,-121245.72049838184
810,-121187.19702474319
820,-120999.92013644753
830,-120935.40427385976
840,-121123.80224649233
850,-121148.18058319371
860,-121012.28930968387
870,-120756.13882068824
880,-120980.69925600747
890,-120784.89619666354
900,-120677.11776275476
910,-120577.25899249403
920,-120470.15956873648
930,-120475.27473173347
940,-120180.93928733913
950,-120361.35151749593
960,-120140.760276753
970,-119920.28632852554
980,-119817.02726786598
990,-119818.80458433446
1000,-119932.0502348046
1010,-119945.31488826722
1020,-120132.10888017557
1030,-119875.55154535123
1040,-119796.33447903974
1050,-120004.53292692646
1060,-119991.83846402154
1070,-119863.75413212346
1080,-119793.43682249385
1090,-119640.79547802338
1100,-119457.97386944946
