iteration,log_likelihood
0,-94795.20442239955
10,-98754.48263491658
20,-99270.04804661471
30,-99591.26284805954
40,-99863.69845130938
50,-99899.1935624537
60,-99882.80680516147
70,-99935.43092264805
80,-99698.48200000578
90,-99749.94607929481
100,-99592.16914749557
110,-99508.72308935392
120,-99354.03938185208
130,-99156.24926347456
140,-98989.5733098971
150,-99065.51779786084
160,-98872.58098512673
170,-98688.09352904442
180,-98497.36946818736
190,-98177.41438953395
200,-98099.2129754223
210,-98118.53019412697
220,-97943.67582484326
230,-97761.45518551559
240,-97591.1655935234
250,-97574.56571571322
260,-97488.86092215776
270,-97427.80314831136
280,-97275.99191328787
290,-97100.09988502151
300,-96971.7571779544
310,-96793.53005331931
320,-96875.42325150115
330,-96629.92463905053
340,-96593.85750218855
350,-96367.08583401228
360,-96212.11433662685
370,-96223.30657386343
380,-96124.26261147656
390,-96146.70986212636
400,-95857.76467904763
410,-95863.49049975113
420,-96077.45329179976
430,-95747.44247533503
440,-95718.14979505264
450,-95514.4010380838
460,-95559.78404762642
470,-95447.67100317575
480,-95358.52292562852
490,-95469.81359052347
500,-95451.6515678621
510,-95321.4420457043
520,-95256.52255493656
530,-95221.96040076445
540,-95071.1704313737
550,-94899.13975772448
560,-94980.31660796302
570,-95017.53104324988
580,-94840.78417228961
590,-94853.25024545967
600,-94638.47664658635
610,-94557.85789478221
620,-94761.98068327241
630,-94544.00383405731
640,-94560.62049788397
650,-94440.00253264753
660,-94402.38016400504
670,-94326.5513446425
680,-94384.3754319796
690,-94351.36767915613
700,-94084.04767960924
710,-94244.37097817424
720,-94260.89216638345
730,-94164.77965216563
740,-94086.44039314409
750,-94148.38982648046
760,-94043.23307274548
770,-93873.02273673014
780,-93920.38096030027
790,-93797.20531378542
800,-93544.82185732873
810,-93738.77928779545
820,-93657.17485412332
830,-93765.37004401404
840,-93527.72306732798
850,-93639.92414227316
860,-93461.84067884089
870,-93410.56883236402
880,-93358.21355220626
890,-93467.19772397507
900,-93373.54360978657
910,-93393.79784579789
920,-93330.67220294842
930,-93225.74789210124
940,-93147.28905759519
950,-93060.71324411091
960,-92950.06523187365
970,-92928.93348841752
980,-93047.05077939255
990,-92964.35132885064
1000,-92650.59593468325
1010,-92933.32953431082
1020,-92889.45317624496
1030,-92761.69053762771
1040,-92856.65359414351
1050,-92858.21515520863
1060,-92733.33337899538
1070,-92486.75214153297
1080,-92535.20730637337
1090,-92567.33336056663
1100,-92556.41511473872
1110,-92487.19112189385
1120,-92413.94324566725
1130,-92300.31698347349
1140,-92163.60921134465
1150,-92147.64659743561
1160,-92154.65657990056
1170,-92025.85423076648
1180,-92158.43480685864
1190,-92180.72719088053
1200,-92115.0290554805
1210,-92065.82167394806
1220,-92063.00281987304
1230,-91899.50147292923
1240,-91900.43700859544
1250,-91945.55398080702
1260,-91763.35136586745
1270,-91776.77680071024
1280,-91928.58782696768
1290,-92047.09871121115
1300,-92017.23213325752
1310,-91799.06727216954
1320,-91760.40800945721
1330,-91819.50851613986
1340,-91740.09868735587
1350,-91835.05733022385
1360,-91518.07163164395
1370,-91611.6601705715
1380,-91674.84105661558
1390,-91690.95890903604
1400,-91648.07889972797
