vowel,f1-f1,f1-f2,f1-f3,f1-duration,f1-df1_on,f1-df2_on,f1-df3_on,f1-df1_off,f1-df2_off,f1-df3_off,f2-f1,f2-f2,f2-f3,f2-duration,f2-df1_on,f2-df2_on,f2-df3_on,f2-df1_off,f2-df2_off,f2-df3_off,f3-f1,f3-f2,f3-f3,f3-duration,f3-df1_on,f3-df2_on,f3-df3_on,f3-df1_off,f3-df2_off,f3-df3_off,duration-f1,duration-f2,duration-f3,duration-duration,duration-df1_on,duration-df2_on,duration-df3_on,duration-df1_off,duration-df2_off,duration-df3_off,df1_on-f1,df1_on-f2,df1_on-f3,df1_on-duration,df1_on-df1_on,df1_on-df2_on,df1_on-df3_on,df1_on-df1_off,df1_on-df2_off,df1_on-df3_off,df2_on-f1,df2_on-f2,df2_on-f3,df2_on-duration,df2_on-df1_on,df2_on-df2_on,df2_on-df3_on,df2_on-df1_off,df2_on-df2_off,df2_on-df3_off,df3_on-f1,df3_on-f2,df3_on-f3,df3_on-duration,df3_on-df1_on,df3_on-df2_on,df3_on-df3_on,df3_on-df1_off,df3_on-df2_off,df3_on-df3_off,df1_off-f1,df1_off-f2,df1_off-f3,df1_off-duration,df1_off-df1_on,df1_off-df2_on,df1_off-df3_on,df1_off-df1_off,df1_off-df2_off,df1_off-df3_off,df2_off-f1,df2_off-f2,df2_off-f3,df2_off-duration,df2_off-df1_on,df2_off-df2_on,df2_off-df3_on,df2_off-df1_off,df2_off-df2_off,df2_off-df3_off,df3_off-f1,df3_off-f2,df3_off-f3,df3_off-duration,df3_off-df1_on,df3_off-df2_on,df3_off-df3_on,df3_off-df1_off,df3_off-df2_off,df3_off-df3_off
aa,1.2241782330944344,-0.13884661500377363,-0.07906884153077313,34.688387080529836,0.2342544289513582,0.00521349417246906,-0.07712457239323235,NA,NA,NA,-0.13884661500377363,1.2251117747610825,0.2815210896151414,-31.304417462760743,0.0498746090992184,0.2798138489318062,0.26874571627223226,NA,NA,NA,-0.07906884153077313,0.2815210896151414,0.9573647757106305,-6.340274917853458,0.010915136808682377,0.0870467723335907,0.9547381071415445,NA,NA,NA,34.688387080529836,-31.304417462760743,-6.340274917853458,12692.815341621497,-0.13093985718818182,-6.221773601296314,-6.001138944858829,NA,NA,NA,0.2342544289513582,0.0498746090992184,0.010915136808682377,-0.13093985718818182,0.5356332767058606,0.179417220603788,0.012665576381761306,NA,NA,NA,0.00521349417246906,0.2798138489318062,0.0870467723335907,-6.221773601296314,0.179417220603788,0.6188400662604889,0.09163209092293094,NA,NA,NA,-0.07712457239323235,0.26874571627223226,0.9547381071415445,-6.001138944858829,0.012665576381761306,0.09163209092293094,0.9523461098341134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ae,0.9857976745036126,-0.1720135384605398,-0.11541699875723725,26.526961935828105,0.20355652517835557,-0.010648432255983904,-0.11323934854174746,NA,NA,NA,-0.1720135384605398,0.9561019098032623,0.37134069310960777,1.3529633584581782,-0.05791568533448917,0.3330297959178151,0.3629265629089851,NA,NA,NA,-0.11541699875723725,0.37134069310960777,0.6426981702335036,-2.326705938074386,-0.004131652583744488,0.15095971844105496,0.6397226178847777,NA,NA,NA,26.526961935828105,1.3529633584581782,-2.326705938074386,9555.510880897345,-3.7281467542989826,9.991947157735202,-2.2100012523333095,NA,NA,NA,0.20355652517835557,-0.05791568533448917,-0.004131652583744488,-3.7281467542989826,0.5590775516463944,0.0577783558300218,-0.002567652934818175,NA,NA,NA,-0.010648432255983904,0.3330297959178151,0.15095971844105496,9.991947157735202,0.0577783558300218,0.868373389909458,0.1581969196313281,NA,NA,NA,-0.11323934854174746,0.3629265629089851,0.6397226178847777,-2.2100012523333095,-0.002567652934818175,0.1581969196313281,0.6369585306395474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ah,1.2579133615789557,-0.14674487646195442,-0.026499151291719522,22.56492227120132,NA,NA,NA,NA,NA,NA,-0.14674487646195442,1.735425175471548,0.3344916263518664,-3.616921213971989,NA,NA,NA,NA,NA,NA,-0.026499151291719522,0.3344916263518664,0.6188888516548191,-1.1647840840619283,NA,NA,NA,NA,NA,NA,22.56492227120132,-3.616921213971989,-1.1647840840619283,6541.474727476739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ao,0.9778560201521972,0.1667817374254176,0.14627178093481094,20.571905701395448,0.21724094763590224,0.06225491173305978,0.1448551115476614,NA,NA,NA,0.1667817374254176,2.1184581285780992,0.31864991278819205,-27.43447668312104,0.07495889011577297,0.8565922752990823,0.30158529037473975,NA,NA,NA,0.14627178093481094,0.31864991278819205,0.716020636849717,8.847024539435479,0.04189592432320272,0.25027478894272936,0.7150980639669352,NA,NA,NA,20.571905701395448,-27.43447668312104,8.847024539435479,9066.734249489833,2.8706831553952465,-7.076010364835641,9.122455588446007,NA,NA,NA,0.21724094763590224,0.07495889011577297,0.04189592432320272,2.8706831553952465,0.3861195882443661,0.15919854704170153,0.04303492460276566,NA,NA,NA,0.06225491173305978,0.8565922752990823,0.25027478894272936,-7.076010364835641,0.15919854704170153,1.2881700099883577,0.2561156241458961,NA,NA,NA,0.1448551115476614,0.30158529037473975,0.7150980639669352,9.122455588446007,0.04303492460276566,0.2561156241458961,0.7144853098364045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eh,0.9297332082665887,-0.105781767531568,0.033538544478840984,14.601309615641444,0.1620729571190319,0.053056710650463745,0.0356823993868417,NA,NA,NA,-0.105781767531568,1.083896355179639,0.2631948097812774,15.843703615834112,-0.025823886886878374,0.31562156530545643,0.2528162046551333,NA,NA,NA,0.033538544478840984,0.2631948097812774,0.6735308965275302,0.004702813098009414,0.06095603028993051,0.1045399404583588,0.6713893760029125,NA,NA,NA,14.601309615641444,15.843703615834112,0.004702813098009414,10251.193299163875,-7.07520927243633,7.840672024346383,-0.1035040707499371,NA,NA,NA,0.1620729571190319,-0.025823886886878374,0.06095603028993051,-7.07520927243633,0.5173919415306277,0.021471160607131452,0.06159431825030742,NA,NA,NA,0.053056710650463745,0.31562156530545643,0.1045399404583588,7.840672024346383,0.021471160607131452,0.8053219632689729,0.11116036851193146,NA,NA,NA,0.0356823993868417,0.2528162046551333,0.6713893760029125,-0.1035040707499371,0.06159431825030742,0.11116036851193146,0.6694775639067844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ih,0.657943669202787,-0.031164416098521674,0.024051370697571635,6.953946460236405,0.07579190706958344,0.030421698563655047,0.02488241193104421,NA,NA,NA,-0.031164416098521674,1.3493750097517696,0.2917777658758874,9.686326444209584,0.007808513663252703,0.3785738628310239,0.2786685319120489,NA,NA,NA,0.024051370697571635,0.2917777658758874,0.6014174120861581,2.9024679089369,0.02310554857179335,0.12091726964128029,0.5991133011912496,NA,NA,NA,6.953946460236405,9.686326444209584,2.9024679089369,5517.9577454253,-1.4407442682344067,5.0870711465464,2.8402574370013234,NA,NA,NA,0.07579190706958344,0.007808513663252703,0.02310554857179335,-1.4407442682344067,0.4256183941467208,0.10863116901232073,0.024467051590657977,NA,NA,NA,0.030421698563655047,0.3785738628310239,0.12091726964128029,5.0870711465464,0.10863116901232073,1.0667306884452261,0.13021999690498534,NA,NA,NA,0.02488241193104421,0.2786685319120489,0.5991133011912496,2.8402574370013234,0.024467051590657977,0.13021999690498534,0.5971119688728355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
iy,0.7638186746925689,0.0037525173074284724,0.010533014180348759,1.1454139333646496,NA,NA,NA,NA,NA,NA,0.0037525173074284724,2.2686825710139864,0.5310637835174671,12.922364922435353,NA,NA,NA,NA,NA,NA,0.010533014180348759,0.5310637835174671,0.6227410671778683,16.225860724532403,NA,NA,NA,NA,NA,NA,1.1454139333646496,12.922364922435353,16.225860724532403,16837.433590073357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uh,0.7460333761927007,-0.3782754687164767,0.04648439008130946,13.506769731188792,NA,NA,NA,NA,NA,NA,-0.3782754687164767,2.147941845380011,0.14574188626027462,-21.88263131749079,NA,NA,NA,NA,NA,NA,0.04648439008130946,0.14574188626027462,0.8331197911805232,1.53064418619954,NA,NA,NA,NA,NA,NA,13.506769731188792,-21.88263131749079,1.53064418619954,2300.259963889978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uw,0.9385990656765946,3.639584024058073e-4,0.05997132254449028,16.41996627444446,NA,NA,NA,NA,NA,NA,3.639584024058073e-4,3.2599035651670683,0.35618778189392564,-65.60266259791733,NA,NA,NA,NA,NA,NA,0.05997132254449028,0.35618778189392564,0.5553868489275949,-2.1445974361057947,NA,NA,NA,NA,NA,NA,16.41996627444446,-65.60266259791733,-2.1445974361057947,16875.076394758576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
