vowel,f1,f2,f3,duration,df1_off,df2_off,df3_off,df1_on,df2_on,df3_on
aa,7.311219399949548,11.119336624028461,15.18999817522639,103.1824191461837,0.28160346831047867,-0.019180426227684347,15.568505999896507,-0.3397214627542044,0.04577191596248383,0.05527316476584735
ae,7.025458664283702,12.55233970646982,15.428236658581488,120.58732092555331,0.3072985804295775,0.287223373890342,15.7915150394668,-0.37688324453018107,0.19995888218812877,0.04432427521629779
ah,5.8901770741661785,11.640386317358699,15.525409357476423,74.89287414634147,0.40647753860943087,0.06837090103414634,15.898058536826015,-0.20686329877398374,-0.1257538285879675,-0.03566841867414634
ao,6.691497582318408,9.910586656676617,15.138383507761194,113.78781094527363,0.302465924,0.005283193781094531,15.533581694626866,-0.318805826761194,0.20279354462189056,0.042531948532338305
eh,6.126814557284657,12.666716884793784,15.504585576408486,87.98100542673902,0.2845335776413419,0.20052444264331523,15.865149402634435,-0.3118033119812531,-0.019980688699062655,0.017202969296990625
ih,5.032126291925797,12.922355670696223,15.556507385815697,66.94706589874096,0.2675540744500402,0.11198759840985802,15.912426433053843,-0.17001017615751407,-0.07016163641039379,-0.02600050599249933
iy,4.3429443442094815,14.0756305056957,15.514549956284455,91.18494652701213,0.1448484401361632,0.20372891233627344,15.856142200826902,0.07464607594928335,-0.46080680853031974,-0.02094618860584344
uh,4.896678470418848,11.6545681276911,15.336649794685863,66.15691361256545,0.29900763856544504,-0.15055755292408377,15.706146863926701,-0.21389872413350786,-0.329102069591623,-0.05762461417015707
uw,4.152720758003731,12.607175467527986,15.213535671902985,100.54059514925373,0.05982207665671642,0.6919800469552239,15.581553794216418,-0.06340294975373134,0.4826604762537314,0.06792969367537313
