,speaker,vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off,language,register,z_f1,z_f2,learned_cats
636,Maddy2,o,659,1331,3019,140.0,-8.0,-16.0,-51.0,11.0,-50.0,4.0,sp,ids,0.3065860179593019,-0.5694711718125397,0
637,Maddy2,a,649,1488,2343,110.0,7.0,263.0,300.0,152.0,277.0,-8.0,sp,ids,0.24418217351085,-0.2647902045288766,0
638,Maddy2,a,870,1662,2539,160.0,-76.0,47.0,151.0,8.0,64.0,699.0,sp,ids,1.6233071358216382,0.0728816955179856,0
639,Maddy2,o,478,2258,2685,40.0,-3.0,-367.0,456.0,99.0,410.0,-134.0,sp,ids,-0.8229235665576784,1.2295049853336748,2
640,Maddy2,e,494,2312,2917,90.0,20.0,-234.0,8.0,-109.0,-26.0,-315.0,sp,ids,-0.7230774154401552,1.3342997129344252,1
641,Maddy2,o,642,1255,2866,130.0,-63.0,-75.0,126.0,193.0,89.0,214.0,sp,ids,0.2004994823969336,-0.7169600476950773,0
642,Maddy2,u,549,1040,3237,110.0,62.0,6.0,-34.0,62.0,178.0,151.0,sp,ids,-0.3798562709736695,-1.134198314994361,0
643,Maddy2,a,541,1005,2248,150.0,222.0,736.0,676.0,-28.0,-212.0,-382.0,sp,ids,-0.429779346532431,-1.2021208236244771,0
644,Maddy2,e,571,1883,2762,110.0,3.0,27.0,82.0,41.0,35.0,-127.0,sp,ids,-0.2425678131870752,0.5017638214395751,2
645,Maddy2,a,609,1192,2813,60.0,18.0,86.0,30.0,90.0,-24.0,-67.0,sp,ids,-0.0054332042829577,-0.8392205632292861,2
646,Maddy2,o,621,1147,2794,60.0,-44.0,-92.0,2.0,6.0,-17.0,67.0,sp,ids,0.0694514090551845,-0.926549502896578,0
647,Maddy2,e,700,1753,2952,50.0,-19.0,-48.0,22.0,77.0,-16.0,85.0,sp,ids,0.562441780197955,0.2494802179562871,2
648,Maddy2,a,908,1723,2661,200.0,-27.0,111.0,295.0,26.0,-52.0,726.0,sp,ids,1.8604417447257555,0.1912609248447591,1
649,Maddy2,i,464,1671,2583,60.0,3.0,-334.0,210.0,-929.0,-701.0,-1049.0,sp,ids,-0.9102889487855113,0.090347483451444,2
650,Maddy2,e,576,1056,3008,80.0,-20.0,746.0,-159.0,104.0,-143.0,340.0,sp,ids,-0.2113658909628492,-1.1031480253348795,2
651,Maddy2,o,586,1217,2423,90.0,-12.0,-168.0,235.0,-9.0,-336.0,253.0,sp,ids,-0.1489620465143973,-0.7907044856363461,0
652,Maddy2,e,598,1782,2996,90.0,-15.0,74.0,-287.0,20.0,51.0,579.0,sp,ids,-0.0740774331762549,0.3057588679640975,2
653,Maddy2,e,706,1980,3093,100.0,-204.0,-400.0,-796.0,10.0,96.0,-134.0,sp,ids,0.5998840868670261,0.6900062025001822,1
654,Maddy2,u,454,965,3079,60.0,-0.8,-36.0,-321.0,33.0,-82.0,-119.0,sp,ids,-0.9726927932339632,-1.279746547773181,0
655,Maddy2,e,528,2419,2838,120.0,-39.0,-30.0,122.0,-70.0,124.0,3.0,sp,ids,-0.5109043443154186,1.5419485250322085,1
656,Maddy2,e,543,2109,2691,130.0,102.0,-92.0,-21.0,70.0,98.0,-59.0,sp,ids,-0.4172985776427407,0.9403491628797525,1
657,Maddy2,a,633,1458,2873,60.0,-14.0,6.0,-37.0,65.0,147.0,80.0,sp,ids,0.1443360223933269,-0.3230094976404046,2
658,Maddy2,a,681,1710,2873,90.0,-32.0,152.0,-149.0,154.0,127.0,-24.0,sp,ids,0.4438744757458963,0.1660325644964304,1
659,Maddy2,e,597,1900,2997,90.0,-21.0,-18.0,-107.0,-11.0,96.0,131.0,sp,ids,-0.0803178176211001,0.5347547542027743,1
660,Maddy2,a,763,1537,2839,120.0,-16.0,32.0,34.0,107.0,186.0,-58.0,sp,ids,0.9555860002232024,-0.1696986924467143,1
661,Maddy2,a,803,1558,2598,110.0,-63.0,-311.0,-39.0,90.0,-102.0,-215.0,sp,ids,1.20520137801701,-0.1289451872686447,2
662,Maddy2,e,542,1908,2996,170.0,-47.0,-34.0,-435.0,87.0,177.0,480.0,sp,ids,-0.4235389620875858,0.5502798990325151,1
663,Maddy2,o,508,1075,3127,60.0,-1.0,-3.0,-85.0,7.0,-136.0,719.0,sp,ids,-0.6357120332123225,-1.0662758063642452,0
664,Maddy2,e,545,2309,2725,50.0,-60.0,-74.0,43.0,-72.0,17.0,-109.0,sp,ids,-0.4048178087530503,1.3284777836232724,2
665,Maddy2,a,777,1261,2985,620.287,14.0,-247.0,-3.0,62.0,-63.0,83.0,sp,ids,1.042951382451035,-0.7053161890727717,3
666,Maddy2,a,829,1368,2864,680.0,72.0,210.0,-178.0,60.0,-9.0,-67.0,sp,ids,1.3674513735829852,-0.4976673769749885,3
667,Maddy2,e,534,1973,2758,140.0,-4.0,332.0,-49.0,13.0,767.0,45.0,sp,ids,-0.4734620376463474,0.676421700774159,1
668,Maddy2,o,483,819,2540,450.0,145.0,682.0,147.0,-45.0,-32.0,-472.0,sp,ids,-0.7917216443334524,-1.5630804409159504,3
669,Maddy2,i,592,1975,2998,30.0,-39.0,-1180.0,-417.0,232.0,1190.0,254.0,sp,ids,-0.1115197398453261,0.6803029869815942,2
670,Maddy2,a,737,1554,2911,80.0,-68.0,-27.0,-12.0,70.0,80.0,-24.0,sp,ids,0.7933360046572272,-0.1367077596835151,2
671,Maddy2,a,658,1879,2812,100.0,11.0,68.0,38.0,35.0,33.0,-18.0,sp,ids,0.3003456335144567,0.4940012490247046,2
672,Maddy2,e,592,2303,2763,240.0,-28.0,108.0,-19.0,-91.0,195.0,-155.0,sp,ids,-0.1115197398453261,1.3168339250009669,3
673,Maddy2,a,721,1660,2785,150.0,22.0,41.0,71.0,93.0,7.0,-117.0,sp,ids,0.693489853539704,0.0690004093105504,1
674,Maddy2,a,764,1530,2558,100.0,-78.0,-299.0,18.0,108.0,154.0,401.0,sp,ids,0.9618263846680476,-0.1832831941727374,1
675,Maddy2,e,551,2032,3111,110.0,191.0,-176.0,207.0,13.0,324.0,222.0,sp,ids,-0.3673755020839791,0.7909196438934973,1
676,Maddy2,u,493,981,3228,70.0,22.0,34.0,13.0,59.0,-2.0,58.0,sp,ids,-0.7293177998850005,-1.2486962581136996,2
677,Maddy2,e,679,2277,2907,200.0,33.0,115.0,33.0,143.0,148.0,150.0,sp,ids,0.4313937068562058,1.2663772043043091,1
678,Maddy2,i,388,1991,2980,50.0,-50.0,-80.0,-198.0,25.0,159.0,294.0,sp,ids,-1.384558166593746,0.7113532766410758,2
679,Maddy2,e,616,1876,2904,60.0,-7.0,-26.0,18.0,29.0,12.0,168.0,sp,ids,0.0382494868309585,0.4881793197135519,2
680,Maddy2,a,652,1333,2842,60.0,-39.0,162.0,-5.0,94.0,352.0,71.0,sp,ids,0.2629033268453856,-0.5655898856051045,0
681,Maddy2,u,450,1234,2621,30.0,6.0,-63.0,230.0,22.0,-63.0,-220.0,sp,ids,-0.997654331013344,-0.7577135528731469,2
682,Maddy2,i,493,2228,2778,70.0,4.0,94.0,16.0,-1.0,-227.0,86.0,sp,ids,-0.7293177998850005,1.1712856922221468,2
683,Maddy2,e,621,1902,2969,30.0,-8.0,-168.0,-96.0,5.0,-87.0,29.0,sp,ids,0.0694514090551845,0.5386360404102094,2
684,Maddy2,e,507,1651,2857,30.0,95.0,149.0,133.0,59.0,488.0,339.0,sp,ids,-0.6419524176571677,0.051534621377092,2
685,Maddy2,o,471,1097,2860,60.0,42.0,9.0,29.0,50.0,-31.0,92.0,sp,ids,-0.8666062576715947,-1.023581658082458,2
686,Maddy2,e,684,2113,3051,100.0,-40.0,152.0,-101.0,38.0,181.0,141.0,sp,ids,0.4625956290804318,0.9481117352946228,2
687,Maddy2,e,639,1678,2926,60.0,-28.0,17.0,-86.0,75.0,85.0,68.0,sp,ids,0.181778329062398,0.1039319851774672,2
688,Maddy2,a,604,1263,2937,50.0,14.0,-87.0,-35.0,69.0,23.0,10.0,sp,ids,-0.0366351265071837,-0.7014349028653365,0
689,Maddy2,a,735,1756,2907,70.0,-34.0,240.0,-236.0,41.0,174.0,-71.0,sp,ids,0.7808552357675368,0.2553021472674399,2
690,Maddy2,e,646,1807,2934,80.0,-17.0,-33.0,-39.0,3.0,60.0,97.0,sp,ids,0.2254610201763144,0.3542749455570375,2
691,Maddy2,a,691,1161,2644,70.0,43.0,287.0,435.0,108.0,202.0,-267.0,sp,ids,0.5062783201943483,-0.8993804994445316,2
692,Maddy2,a,615,1226,2744,60.0,41.0,-52.0,90.0,-6.0,-108.0,-171.0,sp,ids,0.0320091023861133,-0.7732386977028877,2
693,Maddy2,i,364,629,2863,160.0,208.0,2489.0,666.0,-104.0,-427.0,-37.0,sp,ids,-1.5343273932700303,-1.9318026306222944,0
694,Maddy2,o,575,1066,2939,140.0,-30.0,-18.0,-75.0,-14.0,-187.0,-40.0,sp,ids,-0.2176062754076944,-1.0837415942977036,0
695,Maddy2,e,669,1804,2798,60.0,-55.0,-51.0,51.0,73.0,42.0,-8.0,sp,ids,0.3689898624077539,0.3484530162458847,2
696,Maddy2,a,641,1359,2610,80.0,41.0,60.0,32.0,119.0,164.0,-31.0,sp,ids,0.1942590979520884,-0.515133164908447,2
697,Maddy2,a,613,1135,2331,60.0,-15.0,-3.0,106.0,6.0,-68.0,-255.0,sp,ids,0.0195283334964229,-0.9498372201411892,2
698,Maddy2,a,544,1990,2746,60.0,79.0,-198.0,105.0,56.0,-176.0,-45.0,sp,ids,-0.4110581931978955,0.7094126335373582,2
699,Maddy2,i,458,2682,3105,60.0,-91.0,-505.0,-146.0,49.0,546.0,297.0,sp,ids,-0.9477312554545824,2.0523376613099367,1
700,Maddy2,a,763,1747,2602,180.0,-3.0,-23.0,91.0,119.0,-85.0,-116.0,sp,ids,0.9555860002232024,0.2378363593339815,1
701,Maddy2,i,485,1083,2786,130.0,11.0,1624.0,410.0,-117.0,-1755.0,-655.0,sp,ids,-0.779240875443762,-1.0507506615345044,0
702,Maddy2,i,443,2275,2648,111.652,-6.0,-79.0,-110.0,-10.0,413.0,-17.0,sp,ids,-1.0413370221272602,1.262495918096874,1
703,Maddy2,e,614,2452,3118,533.446,-0.2,-105.0,-346.0,25.0,151.0,1.0,sp,ids,0.0257687179412681,1.605989747454889,3
704,Maddy2,i,630,2574,3420,300.0,-105.0,291.0,411.0,34.0,218.0,530.0,sp,ids,0.1256148690587913,1.842748206108436,3
705,Maddy2,u,462,1003,3138,650.0,13.0,-68.0,179.0,54.0,25.0,139.0,sp,ids,-0.9227697176752016,-1.2060021098319125,3
706,Maddy2,a,738,1401,2631,130.0,0.8,-2.0,-109.0,92.0,186.0,0.0,sp,ids,0.7995763891020724,-0.4336261545523078,0
707,Maddy2,e,576,1963,1982,110.0,48.0,-201.0,513.0,119.0,51.0,-363.0,sp,ids,-0.2113658909628492,0.657015269736983,2
708,Maddy2,a,735,1483,2699,90.0,-55.0,25.0,117.0,37.0,111.0,-245.0,sp,ids,0.7808552357675368,-0.2744934200474646,2
709,Maddy2,o,597,1143,3027,170.0,-0.8,21.0,-79.0,104.0,-132.0,85.0,sp,ids,-0.0803178176211001,-0.9343120753114484,0
710,Maddy2,a,711,1483,1870,140.0,19.0,291.0,469.0,199.0,-165.0,-1246.0,sp,ids,0.6310860090912521,-0.2744934200474646,0
711,Maddy2,o,637,1291,2528,1209.802,45.0,72.0,211.0,12.0,6.0,-35.0,sp,ids,0.1692975601727076,-0.6470968959612436,3
712,Maddy2,i,393,2090,2533,260.548,37.0,-35.0,309.0,-0.3,-499.0,-223.0,sp,ids,-1.35335624436952,0.903476943909118,1
713,Maddy2,e,583,2161,2843,690.0,-19.0,222.0,142.0,44.0,-21.0,-165.0,sp,ids,-0.1676831998489328,1.0412626042730675,3
714,Maddy2,a,612,1189,2378,60.0,-33.0,-33.0,24.0,-37.0,-192.0,67.0,sp,ids,0.0132879490515777,-0.8450424925404388,2
715,Maddy2,o,578,1437,2103,30.0,35.0,-8.0,14.0,19.0,-20.0,-10.0,sp,ids,-0.1988851220731588,-0.3637630028184742,2
716,Maddy2,a,622,1589,2814,60.0,95.0,17.0,-69.0,133.0,-25.0,-51.0,sp,ids,0.0756917935000297,-0.0687852510533991,2
717,Maddy2,e,687,1680,2774,50.0,-29.0,35.0,79.0,109.0,123.0,44.0,sp,ids,0.4813167824149674,0.1078132713849024,1
718,Maddy2,a,665,1521,2796,80.0,-2.0,2.0,67.0,110.0,220.0,38.0,sp,ids,0.3440283246283731,-0.2007489821061958,2
719,Maddy2,a,607,1167,2656,70.0,-60.0,-17.0,2.0,29.0,42.0,-78.0,sp,ids,-0.0179139731726481,-0.887736640822226,0
720,Maddy2,a,736,1294,2667,70.0,10.0,-30.0,54.0,-45.0,-194.0,-204.0,sp,ids,0.787095620212382,-0.6412749666500909,0
721,Maddy2,o,546,1093,2389,60.0,4.0,-169.0,144.0,11.0,-193.0,61.0,sp,ids,-0.3985774243082051,-1.0313442304973284,0
722,Maddy2,e,610,2187,3016,210.0,-178.0,-525.0,-668.0,91.0,122.0,26.0,sp,ids,0.0008071801618874062,1.0917193249697252,1
723,Maddy2,o,511,1009,2596,70.0,-44.0,-22.0,45.0,-40.0,127.0,198.0,sp,ids,-0.6169908798777869,-1.1943582512096067,2
724,Maddy2,o,597,947,2179,80.0,-30.0,-48.0,-10.0,88.0,-162.0,-284.0,sp,ids,-0.0803178176211001,-1.314678123640098,0
725,Maddy2,a,603,1486,2809,70.0,-2.0,45.0,42.0,27.0,41.0,113.0,sp,ids,-0.0428755109520289,-0.2686714907363118,2
726,Maddy2,a,647,1216,2734,60.0,-40.0,-53.0,-171.0,33.0,-3.0,143.0,sp,ids,0.2317014046211596,-0.7926451287400637,0
727,Maddy2,a,581,1034,2150,50.0,80.0,-14.0,128.0,159.0,37.0,-528.0,sp,ids,-0.1801639687386232,-1.1458421736166666,2
728,Maddy2,o,555,1201,2205,50.0,-29.0,-172.0,440.0,-82.0,-452.0,-481.0,sp,ids,-0.3424139643045983,-0.8217547752958276,0
729,Maddy2,e,711,2055,2922,120.0,-5.0,-152.0,-81.0,265.0,735.0,525.0,sp,ids,0.6310860090912521,0.8355544352790022,1
730,Maddy2,e,513,1960,2753,80.0,42.0,20.0,-83.0,31.0,-7.0,-45.0,sp,ids,-0.6045101109880965,0.6511933404258302,2
731,Maddy2,a,552,1838,3123,50.0,-8.0,-70.0,-154.0,83.0,-143.0,123.0,sp,ids,-0.3611351176391339,0.4144348817722831,2
732,Maddy2,e,502,1651,2429,180.0,30.0,582.0,292.0,-40.0,-37.0,-42.0,sp,ids,-0.6731543398813937,0.051534621377092,1
733,Maddy2,e,552,2005,2940,110.0,70.0,-110.0,-4.0,51.0,-191.0,260.0,sp,ids,-0.3611351176391339,0.7385222800931222,1
734,Maddy2,a,487,2687,2963,30.0,48.0,-19.0,222.0,42.0,-44.0,-67.0,sp,ids,-0.7667601065540716,2.062040876828525,2
735,Maddy2,u,511,1314,3124,70.0,-12.0,-21.0,-59.0,73.0,150.0,-51.0,sp,ids,-0.6169908798777869,-0.6024621045757389,2
736,Maddy2,o,510,994,2423,110.0,0.8,-237.0,-1084.0,6.0,-198.0,-244.0,sp,ids,-0.6232312643226321,-1.2234678977653706,0
737,Maddy2,e,697,1978,2825,90.0,-0.3,-112.0,-77.0,105.0,-2.0,-321.0,sp,ids,0.5437206268634194,0.686124916292747,1
738,Maddy2,e,532,2134,3058,110.0,20.0,-197.0,-381.0,-0.6,491.0,1018.0,sp,ids,-0.4859428065360378,0.9888652404726924,1
739,Maddy2,e,777,2200,3134,150.0,-164.0,-125.0,-360.0,345.0,251.0,1070.0,sp,ids,1.042951382451035,1.116947685318054,1
740,Maddy2,a,707,1381,3002,60.0,13.0,223.0,-89.0,114.0,-13.0,-77.0,sp,ids,0.6061244713118713,-0.4724390166266597,2
741,Maddy2,e,548,2113,2805,70.0,84.0,-53.0,-46.0,3.0,638.0,-390.0,sp,ids,-0.3860966554185147,0.9481117352946228,1
742,Maddy2,o,629,1260,2941,50.0,-10.0,-229.0,30.0,25.0,-286.0,508.0,sp,ids,0.1193744846139461,-0.7072568321764893,2
743,Maddy2,e,528,1832,2608,70.0,-22.0,-148.0,-243.0,26.0,18.0,-112.0,sp,ids,-0.5109043443154186,0.4027910231499775,2
744,Maddy2,e,833,1985,3296,30.0,10.0,-437.0,-655.0,-474.0,-381.0,-310.0,sp,ids,1.392412911362366,0.6997094180187702,1
745,Maddy2,e,480,1797,2801,50.0,17.0,-48.0,-41.0,29.0,17.0,109.0,sp,ids,-0.810442797667988,0.3348685145198615,2
746,Maddy2,a,447,1827,2654,40.0,119.0,-46.0,-6.0,68.0,-10.0,-64.0,sp,ids,-1.0163754843478794,0.3930878076313895,2
747,Maddy2,a,586,1793,2639,40.0,2.0,81.0,-76.0,60.0,29.0,-35.0,sp,ids,-0.1489620465143973,0.3271059421049911,2
748,Maddy2,e,479,1848,2864,50.0,3.0,49.0,-148.0,2.0,-349.0,-86.0,sp,ids,-0.8166831821128332,0.4338413128094591,2
749,Maddy2,a,596,1463,2576,37.217,118.0,241.0,332.0,61.0,19.0,-455.0,sp,ids,-0.0865582020659453,-0.3133062821218166,2
750,Maddy2,e,515,1947,2459,40.319,18.0,-103.0,-109.0,-29.0,-17.0,-20.0,sp,ids,-0.5920293420984062,0.6259649800775015,2
751,Maddy2,o,681,1229,2190,188.613,-12.0,206.0,-36.0,141.0,223.0,82.0,sp,ids,0.4438744757458963,-0.7674167683917349,0
752,Maddy2,o,647,1297,2987,250.0,-46.0,105.0,-108.0,-0.2,-247.0,-17.0,sp,ids,0.2317014046211596,-0.6354530373389381,0
753,Maddy2,i,529,2635,3167,369.07,-153.0,-1596.0,-154.0,-69.0,331.0,84.0,sp,ids,-0.5046639598705734,1.9611274354352095,3
754,Maddy2,e,627,2187,2197,753.648,64.0,-88.0,358.0,106.0,134.0,-421.0,sp,ids,0.1068937157242557,1.0917193249697252,3
755,Maddy2,a,897,1763,3026,285.332,462.0,427.0,-28.0,-408.0,-763.0,-482.0,sp,ids,1.7917975158324584,0.2688866489934631,0
756,Maddy2,o,676,1321,2784,140.0,-3.0,-82.0,16.0,98.0,-229.0,-74.0,sp,ids,0.4126725535216703,-0.5888776028497157,0
757,Maddy2,a,804,1842,2837,160.0,96.0,43.0,-232.0,207.0,160.0,4.0,sp,ids,1.2114417624618552,0.4221974541871535,1
758,Maddy2,o,372,1169,2000,90.0,-13.0,-37.0,243.0,-19.0,8.0,-189.0,sp,ids,-1.4844043177112691,-0.8838553546147908,2
759,Maddy2,e,728,1727,2645,30.0,4.0,73.0,17.0,128.0,-262.0,-223.0,sp,ids,0.7371725446536205,0.1990234972596296,2
760,Maddy2,e,462,2058,2863,70.0,-65.0,-79.0,-37.0,50.0,62.0,-61.0,sp,ids,-0.9227697176752016,0.841376364590155,2
761,Maddy2,a,664,1759,2856,130.0,115.0,19.0,81.0,-169.0,15.0,129.0,sp,ids,0.337787940183528,0.2611240765785927,1
762,Maddy2,o,867,2415,2836,310.373,476.0,-202.0,992.0,313.0,1368.0,-255.0,sp,ids,1.6045859824871025,1.5341859526173378,3
763,Maddy2,o,696,1174,2708,238.81,32.0,174.0,-91.0,-107.0,263.0,74.0,sp,ids,0.5374802424185742,-0.8741521390962028,0
764,Maddy2,e,427,2487,2632,160.0,249.0,-152.0,509.0,-134.0,317.0,-30.0,sp,ids,-1.1411831732447832,1.673912256085005,1
765,Maddy2,a,945,1835,2721,180.0,-110.0,69.0,-37.0,254.0,753.0,44.0,sp,ids,2.091335969185028,0.4086129524611303,1
766,Maddy2,e,481,2045,2752,80.0,62.0,-99.0,71.0,19.0,-3.0,-103.0,sp,ids,-0.8042024132231428,0.8161480042418261,2
767,Maddy2,o,658,1111,2510,510.0,79.0,150.0,51.0,69.0,128.0,-403.0,sp,ids,0.3003456335144567,-0.9964126546304116,3
768,Maddy2,e,582,1861,2626,120.0,6.0,56.0,76.0,45.0,164.0,-85.0,sp,ids,-0.173923584293778,0.4590696731577879,1
769,Maddy2,u,463,1183,2780,70.0,-5.0,-243.0,-32.0,27.0,-331.0,-181.0,sp,ids,-0.9165293332303563,-0.8566863511627444,2
770,Maddy2,a,633,1688,2672,90.0,29.0,-37.0,38.0,110.0,68.0,-152.0,sp,ids,0.1443360223933269,0.1233384162146432,2
771,Maddy2,e,652,1885,2084,80.0,-12.0,-13.0,87.0,-6.0,-131.0,-883.0,sp,ids,0.2629033268453856,0.5056451076470103,2
772,Maddy2,e,657,1949,2965,90.0,24.0,35.0,-1.0,72.0,22.0,59.0,sp,ids,0.2941052490696116,0.6298462662849367,1
773,Maddy2,a,873,1570,2798,60.0,-32.0,36.0,-140.0,279.0,396.0,204.0,sp,ids,1.6420282891561735,-0.1056574700240335,0
774,Maddy2,e,630,1833,2508,70.0,-0.4,-102.0,-23.0,10.0,-3.0,-204.0,sp,ids,0.1256148690587913,0.4047316662536951,2
775,Maddy2,o,677,1518,2786,100.0,-31.0,-60.0,21.0,280.0,130.0,-311.0,sp,ids,0.4189129379665154,-0.2065709114173486,2
776,Maddy2,a,710,1797,2707,70.0,14.0,-72.0,0.0,34.0,74.0,51.0,sp,ids,0.6248456246464069,0.3348685145198615,1
777,Maddy2,a,646,1983,2062,70.0,134.0,-246.0,509.0,113.0,-162.0,-511.0,sp,ids,0.2254610201763144,0.695828131811335,2
778,Maddy2,e,545,2203,2875,50.0,-12.0,197.0,149.0,-0.06,244.0,106.0,sp,ids,-0.4048178087530503,1.1227696146292068,2
779,Maddy2,e,686,1856,2938,40.0,-13.0,2.0,-107.0,-0.006,58.0,-17.0,sp,ids,0.4750763979701222,0.4493664576391999,2
780,Maddy2,o,606,1026,2893,60.0,36.0,245.0,-24.0,232.0,-74.0,-10.0,sp,ids,-0.0241543576174933,-1.1613673184464075,2
781,Maddy2,a,739,1498,2510,90.0,-17.0,89.0,90.0,70.0,415.0,478.0,sp,ids,0.8058167735469176,-0.2453837734917006,2
782,Maddy2,e,489,2122,3129,100.0,210.0,-164.0,-438.0,70.0,48.0,329.0,sp,ids,-0.7542793376643813,0.9655775232280812,1
783,Maddy2,u,783,1473,2644,111.981,11.0,24.0,-16.0,2.0,101.0,-39.0,sp,ids,1.0803936891201062,-0.2938998510846406,1
784,Maddy2,o,602,1118,3000,158.173,127.0,140.0,-184.0,85.0,3.0,-2.0,sp,ids,-0.0491158953968741,-0.9828281529043884,0
785,Maddy2,e,612,2115,2754,74.434,9.0,-124.0,-62.0,13.0,-128.0,-244.0,sp,ids,0.0132879490515777,0.951993021502058,2
786,Maddy2,o,313,1310,2650,103.613,35.0,156.0,-120.0,-307.0,-77.0,-310.0,sp,ids,-1.852586999957136,-0.6102246769906093,2
787,Maddy2,e,435,2227,2979,50.0,-3.0,31.0,63.0,-10.0,142.0,-136.0,sp,ids,-1.0912600976860218,1.1693450491184292,2
788,Maddy2,e,490,2244,2887,70.0,2.0,-81.0,-22.0,69.0,81.0,33.0,sp,ids,-0.7480389532195361,1.2023359818816284,2
789,Maddy2,e,468,1985,2813,50.0,6.0,-49.0,-29.0,-3.0,-82.0,68.0,sp,ids,-0.8853274110061303,0.6997094180187702,2
790,Maddy2,o,610,1611,2550,30.0,64.0,225.0,-335.0,-20.0,-23.0,141.0,sp,ids,0.0008071801618874062,-0.0260911027716119,2
791,Maddy2,i,485,2444,2808,37.217,-73.0,-65.0,109.0,-60.0,242.0,-72.0,sp,ids,-0.779240875443762,1.5904646026251483,2
792,Maddy2,a,486,2183,2328,143.054,57.0,-137.0,478.0,-7.0,41.0,-849.0,sp,ids,-0.7730004909989168,1.0839567525548548,2
793,Maddy2,e,576,2382,2857,27.898,-33.0,23.0,95.0,3.0,93.0,223.0,sp,ids,-0.2113658909628492,1.470144730194657,2
794,Maddy2,e,538,1971,2734,39.283,17.0,184.0,33.0,40.0,-45.0,-169.0,sp,ids,-0.4485004998669666,0.6725404145667238,2
795,Maddy2,e,627,2077,2761,90.0,-47.0,-191.0,143.0,8.0,47.0,-184.0,sp,ids,0.1068937157242557,0.8782485835607893,2
796,Maddy2,o,916,2381,3180,136.569,-359.0,-1207.0,-502.0,49.0,177.0,-42.0,sp,ids,1.9103648202845167,1.4682040870909394,1
797,Maddy2,i,357,2524,2970,40.0,-3.0,-38.0,-34.0,-58.0,367.0,55.0,sp,ids,-1.578010084383947,1.7457160509225562,2
798,Maddy2,a,986,1708,2458,120.0,-129.0,398.0,350.0,350.0,-2.0,65.0,sp,ids,2.3471917314236808,0.1621512782889952,0
799,Maddy2,e,509,2179,2898,30.0,16.0,-183.0,-148.0,16.0,118.0,150.0,sp,ids,-0.6294716487674773,1.0761941801399844,2
800,Maddy2,a,521,1964,2616,30.0,-14.0,-114.0,-548.0,9.0,108.0,-67.0,sp,ids,-0.554587035429335,0.6589559128407007,2
801,Maddy2,e,629,1910,2782,50.0,-42.0,-17.0,95.0,40.0,28.0,-51.0,sp,ids,0.1193744846139461,0.5541611852399503,2
802,Maddy2,e,514,2066,2876,80.0,0.9,-80.0,-79.0,3.0,-65.0,55.0,sp,ids,-0.5982697265432514,0.8569015094198957,2
803,Maddy2,e,563,2097,2769,30.0,-5.0,241.0,340.0,37.0,3.0,-230.0,sp,ids,-0.2924908887458368,0.9170614456351414,2
804,Maddy2,o,627,1730,2650,30.0,66.0,62.0,45.0,-539.0,-600.0,-640.0,sp,ids,0.1068937157242557,0.2048454265707824,2
805,Maddy2,e,729,1916,3025,30.0,45.0,-983.0,-550.0,-122.0,-252.0,-258.0,sp,ids,0.7434129290984657,0.5658050438622558,2
806,Maddy2,u,410,945,2473,60.0,-4.0,1358.0,363.0,-0.6,-218.0,-191.0,sp,ids,-1.2472697088071516,-1.318559409847533,2
807,Maddy2,u,618,1239,2888,169.028,-80.0,-200.0,-656.0,247.0,91.0,331.0,sp,ids,0.0507302557206489,-0.7480103373545589,0
808,Maddy2,o,374,1546,2721,27.913,927.0,840.0,771.0,-866.0,-735.0,-747.0,sp,ids,-1.4719235488215787,-0.1522329045132558,2
809,Maddy2,i,487,2447,2824,52.724,3.0,56.0,82.0,3.0,264.0,28.0,sp,ids,-0.7667601065540716,1.596286531936301,2
810,Maddy2,a,798,1492,2129,99.246,-196.0,411.0,506.0,165.0,-119.0,1.0,sp,ids,1.1739994557927842,-0.2570276321140062,2
811,Maddy2,i,371,1663,2685,62.029,-37.0,223.0,-243.0,-83.0,-640.0,-333.0,sp,ids,-1.4906447021561142,0.0748223386217032,2
812,Maddy2,a,961,1735,2556,136.463,125.0,360.0,347.0,73.0,128.0,-126.0,sp,ids,2.191182120302551,0.2145486420893703,1
813,Maddy2,a,951,1716,2804,130.26,-119.0,-91.0,-297.0,459.0,571.0,393.0,sp,ids,2.128778275854099,0.177676423118736,1
814,Maddy2,o,609,1106,2756,161.274,466.0,1408.0,667.0,-11.0,-277.0,39.0,sp,ids,-0.0054332042829577,-1.0061158701489996,0
815,Maddy2,a,733,1648,2657,64.792,-43.0,-6.0,-20.0,14.0,38.0,161.0,sp,ids,0.7683744668778464,0.0457126920659392,2
816,Maddy2,e,689,1686,2471,108.55,-23.0,97.0,339.0,117.0,-173.0,-343.0,sp,ids,0.4937975513046578,0.119457130007208,2
817,Maddy2,i,607,2851,3410,174.456,-82.0,-41.0,-363.0,206.0,1696.0,700.0,sp,ids,-0.0179139731726481,2.380306345838211,1
818,Maddy2,o,608,1234,2684,90.0,-3.0,-13.0,-8.0,-9.0,-97.0,-74.0,sp,ids,-0.0116735887278029,-0.7577135528731469,2
819,Maddy2,a,648,1574,2522,90.0,-9.0,17.0,-161.0,67.0,164.0,233.0,sp,ids,0.2379417890660048,-0.0978948976091631,2
