vowel,f1,f2,f3,duration,df1_on,df2_on,df3_on,df1_off,df2_off,df3_off
a,718.4103831891224,1707.8924598269468,2809.6501854140915,92.48918170580964,-12.846576019777503,-13.110383189122373,-11.027194066749074,87.31831891223733,7.80238566131026,-34.920148331273175
e,528.0849909584086,2049.6654611211575,2911.23869801085,75.92056600361664,-8.511534358047017,-8.0298191681736,-11.201627486437612,32.73689873417722,58.523178119349005,-0.648508137432188
i,392.44444444444446,2521.3010752688174,3066.326164874552,101.1061541218638,-2.999283154121864,-42.142652329749104,-8.89605734767025,11.084587813620072,179.22186379928314,49.132616487455195
o,519.427113702624,1265.7244897959183,2843.145772594752,83.96552186588922,-2.475801749271137,13.356268221574345,-30.387755102040817,53.810787172011665,-58.189212827988335,13.28935860058309
u,375.31972789115645,1173.9251700680272,2715.986394557823,64.00178231292517,8.832312925170068,-11.32857142857143,-9.387755102040817,20.491156462585035,-107.30408163265307,-1.3741496598639455
